FIPS_Code,State,Area_name,City/Suburb/Town/Rural,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009
1081,AL,"Lee County, AL",City,"58,396","56,042","2,354",4.0,"58,555","56,125","2,430",4.1,"59,387","56,661","2,726",4.6,"60,840","58,001","2,839",4.7,"62,567","59,815","2,752",4.4,"63,367","61,025","2,342",3.7,"64,898","62,706","2,192",3.4,"65,467","63,037","2,430",3.7,"65,191","61,678","3,513",5.4,"64,799","59,215","5,584",8.6
1083,AL,"Limestone County, AL",City,"33,039","31,770","1,269",3.8,"33,450","31,976","1,474",4.4,"33,230","31,448","1,782",5.4,"34,062","32,188","1,874",5.5,"34,683","32,921","1,762",5.1,"35,029","33,486","1,543",4.4,"35,804","34,508","1,296",3.6,"36,415","35,171","1,244",3.4,"37,419","35,596","1,823",4.9,"38,219","34,795","3,424",9.0
1085,AL,"Lowndes County, AL",City,"5,087","4,732",355,7.0,"5,043","4,675",368,7.3,"5,048","4,597",451,8.9,"5,040","4,577",463,9.2,"4,965","4,511",454,9.1,"4,937","4,544",393,8.0,"4,817","4,454",363,7.5,"4,772","4,406",366,7.7,"4,861","4,313",548,11.3,"4,867","3,999",868,17.8
1089,AL,"Madison County, AL",City,"149,626","144,268","5,358",3.6,"150,541","144,676","5,865",3.9,"150,356","143,433","6,923",4.6,"154,878","147,566","7,312",4.7,"157,774","150,549","7,225",4.6,"158,361","152,734","5,627",3.6,"161,511","156,243","5,268",3.3,"165,619","160,439","5,180",3.1,"168,276","161,020","7,256",4.3,"168,854","156,443","12,411",7.4
1097,AL,"Mobile County, AL",City,"186,171","176,895","9,276",5.0,"184,868","174,354","10,514",5.7,"182,152","170,334","11,818",6.5,"180,945","168,440","12,505",6.9,"179,039","167,474","11,565",6.5,"179,899","171,056","8,843",4.9,"182,199","174,677","7,522",4.1,"184,901","177,341","7,560",4.1,"187,300","176,287","11,013",5.9,"186,230","166,932","19,298",10.4
1101,AL,"Montgomery County, AL",City,"106,415","101,919","4,496",4.2,"105,566","100,729","4,837",4.6,"104,187","98,616","5,571",5.3,"104,919","98,839","6,080",5.8,"104,837","98,882","5,955",5.7,"104,869","100,113","4,756",4.5,"105,816","101,442","4,374",4.1,"106,395","101,939","4,456",4.2,"106,185","99,685","6,500",6.1,"104,848","94,765","10,083",9.6
1103,AL,"Morgan County, AL",City,"56,614","54,205","2,409",4.3,"56,580","53,654","2,926",5.2,"55,482","51,944","3,538",6.4,"55,442","51,834","3,608",6.5,"56,042","52,679","3,363",6.0,"55,553","53,069","2,484",4.5,"55,946","53,712","2,234",4.0,"56,760","54,729","2,031",3.6,"56,997","53,912","3,085",5.4,"56,231","50,661","5,570",9.9
1107,AL,"Pickens County, AL",City,"8,657","8,000",657,7.6,"8,498","7,774",724,8.5,"8,274","7,591",683,8.3,"8,169","7,508",661,8.1,"8,030","7,430",600,7.5,"7,938","7,510",428,5.4,"8,119","7,713",406,5.0,"8,034","7,624",410,5.1,"7,931","7,345",586,7.4,"7,997","6,992","1,005",12.6
1113,AL,"Russell County, AL",City,"22,142","21,109","1,033",4.7,"21,589","20,384","1,205",5.6,"21,521","20,008","1,513",7.0,"21,957","20,313","1,644",7.5,"21,371","19,989","1,382",6.5,"21,440","20,158","1,282",6.0,"21,484","20,233","1,251",5.8,"21,792","20,442","1,350",6.2,"21,717","19,921","1,796",8.3,"21,477","19,041","2,436",11.3
1125,AL,"Tuscaloosa County, AL",City,"82,181","78,918","3,263",4.0,"81,828","78,363","3,465",4.2,"81,800","77,987","3,813",4.7,"82,423","78,399","4,024",4.9,"83,358","79,467","3,891",4.7,"84,590","81,456","3,134",3.7,"87,591","84,741","2,850",3.3,"89,193","86,200","2,993",3.4,"89,168","84,817","4,351",4.9,"88,900","80,625","8,275",9.3
2020,AK,"Anchorage Borough/municipality, AK",City,"140,750","133,661","7,089",5.0,"142,100","135,100","7,000",4.9,"144,205","135,942","8,263",5.7,"145,843","136,789","9,054",6.2,"146,603","137,927","8,676",5.9,"148,840","140,606","8,234",5.5,"151,131","143,105","8,026",5.3,"150,839","143,224","7,615",5.0,"151,840","143,873","7,967",5.2,"153,655","143,338","10,317",6.7
2090,AK,"Fairbanks North Star Borough, AK",City,"41,048","38,543","2,505",6.1,"41,459","38,999","2,460",5.9,"41,915","39,192","2,723",6.5,"42,713","39,765","2,948",6.9,"44,147","41,305","2,842",6.4,"45,190","42,534","2,656",5.9,"45,091","42,521","2,570",5.7,"45,319","42,824","2,495",5.5,"45,900","43,209","2,691",5.9,"45,971","42,618","3,353",7.3
2170,AK,"Matanuska-Susitna Borough, AK",City,"28,896","26,793","2,103",7.3,"29,888","27,784","2,104",7.0,"31,373","28,815","2,558",8.2,"32,897","30,052","2,845",8.6,"34,539","31,660","2,879",8.3,"36,688","33,871","2,817",7.7,"38,939","36,023","2,916",7.5,"39,736","36,906","2,830",7.1,"41,424","38,382","3,042",7.3,"42,473","38,588","3,885",9.1
4003,AZ,"Cochise County, AZ",City,"48,657","46,466","2,191",4.5,"50,457","48,011","2,446",4.8,"52,619","49,480","3,139",6.0,"53,904","50,832","3,072",5.7,"54,516","51,827","2,689",4.9,"55,374","52,724","2,650",4.8,"56,835","54,218","2,617",4.6,"56,983","54,709","2,274",4.0,"60,117","56,801","3,316",5.5,"63,101","58,204","4,897",7.8
4005,AZ,"Coconino County, AZ",City,"62,634","59,889","2,745",4.4,"63,780","60,792","2,988",4.7,"65,848","62,206","3,642",5.5,"65,564","61,798","3,766",5.7,"66,783","63,242","3,541",5.3,"67,390","64,094","3,296",4.9,"69,054","65,975","3,079",4.5,"70,388","67,814","2,574",3.7,"73,026","69,176","3,850",5.3,"74,852","68,643","6,209",8.3
4015,AZ,"Mohave County, AZ",City,"68,818","65,752","3,066",4.5,"73,059","69,556","3,503",4.8,"77,678","73,245","4,433",5.7,"81,884","77,837","4,047",4.9,"84,407","80,703","3,704",4.4,"88,439","84,670","3,769",4.3,"92,279","88,191","4,088",4.4,"90,964","86,816","4,148",4.6,"92,235","85,565","6,670",7.2,"91,543","81,375","10,168",11.1
4019,AZ,"Pima County, AZ",City,"409,884","394,670","15,214",3.7,"416,341","398,250","18,091",4.3,"424,352","399,866","24,486",5.8,"428,187","405,261","22,926",5.4,"437,675","417,344","20,331",4.6,"438,417","418,851","19,566",4.5,"448,856","430,294","18,562",4.1,"456,210","439,740","16,470",3.6,"473,209","447,233","25,976",5.5,"486,097","443,226","42,871",8.8
4025,AZ,"Yavapai County, AZ",City,"75,826","72,773","3,053",4.0,"78,358","74,881","3,477",4.4,"83,136","78,598","4,538",5.5,"84,775","80,421","4,354",5.1,"87,596","83,565","4,031",4.6,"90,782","86,786","3,996",4.4,"96,088","92,142","3,946",4.1,"97,122","93,610","3,512",3.6,"97,796","92,100","5,696",5.8,"98,321","88,310","10,011",10.2
4027,AZ,"Yuma County, AZ",City,"64,393","53,819","10,574",16.4,"65,374","54,543","10,831",16.6,"69,319","57,451","11,868",17.1,"72,729","60,378","12,351",17.0,"73,482","61,978","11,504",15.7,"75,545","63,556","11,989",15.9,"77,446","65,636","11,810",15.2,"78,208","67,478","10,730",13.7,"83,416","68,876","14,540",17.4,"87,485","67,830","19,655",22.5
5007,AR,"Benton County, AR",City,"76,911","74,795","2,116",2.8,"80,257","77,935","2,322",2.9,"85,282","82,607","2,675",3.1,"88,695","85,576","3,119",3.5,"93,192","89,882","3,310",3.6,"99,292","96,059","3,233",3.3,"102,265","98,803","3,462",3.4,"103,619","99,669","3,950",3.8,"105,357","101,031","4,326",4.1,"107,277","100,476","6,801",6.3
5025,AR,"Cleveland County, AR",City,"3,903","3,712",191,4.9,"3,927","3,710",217,5.5,"3,925","3,696",229,5.8,"4,002","3,759",243,6.1,"4,156","3,883",273,6.6,"4,236","3,987",249,5.9,"4,180","3,923",257,6.1,"4,124","3,885",239,5.8,"4,083","3,845",238,5.8,"4,025","3,703",322,8.0
5031,AR,"Craighead County, AR",City,"42,796","41,119","1,677",3.9,"42,047","40,147","1,900",4.5,"42,762","40,565","2,197",5.1,"43,229","40,873","2,356",5.5,"44,255","41,887","2,368",5.4,"44,677","42,537","2,140",4.8,"45,207","43,011","2,196",4.9,"45,366","43,058","2,308",5.1,"45,985","43,767","2,218",4.8,"46,584","43,354","3,230",6.9
5033,AR,"Crawford County, AR",City,"24,785","23,910",875,3.5,"25,009","24,002","1,007",4.0,"25,320","24,142","1,178",4.7,"25,470","24,138","1,332",5.2,"26,261","24,934","1,327",5.1,"27,191","26,001","1,190",4.4,"27,764","26,493","1,271",4.6,"28,182","26,783","1,399",5.0,"28,355","26,993","1,362",4.8,"27,829","25,681","2,148",7.7
5045,AR,"Faulkner County, AR",City,"45,490","43,862","1,628",3.6,"46,366","44,334","2,032",4.4,"46,898","44,565","2,333",5.0,"48,178","45,611","2,567",5.3,"49,940","47,504","2,436",4.9,"51,553","49,245","2,308",4.5,"52,839","50,487","2,352",4.5,"54,457","52,032","2,425",4.5,"55,531","52,914","2,617",4.7,"56,178","52,329","3,849",6.9
5051,AR,"Garland County, AR",City,"38,473","36,850","1,623",4.2,"38,038","36,261","1,777",4.7,"38,595","36,390","2,205",5.7,"39,538","37,058","2,480",6.3,"40,679","38,211","2,468",6.1,"41,566","39,198","2,368",5.7,"41,728","39,522","2,206",5.3,"42,151","39,798","2,353",5.6,"42,236","39,876","2,360",5.6,"42,392","39,205","3,187",7.5
5053,AR,"Grant County, AR",City,"8,098","7,781",317,3.9,"8,183","7,772",411,5.0,"8,120","7,699",421,5.2,"8,167","7,720",447,5.5,"8,430","7,975",455,5.4,"8,585","8,165",420,4.9,"8,568","8,145",423,4.9,"8,471","8,045",426,5.0,"8,581","8,137",444,5.2,"8,485","7,889",596,7.0
5069,AR,"Jefferson County, AR",City,"35,952","33,898","2,054",5.7,"35,731","33,348","2,383",6.7,"35,784","33,076","2,708",7.6,"36,008","33,192","2,816",7.8,"36,537","33,720","2,817",7.7,"36,714","33,914","2,800",7.6,"35,975","33,116","2,859",7.9,"35,111","32,441","2,670",7.6,"34,882","32,236","2,646",7.6,"35,472","32,033","3,439",9.7
5079,AR,"Lincoln County, AR",City,"5,040","4,735",305,6.1,"5,047","4,695",352,7.0,"5,054","4,681",373,7.4,"5,114","4,708",406,7.9,"5,157","4,766",391,7.6,"5,205","4,810",395,7.6,"5,126","4,712",414,8.1,"4,978","4,582",396,8.0,"4,944","4,548",396,8.0,"4,966","4,481",485,9.8
5081,AR,"Little River County, AR",City,"6,395","6,105",290,4.5,"6,379","6,124",255,4.0,"6,539","6,258",281,4.3,"6,455","6,147",308,4.8,"6,451","6,139",312,4.8,"6,471","6,166",305,4.7,"6,444","6,149",295,4.6,"6,449","6,176",273,4.2,"6,662","6,403",259,3.9,"6,748","6,347",401,5.9
5085,AR,"Lonoke County, AR",City,"26,444","25,578",866,3.3,"26,696","25,701",995,3.7,"27,115","25,952","1,163",4.3,"27,733","26,422","1,311",4.7,"29,099","27,761","1,338",4.6,"30,512","29,143","1,369",4.5,"31,237","29,894","1,343",4.3,"31,278","29,891","1,387",4.4,"32,049","30,625","1,424",4.4,"32,219","30,230","1,989",6.2
5087,AR,"Madison County, AR",City,"6,925","6,712",213,3.1,"7,062","6,828",234,3.3,"7,210","6,960",250,3.5,"7,241","6,961",280,3.9,"7,437","7,137",300,4.0,"7,764","7,474",290,3.7,"7,811","7,526",285,3.6,"7,675","7,357",318,4.1,"7,661","7,327",334,4.4,"7,367","6,876",491,6.7
5091,AR,"Miller County, AR",City,"18,216","17,413",803,4.4,"18,107","17,306",801,4.4,"18,389","17,531",858,4.7,"18,385","17,474",911,5.0,"18,873","17,966",907,4.8,"19,547","18,604",943,4.8,"19,300","18,389",911,4.7,"19,523","18,638",885,4.5,"19,988","19,187",801,4.0,"19,876","18,769","1,107",5.6
5105,AR,"Perry County, AR",City,"4,811","4,576",235,4.9,"4,805","4,554",251,5.2,"4,825","4,541",284,5.9,"4,817","4,491",326,6.8,"4,857","4,586",271,5.6,"4,921","4,668",253,5.1,"4,836","4,592",244,5.0,"4,770","4,535",235,4.9,"4,760","4,495",265,5.6,"4,705","4,340",365,7.8
5111,AR,"Poinsett County, AR",City,"11,451","10,914",537,4.7,"11,381","10,578",803,7.1,"11,340","10,517",823,7.3,"11,290","10,476",814,7.2,"11,250","10,543",707,6.3,"11,380","10,623",757,6.7,"11,204","10,448",756,6.7,"10,779","9,986",793,7.4,"10,657","9,979",678,6.4,"10,498","9,579",919,8.8
5119,AR,"Pulaski County, AR",City,"184,451","177,647","6,804",3.7,"183,356","175,727","7,629",4.2,"182,993","174,184","8,809",4.8,"182,761","173,406","9,355",5.1,"186,044","176,555","9,489",5.1,"188,891","179,725","9,166",4.9,"187,285","178,197","9,088",4.9,"188,562","179,494","9,068",4.8,"189,490","180,574","8,916",4.7,"189,196","176,754","12,442",6.6
5125,AR,"Saline County, AR",City,"42,748","41,368","1,380",3.2,"42,909","41,373","1,536",3.6,"43,270","41,436","1,834",4.2,"43,790","41,699","2,091",4.8,"45,332","43,272","2,060",4.5,"46,911","44,872","2,039",4.3,"47,899","45,768","2,131",4.4,"48,397","46,342","2,055",4.2,"49,402","47,224","2,178",4.4,"49,398","46,183","3,215",6.5
5131,AR,"Sebastian County, AR",City,"56,523","54,646","1,877",3.3,"56,607","54,415","2,192",3.9,"56,654","54,197","2,457",4.3,"56,506","53,773","2,733",4.8,"57,393","54,696","2,697",4.7,"59,129","56,589","2,540",4.3,"60,086","57,278","2,808",4.7,"61,570","58,352","3,218",5.2,"61,428","58,413","3,015",4.9,"60,333","55,783","4,550",7.5
5143,AR,"Washington County, AR",City,"82,281","79,877","2,404",2.9,"85,287","82,757","2,530",3.0,"89,141","86,227","2,914",3.3,"91,258","87,837","3,421",3.7,"94,439","90,887","3,552",3.8,"99,971","96,587","3,384",3.4,"101,706","97,970","3,736",3.7,"103,418","99,365","4,053",3.9,"102,564","98,272","4,292",4.2,"99,100","92,956","6,144",6.2
6007,CA,"Butte County, CA",City,"93,071","87,362","5,709",6.1,"94,972","88,683","6,289",6.6,"97,098","89,857","7,241",7.5,"98,313","90,781","7,532",7.7,"97,416","90,228","7,188",7.4,"98,326","91,703","6,623",6.7,"99,910","93,712","6,198",6.2,"101,348","94,674","6,674",6.6,"102,869","94,144","8,725",8.5,"104,335","90,989","13,346",12.8
6019,CA,"Fresno County, CA",City,"387,784","347,882","39,902",10.3,"388,896","347,192","41,704",10.7,"401,401","354,760","46,641",11.6,"404,092","356,249","47,843",11.8,"404,256","362,032","42,224",10.4,"407,216","370,692","36,524",9.0,"411,070","378,159","32,911",8.0,"418,979","383,536","35,443",8.5,"429,911","384,431","45,480",10.6,"437,028","370,280","66,748",15.3
6025,CA,"Imperial County, CA",City,"55,945","46,291","9,654",17.3,"55,481","46,598","8,883",16.0,"57,290","48,650","8,640",15.1,"58,740","49,493","9,247",15.7,"59,445","49,310","10,135",17.0,"60,583","50,934","9,649",15.9,"63,109","53,393","9,716",15.4,"65,955","54,157","11,798",17.9,"72,509","56,114","16,395",22.6,"76,558","54,882","21,676",28.3
6029,CA,"Kern County, CA",City,"293,341","269,403","23,938",8.2,"297,252","271,657","25,595",8.6,"305,462","275,307","30,155",9.9,"311,551","279,088","32,463",10.4,"314,419","283,268","31,151",9.9,"326,802","299,495","27,307",8.4,"336,618","311,258","25,360",7.5,"345,537","317,580","27,957",8.1,"359,331","323,905","35,426",9.9,"365,111","311,671","53,440",14.6
6031,CA,"Kings County, CA",City,"49,156","44,299","4,857",9.9,"50,116","44,732","5,384",10.7,"51,735","45,630","6,105",11.8,"53,163","46,744","6,419",12.1,"53,157","47,300","5,857",11.0,"53,848","48,771","5,077",9.4,"55,081","50,439","4,642",8.4,"57,381","52,455","4,926",8.6,"58,767","52,527","6,240",10.6,"60,891","51,870","9,021",14.8
6039,CA,"Madera County, CA",City,"54,852","50,136","4,716",8.6,"53,826","48,652","5,174",9.6,"55,565","49,621","5,944",10.7,"59,012","52,859","6,153",10.4,"61,095","55,497","5,598",9.2,"61,892","57,032","4,860",7.9,"62,831","58,449","4,382",7.0,"63,434","58,735","4,699",7.4,"65,054","58,879","6,175",9.5,"66,889","57,591","9,298",13.9
6047,CA,"Merced County, CA",City,"90,193","81,627","8,566",9.5,"91,609","82,259","9,350",10.2,"95,761","85,165","10,596",11.1,"96,921","85,662","11,259",11.6,"97,619","86,953","10,666",10.9,"98,752","88,905","9,847",10.0,"98,072","88,828","9,244",9.4,"99,923","89,973","9,950",10.0,"102,211","89,272","12,939",12.7,"106,193","87,855","18,338",17.3
6053,CA,"Monterey County, CA",City,"203,030","188,232","14,798",7.3,"204,306","188,278","16,028",7.8,"207,809","189,086","18,723",9.0,"208,766","189,880","18,886",9.0,"207,192","190,014","17,178",8.3,"206,604","191,585","15,019",7.3,"203,396","189,335","14,061",6.9,"205,698","191,156","14,542",7.1,"212,165","194,178","17,987",8.5,"216,502","190,569","25,933",12.0
6055,CA,"Napa County, CA",City,"66,592","64,225","2,367",3.6,"70,252","67,688","2,564",3.6,"71,104","67,844","3,260",4.6,"70,650","67,186","3,464",4.9,"71,150","67,772","3,378",4.7,"71,341","68,233","3,108",4.4,"71,808","69,042","2,766",3.9,"73,342","70,424","2,918",4.0,"75,582","71,699","3,883",5.1,"75,854","69,233","6,621",8.7
6077,CA,"San Joaquin County, CA",City,"258,695","240,902","17,793",6.9,"265,617","245,660","19,957",7.5,"274,194","249,716","24,478",8.9,"278,974","253,132","25,842",9.3,"281,364","256,769","24,595",8.7,"283,627","261,361","22,266",7.9,"284,039","262,987","21,052",7.4,"288,930","265,796","23,134",8.0,"293,019","262,350","30,669",10.5,"299,895","253,280","46,615",15.5
6079,CA,"San Luis Obispo County, CA",City,"122,394","117,520","4,874",4.0,"125,832","120,737","5,095",4.0,"128,300","122,275","6,025",4.7,"127,885","121,801","6,084",4.8,"129,513","123,591","5,922",4.6,"131,505","125,914","5,591",4.3,"132,589","127,377","5,212",3.9,"134,219","128,525","5,694",4.2,"136,469","128,561","7,908",5.8,"136,937","124,356","12,581",9.2
6083,CA,"Santa Barbara County, CA",City,"202,270","193,546","8,724",4.3,"202,492","193,513","8,979",4.4,"205,069","194,375","10,694",5.2,"207,823","197,220","10,603",5.1,"210,925","200,942","9,983",4.7,"213,243","204,015","9,228",4.3,"211,222","202,700","8,522",4.0,"213,781","204,561","9,220",4.3,"218,183","206,192","11,991",5.5,"220,831","201,849","18,982",8.6
6087,CA,"Santa Cruz County, CA",City,"148,261","140,770","7,491",5.1,"149,951","141,324","8,627",5.8,"147,449","136,471","10,978",7.4,"144,182","132,903","11,279",7.8,"143,438","133,367","10,071",7.0,"143,018","134,065","8,953",6.3,"143,282","135,213","8,069",5.6,"144,897","136,424","8,473",5.8,"146,188","135,383","10,805",7.4,"148,422","131,288","17,134",11.5
6089,CA,"Shasta County, CA",City,"74,781","70,297","4,484",6.0,"77,447","72,507","4,940",6.4,"81,258","75,398","5,860",7.2,"82,394","76,112","6,282",7.6,"82,417","76,145","6,272",7.6,"81,760","75,847","5,913",7.2,"82,575","77,135","5,440",6.6,"82,629","76,499","6,130",7.4,"82,622","74,279","8,343",10.1,"84,524","71,911","12,613",14.9
6095,CA,"Solano County, CA",City,"194,085","185,199","8,886",4.6,"196,649","187,540","9,109",4.6,"202,127","190,313","11,814",5.8,"205,394","192,342","13,052",6.4,"206,246","194,237","12,009",5.8,"208,522","197,396","11,126",5.3,"208,181","198,055","10,126",4.9,"208,475","197,599","10,876",5.2,"211,167","196,562","14,605",6.9,"215,564","192,203","23,361",10.8
6097,CA,"Sonoma County, CA",City,"253,136","244,734","8,402",3.3,"257,175","247,664","9,511",3.7,"256,601","243,465","13,136",5.1,"252,868","238,954","13,914",5.5,"253,923","241,347","12,576",5.0,"253,459","242,272","11,187",4.4,"254,398","244,244","10,154",4.0,"257,688","246,623","11,065",4.3,"259,757","244,727","15,030",5.8,"257,651","232,371","25,280",9.8
6099,CA,"Stanislaus County, CA",City,"207,563","191,596","15,967",7.7,"213,760","195,808","17,952",8.4,"219,146","197,793","21,353",9.7,"221,846","199,752","22,094",10.0,"223,641","203,006","20,635",9.2,"226,659","207,643","19,016",8.4,"224,643","206,789","17,854",7.9,"227,104","207,607","19,497",8.6,"231,840","206,074","25,766",11.1,"236,170","198,080","38,090",16.1
6101,CA,"Sutter County, CA",City,"37,817","34,304","3,513",9.3,"38,365","34,604","3,761",9.8,"39,059","34,720","4,339",11.1,"39,434","34,978","4,456",11.3,"40,045","35,800","4,245",10.6,"40,005","36,155","3,850",9.6,"40,425","36,814","3,611",8.9,"41,020","37,094","3,926",9.6,"41,082","35,991","5,091",12.4,"42,204","34,987","7,217",17.1
6107,CA,"Tulare County, CA",City,"171,627","153,986","17,641",10.3,"174,960","154,854","20,106",11.5,"180,596","158,842","21,754",12.0,"181,336","158,904","22,432",12.4,"179,756","158,913","20,843",11.6,"183,327","166,064","17,263",9.4,"187,696","171,750","15,946",8.5,"191,736","174,194","17,542",9.1,"199,013","177,406","21,607",10.9,"204,579","172,976","31,603",15.4
6111,CA,"Ventura County, CA",City,"392,421","374,884","17,537",4.5,"398,264","378,833","19,431",4.9,"405,955","382,329","23,626",5.8,"409,617","385,716","23,901",5.8,"412,174","390,075","22,099",5.4,"416,025","396,331","19,694",4.7,"420,231","402,174","18,057",4.3,"423,646","403,179","20,467",4.8,"429,007","401,897","27,110",6.3,"432,230","388,774","43,456",10.1
6115,CA,"Yuba County, CA",City,"24,268","22,361","1,907",7.9,"24,800","22,676","2,124",8.6,"24,999","22,523","2,476",9.9,"25,202","22,472","2,730",10.8,"25,232","22,784","2,448",9.7,"25,687","23,374","2,313",9.0,"26,592","24,258","2,334",8.8,"27,369","24,861","2,508",9.2,"27,716","24,403","3,313",12.0,"28,573","23,572","5,001",17.5
8013,CO,"Boulder County, CO",City,"159,943","156,127","3,816",2.4,"162,701","156,696","6,005",3.7,"164,023","154,551","9,472",5.8,"164,743","155,306","9,437",5.7,"167,050","158,840","8,210",4.9,"168,583","161,119","7,464",4.4,"171,797","165,495","6,302",3.7,"175,158","169,467","5,691",3.2,"178,629","171,193","7,436",4.2,"175,833","164,180","11,653",6.6
8041,CO,"El Paso County, CO",City,"264,548","256,881","7,667",2.9,"269,256","257,911","11,345",4.2,"275,623","258,665","16,958",6.2,"280,427","262,914","17,513",6.2,"286,362","269,894","16,468",5.8,"290,271","274,863","15,408",5.3,"297,612","284,032","13,580",4.6,"300,057","287,425","12,632",4.2,"302,182","285,022","17,160",5.7,"301,220","275,602","25,618",8.5
8069,CO,"Larimer County, CO",City,"146,251","142,638","3,613",2.5,"150,059","145,241","4,818",3.2,"154,761","147,485","7,276",4.7,"159,410","151,311","8,099",5.1,"164,166","156,522","7,644",4.7,"166,484","159,153","7,331",4.4,"170,532","163,915","6,617",3.9,"173,516","167,722","5,794",3.3,"176,659","169,158","7,501",4.2,"177,237","165,232","12,005",6.8
8077,CO,"Mesa County, CO",City,"58,850","56,913","1,937",3.3,"60,414","58,095","2,319",3.8,"63,939","60,768","3,171",5.0,"66,928","63,205","3,723",5.6,"69,539","65,746","3,793",5.5,"71,044","67,545","3,499",4.9,"74,675","71,754","2,921",3.9,"78,551","76,092","2,459",3.1,"82,329","79,116","3,213",3.9,"82,368","74,934","7,434",9.0
8101,CO,"Pueblo County, CO",City,"63,915","61,420","2,495",3.9,"64,248","60,924","3,324",5.2,"66,281","61,558","4,723",7.1,"68,778","63,643","5,135",7.5,"69,342","64,168","5,174",7.5,"69,563","64,792","4,771",6.9,"70,902","66,964","3,938",5.6,"72,422","69,048","3,374",4.7,"73,763","69,262","4,501",6.1,"74,910","68,290","6,620",8.8
8119,CO,"Teller County, CO",City,"11,881","11,531",350,2.9,"12,018","11,546",472,3.9,"12,307","11,575",732,5.9,"12,465","11,686",779,6.2,"12,525","11,819",706,5.6,"12,639","12,010",629,5.0,"12,889","12,348",541,4.2,"12,522","12,043",479,3.8,"12,360","11,678",682,5.5,"12,137","11,147",990,8.2
8123,CO,"Weld County, CO",City,"93,466","90,971","2,495",2.7,"98,243","94,841","3,402",3.5,"102,532","97,163","5,369",5.2,"105,788","99,566","6,222",5.9,"109,382","103,158","6,224",5.7,"111,458","105,323","6,135",5.5,"115,746","110,401","5,345",4.6,"118,051","113,283","4,768",4.0,"119,726","113,448","6,278",5.2,"121,392","110,676","10,716",8.8
9001,CT,"Fairfield County, CT",City,"451,537","443,029","8,508",1.9,"446,698","434,326","12,372",2.8,"450,349","431,586","18,763",4.2,"452,436","429,955","22,481",5.0,"448,894","428,327","20,567",4.6,"451,156","431,609","19,547",4.3,"460,414","442,506","17,908",3.9,"466,477","448,160","18,317",3.9,"470,482","446,436","24,046",5.1,"471,164","434,256","36,908",7.8
9009,CT,"New Haven County, CT",City,"419,397","409,754","9,643",2.3,"415,883","402,795","13,088",3.1,"424,277","404,183","20,094",4.7,"426,877","401,785","25,092",5.9,"425,722","402,473","23,249",5.5,"429,293","406,718","22,575",5.3,"438,031","416,848","21,183",4.8,"444,169","422,220","21,949",4.9,"448,557","420,791","27,766",6.2,"450,352","409,934","40,418",9.0
9011,CT,"New London County, CT",City,"133,429","130,662","2,767",2.1,"134,930","131,488","3,442",2.6,"140,448","134,925","5,523",3.9,"142,384","135,424","6,960",4.9,"141,696","135,100","6,596",4.7,"143,925","137,544","6,381",4.4,"145,758","139,693","6,065",4.2,"147,542","141,390","6,152",4.2,"149,933","141,882","8,051",5.4,"150,711","138,935","11,776",7.8
9015,CT,"Windham County, CT",City,"58,271","56,909","1,362",2.3,"58,258","56,483","1,775",3.0,"59,413","56,647","2,766",4.7,"59,806","56,212","3,594",6.0,"59,563","56,171","3,392",5.7,"60,809","57,528","3,281",5.4,"62,549","59,270","3,279",5.2,"63,618","60,299","3,319",5.2,"64,587","60,371","4,216",6.5,"65,070","59,083","5,987",9.2
10001,DE,"Kent County, DE",City,"63,388","60,946","2,442",3.9,"64,891","62,457","2,434",3.8,"65,730","62,977","2,753",4.2,"67,083","64,087","2,996",4.5,"69,138","66,524","2,614",3.8,"72,143","69,289","2,854",4.0,"74,413","71,807","2,606",3.5,"75,328","72,668","2,660",3.5,"76,008","72,229","3,779",5.0,"73,933","67,857","6,076",8.2
10005,DE,"Sussex County, DE",City,"79,367","76,410","2,957",3.7,"81,495","78,514","2,981",3.7,"82,775","79,507","3,268",3.9,"82,501","79,262","3,239",3.9,"85,397","82,046","3,351",3.9,"90,407","86,789","3,618",4.0,"92,686","89,412","3,274",3.5,"93,029","89,754","3,275",3.5,"94,505","89,664","4,841",5.1,"92,605","84,901","7,704",8.3
12001,FL,"Alachua County, FL",City,"117,215","113,652","3,563",3.0,"119,195","115,074","4,121",3.5,"117,889","113,695","4,194",3.6,"118,193","114,395","3,798",3.2,"119,434","115,973","3,461",2.9,"122,826","120,035","2,791",2.3,"125,041","122,484","2,557",2.0,"128,559","125,393","3,166",2.5,"130,644","125,407","5,237",4.0,"128,714","120,235","8,479",6.6
