League,Season,Date,game_id,Var,Goal,Team,Win,d_rating,o_rating
EPL,2019-2020,1/11/2020,590,Away,1,Arsenal,0,0.9598185,1.8095409
EPL,2019-2020,1/11/2020,590,Home,1,Crystal Palace,0,1.0031475,0.07835881
EPL,2019-2020,1/11/2020,591,Away,0,Burnley,0,1.1486108,0.058043614
EPL,2019-2020,1/11/2020,591,Home,3,Chelsea,1,1.1867497,0.5688193
EPL,2019-2020,1/11/2020,592,Away,2,Southampton,1,0.7926646,0.71884626
EPL,2019-2020,1/11/2020,592,Home,1,Leicester City,0,0.7789538,0.5626444
EPL,2019-2020,1/11/2020,593,Away,0,Norwich City,0,1.1027629,0.36092433
EPL,2019-2020,1/11/2020,593,Home,4,Manchester Utd,1,1.6466389,2.131144
EPL,2019-2020,1/11/2020,594,Away,0,Brighton,0,0.8255517,0.30760399
EPL,2019-2020,1/11/2020,594,Home,1,Everton,1,0.7245283,0.37284714
EPL,2019-2020,1/11/2020,595,Away,1,Newcastle Utd,0,0.7837746,0.0
EPL,2019-2020,1/11/2020,595,Home,1,Wolves,0,1.3883076,0.6115139
EPL,2019-2020,1/11/2020,596,Away,1,Liverpool,1,1.6301769,4.154714
EPL,2019-2020,1/11/2020,596,Home,0,Tottenham,0,1.2501693,0.3588503
EPL,2019-2020,1/12/2020,597,Away,3,Watford,1,1.078806,4.7837105
EPL,2019-2020,1/12/2020,597,Home,0,Bournemouth,0,0.8938885,0.37021542
EPL,2019-2020,1/12/2020,598,Away,6,Manchester City,1,1.6457323,3.776306
EPL,2019-2020,1/12/2020,598,Home,1,Aston Villa,0,1.5918725,0.22658616
EPL,2019-2020,1/18/2020,599,Away,0,Tottenham,0,0.75364316,1.3910142
EPL,2019-2020,1/18/2020,599,Home,0,Watford,0,0.85927784,1.8036773
EPL,2019-2020,1/18/2020,600,Away,1,Aston Villa,0,0.8904511,0.0
EPL,2019-2020,1/18/2020,600,Home,1,Brighton,0,0.9439698,0.0
EPL,2019-2020,1/18/2020,601,Away,2,Crystal Palace,0,0.77617604,0.46363848
EPL,2019-2020,1/18/2020,601,Home,2,Manchester City,0,1.5380213,0.7939335
EPL,2019-2020,1/18/2020,602,Away,1,Everton,0,0.8704152,0.38932177
EPL,2019-2020,1/18/2020,602,Home,1,West Ham,0,0.9678919,0.41911387
EPL,2019-2020,1/18/2020,603,Away,3,Wolves,1,0.77617604,0.15004495
EPL,2019-2020,1/18/2020,603,Home,2,Southampton,0,1.1676602,0.056616213
EPL,2019-2020,1/18/2020,604,Away,0,Bournemouth,0,0.9014102,0.49374184
EPL,2019-2020,1/18/2020,604,Home,1,Norwich City,1,1.239025,1.8988998
EPL,2019-2020,1/18/2020,605,Away,1,Sheffield Utd,0,1.0104494,0.076570235
EPL,2019-2020,1/18/2020,605,Home,1,Arsenal,0,1.3084579,0.65680474
EPL,2019-2020,1/18/2020,606,Away,0,Chelsea,0,1.4039328,1.1405275
EPL,2019-2020,1/18/2020,606,Home,1,Newcastle Utd,1,0.7869927,0.0
EPL,2019-2020,1/19/2020,607,Away,1,Leicester City,0,1.0322654,1.0053648
EPL,2019-2020,1/19/2020,607,Home,2,Burnley,1,0.8477981,0.46116865
EPL,2019-2020,1/19/2020,608,Away,0,Manchester Utd,0,0.98487025,0.11778747
EPL,2019-2020,1/19/2020,608,Home,2,Liverpool,1,0.77845913,0.37348822
EPL,2019-2020,1/2/2020,588,Away,0,Sheffield Utd,0,0.93564147,0.095256135
EPL,2019-2020,1/2/2020,588,Home,2,Liverpool,1,2.2717786,1.4113553
EPL,2019-2020,1/21/2020,609,Away,2,Southampton,1,0.7948922,0.32508987
EPL,2019-2020,1/21/2020,609,Home,0,Crystal Palace,0,0.80396795,0.4489289
EPL,2019-2020,1/21/2020,610,Away,1,Brighton,0,1.2213111,0.0
EPL,2019-2020,1/21/2020,610,Home,3,Bournemouth,1,1.1458,0.6156877
EPL,2019-2020,1/21/2020,611,Away,1,Watford,0,0.77617604,0.113521986
EPL,2019-2020,1/21/2020,611,Home,2,Aston Villa,1,0.9479845,0.1063225
EPL,2019-2020,1/21/2020,612,Away,1,Manchester City,1,1.1651483,1.4656727
EPL,2019-2020,1/21/2020,612,Home,0,Sheffield Utd,0,1.0659372,0.12135617
EPL,2019-2020,1/21/2020,613,Away,2,Newcastle Utd,0,0.7083242,0.30955315
EPL,2019-2020,1/21/2020,613,Home,2,Everton,0,1.160729,1.0108855
EPL,2019-2020,1/21/2020,614,Away,2,Arsenal,0,1.461391,0.7574241
EPL,2019-2020,1/21/2020,614,Home,2,Chelsea,0,1.39923,0.7714209
EPL,2019-2020,1/22/2020,615,Away,1,West Ham,0,0.77617604,0.22021124
EPL,2019-2020,1/22/2020,615,Home,4,Leicester City,1,1.3481146,1.1096749
EPL,2019-2020,1/22/2020,616,Away,1,Norwich City,0,1.1423769,0.8405174
EPL,2019-2020,1/22/2020,616,Home,2,Tottenham,1,1.176507,0.56753284
EPL,2019-2020,1/22/2020,617,Away,2,Burnley,1,0.9361296,0.13022935
EPL,2019-2020,1/22/2020,617,Home,0,Manchester Utd,0,1.5416319,1.533844
EPL,2019-2020,1/23/2020,618,Away,2,Liverpool,1,1.3342901,0.6183148
EPL,2019-2020,1/23/2020,618,Home,1,Wolves,0,0.78043014,0.3696094
EPL,2019-2020,1/29/2020,619,Away,2,Liverpool,1,1.8200734,2.6988406
EPL,2019-2020,1/29/2020,619,Home,0,West Ham,0,1.1583259,0.06716096
EPL,2019-2020,10/19/2019,460,Away,0,West Ham,0,1.0426974,0.5679744
EPL,2019-2020,10/19/2019,460,Home,2,Everton,1,0.88618714,0.78404135
EPL,2019-2020,10/19/2019,461,Away,0,Norwich City,0,1.1261888,3.10671
EPL,2019-2020,10/19/2019,461,Home,0,Bournemouth,0,0.79663944,0.06899208
EPL,2019-2020,10/19/2019,462,Away,1,Brighton,0,1.039932,1.244315
EPL,2019-2020,10/19/2019,462,Home,2,Aston Villa,1,1.3318576,0.8439192
EPL,2019-2020,10/19/2019,463,Away,0,Newcastle Utd,0,1.0490713,0.2104736
EPL,2019-2020,10/19/2019,463,Home,1,Chelsea,1,1.5847937,0.88601065
EPL,2019-2020,10/19/2019,464,Away,1,Southampton,0,1.0300832,0.008261189
EPL,2019-2020,10/19/2019,464,Home,1,Wolves,0,0.7693906,0.0
EPL,2019-2020,10/19/2019,465,Away,1,Watford,0,0.80521953,1.3039563
EPL,2019-2020,10/19/2019,465,Home,1,Tottenham,0,1.0374203,0.2977074
EPL,2019-2020,10/19/2019,466,Away,1,Burnley,0,0.77617604,0.17653492
EPL,2019-2020,10/19/2019,466,Home,2,Leicester City,1,1.286638,0.37333202
EPL,2019-2020,10/19/2019,467,Away,2,Manchester City,1,0.97593534,2.117083
EPL,2019-2020,10/19/2019,467,Home,0,Crystal Palace,0,1.483556,0.11570936
EPL,2019-2020,10/20/2019,468,Away,1,Liverpool,0,1.3075562,1.1815178
EPL,2019-2020,10/20/2019,468,Home,1,Manchester Utd,0,0.9109236,0.08568969
EPL,2019-2020,10/21/2019,469,Away,0,Arsenal,0,1.2323499,1.227082
EPL,2019-2020,10/21/2019,469,Home,1,Sheffield Utd,1,0.77617604,0.50084615
EPL,2019-2020,10/25/2019,470,Away,9,Leicester City,1,1.3579519,1.4987217
EPL,2019-2020,10/25/2019,470,Home,0,Southampton,0,0.8181776,0.11414353
EPL,2019-2020,10/26/2019,471,Away,0,Aston Villa,0,1.2858453,0.61405367
EPL,2019-2020,10/26/2019,471,Home,3,Manchester City,1,1.05594,1.809581
EPL,2019-2020,10/26/2019,472,Away,1,Sheffield Utd,0,1.148614,0.21960008
EPL,2019-2020,10/26/2019,472,Home,1,West Ham,0,1.1542385,0.7743807
EPL,2019-2020,10/26/2019,473,Away,2,Everton,0,1.2385845,0.4699499
EPL,2019-2020,10/26/2019,473,Home,3,Brighton,1,1.0340211,0.18566087
EPL,2019-2020,10/26/2019,474,Away,0,Bournemouth,0,1.1288244,0.58021545
EPL,2019-2020,10/26/2019,474,Home,0,Watford,0,0.77878016,0.16381575
EPL,2019-2020,10/26/2019,475,Away,4,Chelsea,1,1.3351991,1.7585616
EPL,2019-2020,10/26/2019,475,Home,2,Burnley,0,1.1371592,0.091932856
EPL,2019-2020,10/27/2019,476,Away,1,Wolves,0,1.1151197,0.21383923
EPL,2019-2020,10/27/2019,476,Home,1,Newcastle Utd,0,1.2083871,0.0
EPL,2019-2020,10/27/2019,477,Away,2,Crystal Palace,0,1.1756756,0.40920803
EPL,2019-2020,10/27/2019,477,Home,2,Arsenal,0,0.9671777,0.22720051
EPL,2019-2020,10/27/2019,478,Away,3,Manchester Utd,1,1.3577404,1.666136
EPL,2019-2020,10/27/2019,478,Home,1,Norwich City,0,1.2174283,0.7524232
EPL,2019-2020,10/27/2019,479,Away,1,Tottenham,0,0.86479354,1.2681379
EPL,2019-2020,10/27/2019,479,Home,2,Liverpool,1,0.6831184,0.8986994
EPL,2019-2020,10/5/2019,450,Away,0,Tottenham,0,1.5132523,0.66761535
EPL,2019-2020,10/5/2019,450,Home,3,Brighton,1,1.6590719,1.1544485
EPL,2019-2020,10/5/2019,451,Away,5,Aston Villa,1,0.77617604,0.73556626
EPL,2019-2020,10/5/2019,451,Home,1,Norwich City,0,0.9985688,0.90895486
EPL,2019-2020,10/5/2019,452,Away,0,Everton,0,0.768345,0.29806006
EPL,2019-2020,10/5/2019,452,Home,1,Burnley,1,0.77617604,0.09518415
EPL,2019-2020,10/5/2019,453,Away,1,Leicester City,0,1.0331175,0.07963031
EPL,2019-2020,10/5/2019,453,Home,2,Liverpool,1,0.79906344,1.4544079
EPL,2019-2020,10/5/2019,454,Away,0,Sheffield Utd,0,1.1830899,0.13980447
EPL,2019-2020,10/5/2019,454,Home,0,Watford,0,1.0652285,0.0
EPL,2019-2020,10/5/2019,455,Away,2,Crystal Palace,1,1.1435531,1.2454221
EPL,2019-2020,10/5/2019,455,Home,1,West Ham,0,1.4454284,0.6460009
EPL,2019-2020,10/6/2019,456,Away,0,Bournemouth,0,1.175003,0.73598087
EPL,2019-2020,10/6/2019,456,Home,1,Arsenal,1,1.2860733,0.15041111
EPL,2019-2020,10/6/2019,457,Away,2,Wolves,1,0.77617604,0.24723527
EPL,2019-2020,10/6/2019,457,Home,0,Manchester City,0,1.418731,0.7581862
EPL,2019-2020,10/6/2019,458,Away,4,Chelsea,1,0.98883563,1.4995899
EPL,2019-2020,10/6/2019,458,Home,1,Southampton,0,1.1128253,0.46848914
EPL,2019-2020,10/6/2019,459,Away,0,Manchester Utd,0,1.4310493,0.3508205
EPL,2019-2020,10/6/2019,459,Home,1,Newcastle Utd,1,0.9158491,2.593309
EPL,2019-2020,11/10/2019,497,Away,1,Aston Villa,0,1.0252944,0.119905874
EPL,2019-2020,11/10/2019,497,Home,2,Wolves,1,0.9200604,0.24048224
EPL,2019-2020,11/10/2019,498,Away,1,Brighton,0,1.1996701,0.0
EPL,2019-2020,11/10/2019,498,Home,3,Manchester Utd,1,0.9465469,1.6222289
EPL,2019-2020,11/10/2019,499,Away,1,Manchester City,0,0.9557715,0.38502905
EPL,2019-2020,11/10/2019,499,Home,3,Liverpool,1,1.170102,0.5571786
EPL,2019-2020,11/2/2019,480,Away,0,Manchester Utd,0,1.01735,0.17094988
EPL,2019-2020,11/2/2019,480,Home,1,Bournemouth,1,0.77617604,0.47913116
EPL,2019-2020,11/2/2019,481,Away,0,Burnley,0,0.9316467,0.0
EPL,2019-2020,11/2/2019,481,Home,3,Sheffield Utd,1,0.77885836,0.0710325
EPL,2019-2020,11/2/2019,482,Away,1,Southampton,0,0.7777967,0.19652042
EPL,2019-2020,11/2/2019,482,Home,2,Manchester City,1,0.7660509,0.8164004
EPL,2019-2020,11/2/2019,483,Away,0,Norwich City,0,1.9467933,1.1711149
EPL,2019-2020,11/2/2019,483,Home,2,Brighton,1,0.77475345,0.7824707
EPL,2019-2020,11/2/2019,484,Away,2,Liverpool,1,0.9534642,2.3113337
EPL,2019-2020,11/2/2019,484,Home,1,Aston Villa,0,0.77617604,0.557832
EPL,2019-2020,11/2/2019,485,Away,1,Wolves,0,0.77617604,1.5679885
EPL,2019-2020,11/2/2019,485,Home,1,Arsenal,0,0.9621134,0.9088476
EPL,2019-2020,11/2/2019,486,Away,3,Newcastle Utd,1,0.89540434,1.3833225
EPL,2019-2020,11/2/2019,486,Home,2,West Ham,0,1.4682307,0.77653337
EPL,2019-2020,11/2/2019,487,Away,2,Chelsea,1,1.7017949,2.622999
EPL,2019-2020,11/2/2019,487,Home,1,Watford,0,0.88637215,0.06647051
EPL,2019-2020,11/23/2019,500,Away,3,Tottenham,1,1.1188787,0.58652896
EPL,2019-2020,11/23/2019,500,Home,2,West Ham,0,1.2692807,0.07365089
EPL,2019-2020,11/23/2019,501,Away,2,Liverpool,1,1.0630186,0.62132835
EPL,2019-2020,11/23/2019,501,Home,1,Crystal Palace,0,0.77617604,0.13934973
EPL,2019-2020,11/23/2019,502,Away,2,Southampton,0,0.991888,2.8590546
EPL,2019-2020,11/23/2019,502,Home,2,Arsenal,0,0.8051982,0.4159228
EPL,2019-2020,11/23/2019,503,Away,2,Wolves,1,1.0929918,0.82246137
EPL,2019-2020,11/23/2019,503,Home,1,Bournemouth,0,1.3308232,0.37017837
EPL,2019-2020,11/23/2019,504,Away,2,Norwich City,1,1.2269351,1.2126361
EPL,2019-2020,11/23/2019,504,Home,0,Everton,0,0.8350301,0.04184996
EPL,2019-2020,11/23/2019,505,Away,2,Leicester City,1,1.0953448,0.77073705
EPL,2019-2020,11/23/2019,505,Home,0,Brighton,0,0.9732051,0.4134392
EPL,2019-2020,11/23/2019,506,Away,3,Burnley,1,1.0280961,0.0
EPL,2019-2020,11/23/2019,506,Home,0,Watford,0,0.87158155,0.29613978
EPL,2019-2020,11/23/2019,507,Away,1,Chelsea,0,1.9035285,1.3547839
EPL,2019-2020,11/23/2019,507,Home,2,Manchester City,1,1.5253627,0.81931114
EPL,2019-2020,11/24/2019,508,Away,3,Manchester Utd,0,1.2411597,1.1266373
EPL,2019-2020,11/24/2019,508,Home,3,Sheffield Utd,0,1.1704504,0.0
EPL,2019-2020,11/25/2019,509,Away,0,Newcastle Utd,0,0.8249064,0.480523
EPL,2019-2020,11/25/2019,509,Home,2,Aston Villa,1,1.2455791,2.7307224
EPL,2019-2020,11/3/2019,488,Away,2,Leicester City,1,1.1068711,0.21964426
EPL,2019-2020,11/3/2019,488,Home,0,Crystal Palace,0,0.7790844,0.28596422
EPL,2019-2020,11/3/2019,489,Away,1,Tottenham,0,1.2246792,1.051733
EPL,2019-2020,11/3/2019,489,Home,1,Everton,0,0.9017472,0.2408191
EPL,2019-2020,11/30/2019,510,Away,2,Manchester City,0,0.78388137,1.2761018
EPL,2019-2020,11/30/2019,510,Home,2,Newcastle Utd,0,0.83912474,0.15964374
EPL,2019-2020,11/30/2019,511,Away,2,Bournemouth,0,0.79783887,0.8103309
EPL,2019-2020,11/30/2019,511,Home,3,Tottenham,1,1.2941087,0.8780643
EPL,2019-2020,11/30/2019,512,Away,1,Brighton,0,0.99818015,0.12342924
EPL,2019-2020,11/30/2019,512,Home,2,Liverpool,1,1.3354126,0.49296522
EPL,2019-2020,11/30/2019,513,Away,2,Crystal Palace,1,0.8331014,0.5961975
EPL,2019-2020,11/30/2019,513,Home,0,Burnley,0,0.78993165,0.0
EPL,2019-2020,11/30/2019,514,Away,1,West Ham,1,0.8098832,0.50452906
EPL,2019-2020,11/30/2019,514,Home,0,Chelsea,0,1.0725721,1.2391132
EPL,2019-2020,11/30/2019,515,Away,1,Watford,0,0.77617604,0.30059117
EPL,2019-2020,11/30/2019,515,Home,2,Southampton,1,0.91399217,0.005672619
EPL,2019-2020,11/8/2019,490,Away,2,Watford,1,1.0419728,0.2926697
EPL,2019-2020,11/8/2019,490,Home,0,Norwich City,0,1.5215178,0.19601777
EPL,2019-2020,11/9/2019,491,Away,0,Crystal Palace,0,0.9821388,0.19547379
EPL,2019-2020,11/9/2019,491,Home,2,Chelsea,1,1.3596815,1.4362996
EPL,2019-2020,11/9/2019,492,Away,1,Bournemouth,0,1.2160789,0.56854105
EPL,2019-2020,11/9/2019,492,Home,2,Newcastle Utd,1,0.77617604,0.58018124
EPL,2019-2020,11/9/2019,493,Away,0,West Ham,0,1.5428025,0.57680213
EPL,2019-2020,11/9/2019,493,Home,3,Burnley,1,0.77617604,1.141789
EPL,2019-2020,11/9/2019,494,Away,1,Sheffield Utd,0,0.8625945,0.8971898
EPL,2019-2020,11/9/2019,494,Home,1,Tottenham,0,1.6837416,0.7103185
EPL,2019-2020,11/9/2019,495,Away,2,Everton,1,0.77617604,0.3623639
EPL,2019-2020,11/9/2019,495,Home,1,Southampton,0,1.0863239,0.0
EPL,2019-2020,11/9/2019,496,Away,0,Arsenal,0,1.597208,0.8851
EPL,2019-2020,11/9/2019,496,Home,2,Leicester City,1,1.4200513,0.9099186
EPL,2019-2020,12/1/2019,516,Away,2,Arsenal,0,1.4697206,1.1496044
EPL,2019-2020,12/1/2019,516,Home,2,Norwich City,0,1.1588567,0.32892817
EPL,2019-2020,12/1/2019,517,Away,1,Sheffield Utd,0,0.77617604,1.785162
EPL,2019-2020,12/1/2019,517,Home,1,Wolves,0,1.2093195,0.37455037
EPL,2019-2020,12/1/2019,518,Away,1,Everton,0,0.91076636,0.49126402
EPL,2019-2020,12/1/2019,518,Home,2,Leicester City,1,1.3554599,0.5470339
EPL,2019-2020,12/1/2019,519,Away,2,Aston Villa,0,1.0252712,0.088741444
EPL,2019-2020,12/1/2019,519,Home,2,Manchester Utd,0,0.9260303,0.70172197
EPL,2019-2020,12/14/2019,540,Away,0,Watford,0,0.9712407,0.40846887
EPL,2019-2020,12/14/2019,540,Home,2,Liverpool,1,0.72263616,1.0376165
EPL,2019-2020,12/14/2019,541,Away,1,Bournemouth,1,0.77617604,0.41430143
EPL,2019-2020,12/14/2019,541,Home,0,Chelsea,0,1.3245251,0.5187459
EPL,2019-2020,12/14/2019,542,Away,1,Norwich City,0,0.77617604,3.0059485
EPL,2019-2020,12/14/2019,542,Home,1,Leicester City,0,1.2544904,0.11316272
EPL,2019-2020,12/14/2019,543,Away,0,Aston Villa,0,0.86584616,0.2399427
EPL,2019-2020,12/14/2019,543,Home,2,Sheffield Utd,1,1.3193274,0.7920217
EPL,2019-2020,12/14/2019,544,Away,0,Newcastle Utd,0,1.2186408,0.0
EPL,2019-2020,12/14/2019,544,Home,1,Burnley,1,1.0403285,0.31429097
EPL,2019-2020,12/14/2019,545,Away,1,West Ham,1,0.77617604,0.55003256
EPL,2019-2020,12/14/2019,545,Home,0,Southampton,0,1.0185775,0.030964926
EPL,2019-2020,12/15/2019,546,Away,2,Tottenham,1,0.9038987,0.4996681
EPL,2019-2020,12/15/2019,546,Home,1,Wolves,0,0.8085233,0.08433012
EPL,2019-2020,12/15/2019,547,Away,1,Everton,0,0.77617604,1.3599731
EPL,2019-2020,12/15/2019,547,Home,1,Manchester Utd,0,1.1861172,0.84200716
EPL,2019-2020,12/15/2019,548,Away,3,Manchester City,1,0.92993057,2.0880456
EPL,2019-2020,12/15/2019,548,Home,0,Arsenal,0,1.4862181,0.4550767
EPL,2019-2020,12/16/2019,549,Away,1,Brighton,0,1.0123961,0.6924264
EPL,2019-2020,12/16/2019,549,Home,1,Crystal Palace,0,0.77617604,0.19319566
EPL,2019-2020,12/21/2019,550,Away,0,Arsenal,0,1.4187866,0.25055134
EPL,2019-2020,12/21/2019,550,Home,0,Everton,0,0.9902463,0.0
EPL,2019-2020,12/21/2019,551,Away,0,Crystal Palace,0,0.77617604,0.8341258
EPL,2019-2020,12/21/2019,551,Home,1,Newcastle Utd,1,1.0774796,0.0
EPL,2019-2020,12/21/2019,552,Away,3,Southampton,1,0.77617604,0.6489203
EPL,2019-2020,12/21/2019,552,Home,1,Aston Villa,0,0.78862566,0.11816585
EPL,2019-2020,12/21/2019,553,Away,1,Sheffield Utd,1,0.77617604,0.48750475
EPL,2019-2020,12/21/2019,553,Home,0,Brighton,0,1.5951812,0.0
EPL,2019-2020,12/21/2019,554,Away,1,Burnley,1,0.77617604,0.259103
EPL,2019-2020,12/21/2019,554,Home,0,Bournemouth,0,1.0612509,0.058818735
EPL,2019-2020,12/21/2019,555,Away,2,Wolves,1,1.0804391,1.3037975
EPL,2019-2020,12/21/2019,555,Home,1,Norwich City,0,1.9949343,0.39576283
EPL,2019-2020,12/21/2019,556,Away,1,Leicester City,0,1.6169713,0.8215577
EPL,2019-2020,12/21/2019,556,Home,3,Manchester City,1,1.0705316,3.7067664
EPL,2019-2020,12/22/2019,557,Away,0,Manchester Utd,0,0.84795445,1.0020431
EPL,2019-2020,12/22/2019,557,Home,2,Watford,1,1.154733,0.3014996
EPL,2019-2020,12/22/2019,558,Away,2,Chelsea,1,1.5645914,0.96303415
EPL,2019-2020,12/22/2019,558,Home,0,Tottenham,0,1.4432614,0.32279202
EPL,2019-2020,12/26/2019,559,Away,1,Brighton,0,1.1676315,0.70630306
EPL,2019-2020,12/26/2019,559,Home,2,Tottenham,1,1.0948467,0.2982838
EPL,2019-2020,12/26/2019,560,Away,1,Arsenal,0,0.80817974,1.3948004
EPL,2019-2020,12/26/2019,560,Home,1,Bournemouth,0,1.0038176,0.013075106
EPL,2019-2020,12/26/2019,561,Away,0,Burnley,0,0.77617604,0.6617293
EPL,2019-2020,12/26/2019,561,Home,1,Everton,1,0.9664689,0.214805
EPL,2019-2020,12/26/2019,562,Away,1,Watford,0,0.77617604,0.46655867
EPL,2019-2020,12/26/2019,562,Home,1,Sheffield Utd,0,0.8135426,0.0
EPL,2019-2020,12/26/2019,563,Away,0,Norwich City,0,0.80963826,0.90241814
EPL,2019-2020,12/26/2019,563,Home,1,Aston Villa,1,0.9700988,0.50449073
EPL,2019-2020,12/26/2019,564,Away,1,West Ham,0,0.84168065,0.14953288
EPL,2019-2020,12/26/2019,564,Home,2,Crystal Palace,1,0.94526005,0.5025923
EPL,2019-2020,12/26/2019,565,Away,2,Southampton,1,0.9623559,0.5811832
EPL,2019-2020,12/26/2019,565,Home,0,Chelsea,0,0.809333,0.77047956
EPL,2019-2020,12/26/2019,566,Away,1,Newcastle Utd,0,0.77617604,0.13109308
EPL,2019-2020,12/26/2019,566,Home,4,Manchester Utd,1,1.5144987,2.5988991
EPL,2019-2020,12/26/2019,567,Away,4,Liverpool,1,1.3323894,1.593817
EPL,2019-2020,12/26/2019,567,Home,0,Leicester City,0,1.3559818,0.21243125
EPL,2019-2020,12/27/2019,568,Away,2,Manchester City,0,0.9366443,0.34643534
EPL,2019-2020,12/27/2019,568,Home,3,Wolves,1,1.135282,0.6235536
EPL,2019-2020,12/28/2019,569,Away,0,Bournemouth,0,1.1458983,0.1300798
EPL,2019-2020,12/28/2019,569,Home,2,Brighton,1,0.8526957,2.6833806
EPL,2019-2020,12/28/2019,570,Away,0,Aston Villa,0,1.0421032,0.58571273
EPL,2019-2020,12/28/2019,570,Home,3,Watford,1,0.7564165,0.20030195
EPL,2019-2020,12/28/2019,571,Away,2,Everton,1,0.7415127,0.0
EPL,2019-2020,12/28/2019,571,Home,1,Newcastle Utd,0,0.77617604,0.0
EPL,2019-2020,12/28/2019,572,Away,1,Crystal Palace,0,0.8151543,0.11292302
EPL,2019-2020,12/28/2019,572,Home,1,Southampton,0,1.1333499,0.31658155
EPL,2019-2020,12/28/2019,573,Away,2,Leicester City,1,1.0160649,1.3794208
EPL,2019-2020,12/28/2019,573,Home,1,West Ham,0,0.8237024,0.29997107
EPL,2019-2020,12/28/2019,574,Away,2,Tottenham,0,0.7980635,0.86098593
EPL,2019-2020,12/28/2019,574,Home,2,Norwich City,0,1.876657,0.56839174
EPL,2019-2020,12/28/2019,575,Away,2,Manchester Utd,1,0.9617646,0.5495946
EPL,2019-2020,12/28/2019,575,Home,0,Burnley,0,0.77617604,0.4010205
EPL,2019-2020,12/29/2019,576,Away,2,Chelsea,1,1.2561316,0.34545332
EPL,2019-2020,12/29/2019,576,Home,1,Arsenal,0,1.050554,0.9016462
EPL,2019-2020,12/29/2019,577,Away,0,Wolves,0,0.77617604,0.08558044
EPL,2019-2020,12/29/2019,577,Home,1,Liverpool,1,1.3167933,0.43984833
EPL,2019-2020,12/29/2019,578,Away,0,Sheffield Utd,0,0.88723946,0.4387293
EPL,2019-2020,12/29/2019,578,Home,2,Manchester City,1,1.7273266,2.4029827
EPL,2019-2020,12/3/2019,520,Away,0,Bournemouth,0,0.9437184,0.84038985
EPL,2019-2020,12/3/2019,520,Home,1,Crystal Palace,1,0.9002031,0.087820746
EPL,2019-2020,12/3/2019,521,Away,4,Manchester City,1,1.2711565,2.1437354
EPL,2019-2020,12/3/2019,521,Home,1,Burnley,0,0.98318917,0.32771254
EPL,2019-2020,12/4/2019,522,Away,0,West Ham,0,1.4096036,0.40679234
EPL,2019-2020,12/4/2019,522,Home,2,Wolves,1,0.805807,0.27635783
EPL,2019-2020,12/4/2019,523,Away,1,Tottenham,0,1.4318397,0.5495396
EPL,2019-2020,12/4/2019,523,Home,2,Manchester Utd,1,0.78223264,0.27191895
EPL,2019-2020,12/4/2019,524,Away,0,Watford,0,1.0791591,0.09113264
EPL,2019-2020,12/4/2019,524,Home,2,Leicester City,1,1.0768995,0.09053765
EPL,2019-2020,12/4/2019,525,Away,1,Norwich City,0,1.2723193,0.79507035
EPL,2019-2020,12/4/2019,525,Home,2,Southampton,1,0.9570574,0.3457549
EPL,2019-2020,12/4/2019,526,Away,1,Aston Villa,0,0.78929687,0.0
EPL,2019-2020,12/4/2019,526,Home,2,Chelsea,1,1.1892362,1.7838657
EPL,2019-2020,12/4/2019,527,Away,2,Everton,0,0.78077656,0.09711537
EPL,2019-2020,12/4/2019,527,Home,5,Liverpool,1,0.70483613,0.75081205
EPL,2019-2020,12/5/2019,528,Away,2,Newcastle Utd,1,0.77617604,1.4105815
EPL,2019-2020,12/5/2019,528,Home,0,Sheffield Utd,0,1.2980757,0.6773095
EPL,2019-2020,12/5/2019,529,Away,2,Brighton,1,0.8644867,0.53061074
EPL,2019-2020,12/5/2019,529,Home,1,Arsenal,0,0.9982933,0.373556
EPL,2019-2020,12/7/2019,530,Away,1,Chelsea,0,0.7860445,0.36788556
EPL,2019-2020,12/7/2019,530,Home,3,Everton,1,0.77617604,0.6672207
EPL,2019-2020,12/7/2019,531,Away,0,Crystal Palace,0,1.080089,0.04150874
EPL,2019-2020,12/7/2019,531,Home,0,Watford,0,1.0471754,0.17015487
EPL,2019-2020,12/7/2019,532,Away,3,Liverpool,1,1.095016,2.7968829
EPL,2019-2020,12/7/2019,532,Home,0,Bournemouth,0,0.85017604,0.34270012
EPL,2019-2020,12/7/2019,533,Away,0,Burnley,0,1.436721,0.0
EPL,2019-2020,12/7/2019,533,Home,5,Tottenham,1,1.6714886,0.45829663
EPL,2019-2020,12/7/2019,534,Away,2,Manchester Utd,1,0.77617604,0.8230329
EPL,2019-2020,12/7/2019,534,Home,1,Manchester City,0,1.4372516,1.5819163
EPL,2019-2020,12/8/2019,535,Away,4,Leicester City,1,1.0584288,1.5862507
EPL,2019-2020,12/8/2019,535,Home,1,Aston Villa,0,0.8466263,0.0
EPL,2019-2020,12/8/2019,536,Away,1,Southampton,0,0.81375444,0.14550246
EPL,2019-2020,12/8/2019,536,Home,2,Newcastle Utd,1,0.77617604,0.4314252
EPL,2019-2020,12/8/2019,537,Away,2,Sheffield Utd,1,0.7944762,0.12744872
EPL,2019-2020,12/8/2019,537,Home,1,Norwich City,0,1.2227148,0.89145267
EPL,2019-2020,12/8/2019,538,Away,2,Wolves,0,0.9264016,0.5441606
EPL,2019-2020,12/8/2019,538,Home,2,Brighton,0,1.4453346,0.3555617
