Index,date,group,name,quantity,unit_cogs
4066,2018-01-02,CHEWING_GUM_LOLIPOPS,ZELKI CYMES 80 G DZDZOWNICE,6,0.84
4067,2018-01-02,CHEWING_GUM_LOLIPOPS,ZELKI KROKODYLE/MISKI NA SZT,11,0.21
4068,2018-01-02,CHEWING_GUM_LOLIPOPS,ZELKI MASKI/KABLE,2,0.12
4069,2018-01-02,CHEWING_GUM_LOLIPOPS,ZELKI TRI,1,2.68
4070,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA AIRWAVES PORZECZKA DRAZE,14,1.46
4071,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA ARBUZ,19,0.27
4072,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA FOOTBALL EURO/TURBO,8,0.13
4073,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA MAMBA,4,0.605
4074,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA ORBIT *25 SASZETKA STRAWBERY,1,2.1
4075,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA ORBIT APPLE DRAZE,10,1.03
4076,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG PEPPERMINT,6,2.25
4077,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG SPEARMINT,4,2.25
4078,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG WINTERFRESH,2,2.25
4079,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA ORBIT PEPERMINT DRAZE,12,1.46
4080,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPERMINT DRAZE,23,1.46
4081,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPIRMINT DRAZE,14,1.46
4082,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA ORBIT STRAWBERRY DRAZE,1,1.46
4083,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHIT TOREBKA 25 FRESH,7,2.25
4084,2018-01-03,CHEWING_GUM_LOLIPOPS,GUMA WRIGLEYS FRUIT 5 LIS,1,0.88
4085,2018-01-03,CHEWING_GUM_LOLIPOPS,LIZAK CHUPA CHUPS,32,0.46
4086,2018-01-03,CHEWING_GUM_LOLIPOPS,LIZAK KOLOROWY,4,0.51
4087,2018-01-03,CHEWING_GUM_LOLIPOPS,LIZAK KWIATEK/MALY/KULKA,2,0.22
4088,2018-01-03,CHEWING_GUM_LOLIPOPS,LIZAK SMOCZEK,26,0.44
4089,2018-01-03,CHEWING_GUM_LOLIPOPS,LIZAK ZAZUAGE,12,0.03
4090,2018-01-03,CHEWING_GUM_LOLIPOPS,MENTOS STRONG MINT 38G,5,1.55
4091,2018-01-03,CHEWING_GUM_LOLIPOPS,PUDROWE ZEGARKI,4,0.93
4092,2018-01-03,CHEWING_GUM_LOLIPOPS,RYZ PRWPAROWANY 90 G,7,1.49
4093,2018-01-03,CHEWING_GUM_LOLIPOPS,ZABAWKA UFO Z CUKIERKAMI,3,5.05
4094,2018-01-03,CHEWING_GUM_LOLIPOPS,ZELKI KROKODYLE/MISKI NA SZT,22,0.21
4095,2018-01-03,CHEWING_GUM_LOLIPOPS,ZELKI MASKI/KABLE,23,0.12
4096,2018-01-03,CHEWING_GUM_LOLIPOPS,ZELKI TRI,3,2.68
4097,2018-01-04,CHEWING_GUM_LOLIPOPS,CUKIERKI CARAVAN,2,0.26
4098,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA AIRWAVES PORZECZKA DRAZE,20,1.46
4099,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA ARBUZ,25,0.27
4100,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA FOOTBALL EURO/TURBO,16,0.13
4101,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA MAMBA,11,0.51
4102,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA MAMBA DUO,6,0.6
4103,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA ORBIT *25 SASZETKA STRAWBERY,1,2.1
4104,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA ORBIT APPLE DRAZE,2,1.03
4105,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG PEPPERMINT,3,2.25
4106,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG SPEARMINT,7,2.25
4107,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG WINTERFRESH,5,2.25
4108,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA ORBIT PEPERMINT DRAZE,14,1.46
4109,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPERMINT DRAZE,7,1.46
4110,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPIRMINT DRAZE,21,1.46
4111,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA ORBIT STRAWBERRY DRAZE,4,1.46
4112,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHIT TOREBKA 25 FRESH,1,2.25
4113,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA WINTERFRESH DRAZE,11,1.46
4114,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA WRIGLEYS FRUIT 5 LIS,4,0.88
4115,2018-01-04,CHEWING_GUM_LOLIPOPS,GUMA WRIGLEYS FRUIT 5 LISTKOW,2,0.92
4116,2018-01-04,CHEWING_GUM_LOLIPOPS,LIZAK CHUPA CHUPS,24,0.46
4117,2018-01-04,CHEWING_GUM_LOLIPOPS,LIZAK KOLOROWY,2,0.51
4118,2018-01-04,CHEWING_GUM_LOLIPOPS,LIZAK NIM 2,1,0.44
4119,2018-01-04,CHEWING_GUM_LOLIPOPS,LIZAK NIM 2,5,0.42200000000000004
4120,2018-01-04,CHEWING_GUM_LOLIPOPS,LIZAK SMOCZEK,12,0.44
4121,2018-01-04,CHEWING_GUM_LOLIPOPS,LIZAK ZAZUAGE,3,0.03
4122,2018-01-04,CHEWING_GUM_LOLIPOPS,LOD W KOSTKACH PACZKA,3,2.54
4123,2018-01-04,CHEWING_GUM_LOLIPOPS,MENTOS STRONG MINT 38G,8,1.55
4124,2018-01-04,CHEWING_GUM_LOLIPOPS,PUDROWE ZEGARKI,25,0.93
4125,2018-01-04,CHEWING_GUM_LOLIPOPS,ZELKI KROKODYLE/MISKI NA SZT,8,0.21
4126,2018-01-04,CHEWING_GUM_LOLIPOPS,ZELKI MASKI/KABLE,14,0.12
4127,2018-01-05,CHEWING_GUM_LOLIPOPS,CUKIERKI CARAVAN,1,0.26
4128,2018-01-05,CHEWING_GUM_LOLIPOPS,DROPS HALLS MENTOL LUPTUS,7,1.35
4129,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA AIRWAVES PORZECZKA DRAZE,15,1.46
4130,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA ARBUZ,43,0.27
4131,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA MAMBA,6,0.51
4132,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA MAMBA DUO,2,0.6
4133,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA ORBIT *25 SASZETKA STRAWBERY,3,2.1
4134,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG PEPPERMINT,4,2.25
4135,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG SPEARMINT,7,2.25
4136,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG WINTERFRESH,4,2.25
4137,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA ORBIT PEPERMINT DRAZE,17,1.46
4138,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPERMINT DRAZE,2,1.46
4139,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPIRMINT DRAZE,29,1.46
4140,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHITE DRAZE,5,1.46
4141,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA WINTERFRESH DRAZE,16,1.46
4142,2018-01-05,CHEWING_GUM_LOLIPOPS,GUMA WRIGLIS SPERMINT,1,0.65
4143,2018-01-05,CHEWING_GUM_LOLIPOPS,LIZAK CHUPA CHUPS,38,0.46
4144,2018-01-05,CHEWING_GUM_LOLIPOPS,LIZAK KOLOROWY,4,0.51
4145,2018-01-05,CHEWING_GUM_LOLIPOPS,LIZAK KWIATEK/MALY/KULKA,4,0.22
4146,2018-01-05,CHEWING_GUM_LOLIPOPS,LIZAK KWIATET DUZY,1,0.49
4147,2018-01-05,CHEWING_GUM_LOLIPOPS,LIZAK NIM 2,11,0.4
4148,2018-01-05,CHEWING_GUM_LOLIPOPS,LIZAK NIM 2,6,0.44
4149,2018-01-05,CHEWING_GUM_LOLIPOPS,LIZAK SERCA,2,0.1
4150,2018-01-05,CHEWING_GUM_LOLIPOPS,LIZAK SERCE,1,0.16
4151,2018-01-05,CHEWING_GUM_LOLIPOPS,LIZAK SMOCZEK,4,0.44
4152,2018-01-05,CHEWING_GUM_LOLIPOPS,LOD W KOSTKACH PACZKA,6,2.285
4153,2018-01-05,CHEWING_GUM_LOLIPOPS,MENTOS MINT 38G,10,1.24
4154,2018-01-05,CHEWING_GUM_LOLIPOPS,MENTOS STRONG MINT 38G,2,1.55
4155,2018-01-05,CHEWING_GUM_LOLIPOPS,PUDROWE ZEGARKI,10,0.93
4156,2018-01-05,CHEWING_GUM_LOLIPOPS,RYZ PRWPAROWANY 90 G,4,1.49
4157,2018-01-05,CHEWING_GUM_LOLIPOPS,ZABAWKA UFO Z CUKIERKAMI,1,5.05
4158,2018-01-05,CHEWING_GUM_LOLIPOPS,ZELKI CYMES 80 G DZDZOWNICE,1,0.84
4159,2018-01-05,CHEWING_GUM_LOLIPOPS,ZELKI KROKODYLE/MISKI NA SZT,10,0.21
4160,2018-01-05,CHEWING_GUM_LOLIPOPS,ZELKI TRI,3,2.68
4161,2018-01-06,CHEWING_GUM_LOLIPOPS,BUBLE GUM 10 SZT,1,1.03
4162,2018-01-06,CHEWING_GUM_LOLIPOPS,DROPS HALLS MENTOL LUPTUS,8,1.35
4163,2018-01-06,CHEWING_GUM_LOLIPOPS,GUM TROLLS GIGA,3,5.37
4164,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA AIRWAVES PORZECZKA DRAZE,3,1.46
4165,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA ARBUZ,91,0.231538461538462
4166,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA MAMBA,10,0.528
4167,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA ORBIT *25 SASZETKA STRAWBERY,3,2.1
4168,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG PEPPERMINT,6,2.25
4169,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG WINTERFRESH,5,2.25
4170,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA ORBIT PEPERMINT DRAZE,16,1.46
4171,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPIRMINT DRAZE,51,1.33450980392157
4172,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA ORBIT STRAWBERRY DRAZE,2,1.46
4173,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHIT TOREBKA 25 FRESH,5,2.25
4174,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHITE DRAZE,9,1.46
4175,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA WINTERFRESH DRAZE,6,1.32666666666667
4176,2018-01-06,CHEWING_GUM_LOLIPOPS,GUMA WRIGLEYS FRUIT 5 LIS,4,0.88
4177,2018-01-06,CHEWING_GUM_LOLIPOPS,LIZAK CHUPA CHUPS,1,0.46
4178,2018-01-06,CHEWING_GUM_LOLIPOPS,LIZAK KOLOROWY,14,0.51
4179,2018-01-06,CHEWING_GUM_LOLIPOPS,LIZAK KWIATEK/MALY/KULKA,1,0.22
4180,2018-01-06,CHEWING_GUM_LOLIPOPS,LIZAK KWIATET DUZY,2,0.49
4181,2018-01-06,CHEWING_GUM_LOLIPOPS,LIZAK NIM 2,2,0.4
4182,2018-01-06,CHEWING_GUM_LOLIPOPS,LIZAK NIM 2,2,0.44
4183,2018-01-06,CHEWING_GUM_LOLIPOPS,LIZAK POP Z GUMA,10,0.35
4184,2018-01-06,CHEWING_GUM_LOLIPOPS,LIZAK SERCE,2,0.16
4185,2018-01-06,CHEWING_GUM_LOLIPOPS,LOD W KOSTKACH PACZKA,3,2.03
4186,2018-01-06,CHEWING_GUM_LOLIPOPS,MENTOS MINT 38G,9,1.24
4187,2018-01-06,CHEWING_GUM_LOLIPOPS,MENTOS STRONG MINT 38G,1,1.55
4188,2018-01-06,CHEWING_GUM_LOLIPOPS,PUDROWE ZEGARKI,12,0.93
4189,2018-01-06,CHEWING_GUM_LOLIPOPS,RYZ PRWPAROWANY 90 G,10,1.49
4190,2018-01-06,CHEWING_GUM_LOLIPOPS,ZELKI CYMES 80 G DZDZOWNICE,7,0.84
4191,2018-01-06,CHEWING_GUM_LOLIPOPS,ZELKI TRI,1,2.68
4192,2018-01-07,CHEWING_GUM_LOLIPOPS,CHRUPKI OWOCOWE 50 G,1,0.89
4193,2018-01-07,CHEWING_GUM_LOLIPOPS,DROPS HALLS MENTOL LUPTUS,1,1.35
4194,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA AIRWAVES PORZECZKA DRAZE,7,1.46
4195,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA ARBUZ,91,0.2
4196,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA MAMBA,23,0.53
4197,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA ORBIT *25 SASZETKA STRAWBERY,1,2.1
4198,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG PEPPERMINT,5,2.25
4199,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG SPEARMINT,7,2.25
4200,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG WINTERFRESH,1,2.25
4201,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA ORBIT PEPERMINT DRAZE,13,1.46
4202,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPIRMINT DRAZE,36,1.26
4203,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHIT TOREBKA 25 FRESH,5,2.25
4204,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHITE DRAZE,7,1.46
4205,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA ROLL TATTOO,20,1.31
4206,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA WINTERFRESH DRAZE,10,1.26
4207,2018-01-07,CHEWING_GUM_LOLIPOPS,GUMA WRIGLEYS FRUIT 5 LIS,3,0.88
4208,2018-01-07,CHEWING_GUM_LOLIPOPS,HARIBO 100G GOLD,5,2.28
4209,2018-01-07,CHEWING_GUM_LOLIPOPS,HARIBO SMERF 100 G,2,2.28
4210,2018-01-07,CHEWING_GUM_LOLIPOPS,LIZAK KOLOROWY,9,0.51
4211,2018-01-07,CHEWING_GUM_LOLIPOPS,LIZAK KWIATEK/MALY/KULKA,7,0.23
4212,2018-01-07,CHEWING_GUM_LOLIPOPS,LIZAK NIM 2,1,0.4
4213,2018-01-07,CHEWING_GUM_LOLIPOPS,LIZAK POP Z GUMA,31,0.35
4214,2018-01-07,CHEWING_GUM_LOLIPOPS,LOD W KOSTKACH PACZKA,9,2.03
4215,2018-01-07,CHEWING_GUM_LOLIPOPS,MENTOS MINT 38G,1,1.24
4216,2018-01-07,CHEWING_GUM_LOLIPOPS,MENTOS STRONG MINT 38G,2,1.31
4217,2018-01-07,CHEWING_GUM_LOLIPOPS,ZELKI CYMES 80 G DZDZOWNICE,21,0.84
4218,2018-01-08,CHEWING_GUM_LOLIPOPS,DROPS HALLS MENTOL LUPTUS,1,1.36
4219,2018-01-08,CHEWING_GUM_LOLIPOPS,GUM TROLLS GIGA,2,5.37
4220,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA AIRWAVES PORZECZKA DRAZE,1,1.25
4221,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA ARBUZ,64,0.190625
4222,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA MAMBA,36,0.53
4223,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA ORBIT *25 SASZETKA STRAWBERY,1,2.25
4224,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG PEPPERMINT,1,2.25
4225,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA ORBIT PEPERMINT DRAZE,33,1.46
4226,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPERMINT DRAZE,1,1.25
4227,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPIRMINT DRAZE,37,1.25702702702703
4228,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHIT TOREBKA 25 FRESH,6,2.25
4229,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHITE DRAZE,7,1.46
4230,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA ROLL TATTOO,16,1.31
4231,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA SPLOW,1,0.1
4232,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA WINTERFRESH DRAZE,17,1.26
4233,2018-01-08,CHEWING_GUM_LOLIPOPS,GUMA WRIGLEYS FRUIT 5 LIS,10,0.88
4234,2018-01-08,CHEWING_GUM_LOLIPOPS,HARIBO 100G FRUTT,4,2.28
4235,2018-01-08,CHEWING_GUM_LOLIPOPS,HARIBO SMERF 100 G,3,2.28
4236,2018-01-08,CHEWING_GUM_LOLIPOPS,LIZAK KWIATEK/MALY/KULKA,50,0.23
4237,2018-01-08,CHEWING_GUM_LOLIPOPS,LIZAK NIM 2,8,0.4
4238,2018-01-08,CHEWING_GUM_LOLIPOPS,LIZAK NIM 2,8,0.4
4239,2018-01-08,CHEWING_GUM_LOLIPOPS,LIZAK POP Z GUMA,38,0.35
4240,2018-01-08,CHEWING_GUM_LOLIPOPS,LIZAK ZELOWY,1,0.73
4241,2018-01-08,CHEWING_GUM_LOLIPOPS,LOD W KOSTKACH PACZKA,3,2.03
4242,2018-01-08,CHEWING_GUM_LOLIPOPS,MENTOS STRONG MINT 38G,13,1.37538461538462
4243,2018-01-08,CHEWING_GUM_LOLIPOPS,PRAZYNKI MIS 50 G,2,1.14
4244,2018-01-08,CHEWING_GUM_LOLIPOPS,RYZ PRWPAROWANY 90 G,2,1.48
4245,2018-01-08,CHEWING_GUM_LOLIPOPS,ZELKI CYMES 80 G DZDZOWNICE,1,0.84
4246,2018-01-08,CHEWING_GUM_LOLIPOPS,ZELKI KROKODYLE/MISKI NA SZT,2,0.36
4247,2018-01-08,CHEWING_GUM_LOLIPOPS,ZELKI TRI,2,2.68
4248,2018-01-09,CHEWING_GUM_LOLIPOPS,CHRUPKI OWOCOWE 160 G,6,2.9
4249,2018-01-09,CHEWING_GUM_LOLIPOPS,GUMA AIRWAVES PORZECZKA DRAZE,9,1.25
4250,2018-01-09,CHEWING_GUM_LOLIPOPS,GUMA ARBUZ,84,0.19
4251,2018-01-09,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG PEPPERMINT,2,2.25
4252,2018-01-09,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG SPEARMINT,9,2.59
4253,2018-01-09,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPERMINT DRAZE,14,1.25
4254,2018-01-09,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPIRMINT DRAZE,75,1.25
4255,2018-01-09,CHEWING_GUM_LOLIPOPS,GUMA ROLL TATTOO,26,1.31
4256,2018-01-09,CHEWING_GUM_LOLIPOPS,GUMA WINTERFRESH DRAZE,12,1.26
4257,2018-01-09,CHEWING_GUM_LOLIPOPS,GUMA WRIGLEYS FRUIT 5 LIS,4,0.88
4258,2018-01-09,CHEWING_GUM_LOLIPOPS,HARIBO SMERF 100 G,3,2.28
4259,2018-01-09,CHEWING_GUM_LOLIPOPS,LIZAK KWIATEK/MALY/KULKA,40,0.23
4260,2018-01-09,CHEWING_GUM_LOLIPOPS,LIZAK POP Z GUMA,71,0.328028169014084
4261,2018-01-09,CHEWING_GUM_LOLIPOPS,LIZAK ZELOWY,8,0.73
4262,2018-01-09,CHEWING_GUM_LOLIPOPS,MENTOS STRONG MINT 38G,5,1.48
4263,2018-01-09,CHEWING_GUM_LOLIPOPS,PRAZYNKI MIS 50 G,9,1.14
4264,2018-01-09,CHEWING_GUM_LOLIPOPS,RYZ PRWPAROWANY 90 G,8,1.48
4265,2018-01-09,CHEWING_GUM_LOLIPOPS,ZELKI KROKODYLE/MISKI NA SZT,116,0.4436206896551721
4266,2018-01-09,CHEWING_GUM_LOLIPOPS,ZELKI TRI,2,2.68
4267,2018-01-10,CHEWING_GUM_LOLIPOPS,CHRUPKI OWOCOWE 160 G,5,2.9
4268,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA AIRWAVES PORZECZKA DRAZE,6,1.25
4269,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA ARBUZ,104,0.19
4270,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA MAMBA,1,0.53
4271,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA MAMBA DUO,7,0.6
4272,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG PEPPERMINT,7,2.25
4273,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG SPEARMINT,5,2.59
4274,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA ORBIT PEPERMINT DRAZE,10,1.46
4275,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPERMINT DRAZE,25,1.25
4276,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPIRMINT DRAZE,36,1.25
4277,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHIT TOREBKA 25 FRESH,5,2.25
4278,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHITE DRAZE,1,1.46
4279,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA ROLL TATTOO,26,1.5223076923076901
4280,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA WINTERFRESH DRAZE,12,1.26
4281,2018-01-10,CHEWING_GUM_LOLIPOPS,GUMA WRIGLEYS FRUIT 5 LIS,5,0.88
4282,2018-01-10,CHEWING_GUM_LOLIPOPS,LIZAK KWIATEK/MALY/KULKA,12,0.23
4283,2018-01-10,CHEWING_GUM_LOLIPOPS,LIZAK POP Z GUMA,7,0.31
4284,2018-01-10,CHEWING_GUM_LOLIPOPS,LIZAK ZELOWY,11,0.73
4285,2018-01-10,CHEWING_GUM_LOLIPOPS,MENTOS STRONG MINT 38G,8,1.48
4286,2018-01-10,CHEWING_GUM_LOLIPOPS,RYZ PRWPAROWANY 90 G,8,1.48
4287,2018-01-10,CHEWING_GUM_LOLIPOPS,ZELKI CYMES  80 G BOBO MISKI,2,0.84
4288,2018-01-10,CHEWING_GUM_LOLIPOPS,ZELKI KROKODYLE/MISKI NA SZT,22,0.46
4289,2018-01-10,CHEWING_GUM_LOLIPOPS,ZELKI TRI,1,2.68
4290,2018-01-11,CHEWING_GUM_LOLIPOPS,BUBLE GUM 10 SZT,18,1.31
4291,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA AIRWAVES PORZECZKA DRAZE,12,1.25
4292,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA ARBUZ,24,0.19
4293,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA MAMBA,11,0.461818181818182
4294,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA MAMBA DUO,6,0.6
4295,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG PEPPERMINT,5,2.25
4296,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG SPEARMINT,3,2.59
4297,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA ORBIT DLA DZIECI 5 LIST,11,0.7809090909090909
4298,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA ORBIT PEPERMINT DRAZE,20,1.46
4299,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPERMINT DRAZE,13,1.25
4300,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPIRMINT DRAZE,14,1.4714285714285702
4301,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHIT TOREBKA 25 FRESH,3,2.25
4302,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA ROLL TATTOO,7,1.54
4303,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA WINTERFRESH DRAZE,2,1.26
4304,2018-01-11,CHEWING_GUM_LOLIPOPS,GUMA WRIGLEYS FRUIT 5 LIS,3,0.893333333333333
4305,2018-01-11,CHEWING_GUM_LOLIPOPS,HARIBO SMERF 100 G,7,2.28
4306,2018-01-11,CHEWING_GUM_LOLIPOPS,LIZAK KWIATEK/MALY/KULKA,27,0.23
4307,2018-01-11,CHEWING_GUM_LOLIPOPS,LIZAK ZELOWY,3,0.73
4308,2018-01-11,CHEWING_GUM_LOLIPOPS,MENTOS STRONG MINT 38G,5,1.48
4309,2018-01-11,CHEWING_GUM_LOLIPOPS,RYZ PRWPAROWANY 90 G,2,1.48
4310,2018-01-11,CHEWING_GUM_LOLIPOPS,ZELKI CYMES  80 G BOBO MISKI,3,0.84
4311,2018-01-12,CHEWING_GUM_LOLIPOPS,BOMBONIERA CHERRY 138 G,2,9.5
4312,2018-01-12,CHEWING_GUM_LOLIPOPS,GUMA AIRWAVES PORZECZKA DRAZE,2,1.25
4313,2018-01-12,CHEWING_GUM_LOLIPOPS,GUMA ARBUZ,26,0.19
4314,2018-01-12,CHEWING_GUM_LOLIPOPS,GUMA MAMBA,6,0.53
4315,2018-01-12,CHEWING_GUM_LOLIPOPS,GUMA ORBIT *25 SASZETKA STRAWBERY,3,2.4766666666666697
4316,2018-01-12,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG WINTERFRESH,4,2.62
4317,2018-01-12,CHEWING_GUM_LOLIPOPS,GUMA ORBIT DLA DZIECI 5 LIST,9,0.83
4318,2018-01-12,CHEWING_GUM_LOLIPOPS,GUMA ORBIT PEPERMINT DRAZE,2,1.48
4319,2018-01-12,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPERMINT DRAZE,7,1.48
4320,2018-01-12,CHEWING_GUM_LOLIPOPS,GUMA ORBIT SPIRMINT DRAZE,51,1.4821568627451
4321,2018-01-12,CHEWING_GUM_LOLIPOPS,GUMA ORBIT WHIT TOREBKA 25 FRESH,3,2.59
4322,2018-01-12,CHEWING_GUM_LOLIPOPS,GUMA WINTERFRESH DRAZE,8,1.4525
4323,2018-01-12,CHEWING_GUM_LOLIPOPS,GUMA WRIGLEYS FRUIT 5 LIS,8,0.92
4324,2018-01-12,CHEWING_GUM_LOLIPOPS,HARIBO SMERF 100 G,3,2.28
4325,2018-01-12,CHEWING_GUM_LOLIPOPS,LIZAK CANDY/LASKA,55,0.65
4326,2018-01-12,CHEWING_GUM_LOLIPOPS,LIZAK KWIATEK/MALY/KULKA,19,0.23
4327,2018-01-12,CHEWING_GUM_LOLIPOPS,LIZAK SERCA,46,0.1
