token,is_authority,is_ingredient,is_ailment,is_body_part,is_treatment
premature,False,False,True,False,False
prescription,False,False,False,False,True
pressure,False,False,True,False,False
priapism,False,False,True,False,False
procedure,False,False,False,False,True
prognosis,False,False,False,False,True
prognostication,False,False,False,False,True
prolapse,False,False,True,False,False
protrusion,False,False,True,False,False
protuberance,False,False,True,False,False
protusion,False,False,True,False,False
prune,False,True,False,False,False
prunus,False,True,False,False,False
pseudo-aristotle,True,False,False,False,False
psoralea,False,True,False,False,False
psychical,False,False,True,False,False
psychological,False,False,True,False,False
psyllium,False,True,False,False,False
pterygium,False,True,False,False,False
pubic,False,False,False,True,False
puffiness,False,False,True,False,False
pulmonary,False,False,False,True,False
pulse,False,False,False,True,False
pumpkin,False,True,False,False,False
purgation,False,False,False,False,True
purgative,False,False,False,False,True
purge,False,False,False,False,True
purification,False,False,False,False,True
purifying,False,False,False,False,True
purslane,False,True,False,False,False
pustule,False,False,True,False,False
putrefaction,False,False,True,False,False
putrid,False,False,True,False,False
pyrethra,False,True,False,False,False
rabbit,False,True,False,False,False
radish,False,True,False,False,False
raisin,False,True,False,False,False
rash,False,False,True,False,False
rat,False,True,False,False,False
rectum,False,False,False,True,False
redness,False,False,True,False,False
remedy,False,False,False,False,True
repulsive,False,False,True,False,False
respiration,False,False,False,True,False
respiratory,False,False,False,True,False
retentive,False,False,False,True,False
rheum,False,False,True,False,False
rhubarb,False,True,False,False,False
ribes,False,True,False,False,False
rice,False,True,False,False,False
rind,False,True,False,False,False
ringworm,False,False,True,False,False
rinsing,False,False,False,False,True
root,False,True,False,False,False
rose,False,True,False,False,False
rose-syrup,False,True,False,False,False
rose-water,False,True,False,False,False
rosewater,False,True,False,False,False
rotting,False,False,True,False,False
ruby,False,True,False,False,False
safarjal,False,True,False,False,False
safflower,False,True,False,False,False
saffron,False,True,False,False,False
sagapenum,False,True,False,False,False
sage,False,True,False,False,False
sal,False,True,False,False,False
sal-ammoniac,False,True,False,False,False
saline,False,True,False,False,False
salivation,False,False,True,False,False
salix,False,True,False,False,False
salpeter,False,True,False,False,False
salt,False,True,False,False,False
sandalwood,False,True,False,False,False
sanitatis,False,False,False,False,True
sapagenum,False,True,False,False,False
saphenous,False,False,False,True,False
sapientiae,False,True,False,False,False
saponous,False,True,False,False,False
sarcocolla,False,True,False,False,False
sarcocolnla,False,True,False,False,False
sardine,False,True,False,False,False
sarsam,False,False,True,False,False
scab,False,False,True,False,False
scabies,False,False,True,False,False
scalp,False,False,False,True,False
scammonia,False,True,False,False,False
scammony,False,True,False,False,False
scamony,False,True,False,False,False
sciatic,False,False,False,True,False
sciatica,False,False,True,False,False
sclera,False,False,True,False,False
scolopendra,False,True,False,False,False
scoria,False,True,False,False,False
scorpion,False,False,True,False,False
scrofula,False,False,True,False,False
sebesten,False,True,False,False,False
secacul,False,True,False,False,False
seed,False,True,False,False,False
segulot,False,False,False,False,True
semen,False,False,False,True,False
semolina,False,True,False,False,False
senna,False,True,False,False,False
sepiolite,False,True,False,False,False
sepsis,False,False,True,False,False
septic,False,False,True,False,False
serapion,True,False,False,False,False
serpolet,False,True,False,False,False
sesame,False,True,False,False,False
seseli,False,True,False,False,False
severe,False,False,True,False,False
sex,False,False,True,False,False
sexual,False,False,True,False,False
shivering,False,False,True,False,False
shortsightedness,False,False,True,False,False
shoulder,False,False,False,True,False
sick,False,False,True,False,False
sickness,False,False,True,False,False
side,False,False,False,True,False
sight,False,False,False,True,False
sigillata,False,True,False,False,False
silicate,False,True,False,False,False
silk,False,True,False,False,False
silver,False,True,False,False,False
sina,True,False,False,False,False
sinus,False,False,False,True,False
skin,False,False,False,True,False
skull,False,False,False,True,False
slavery,False,False,True,False,False
sleep,False,False,True,False,False
sleeping,False,False,True,False,False
sleeplessness,False,False,True,False,False
smallpox,False,False,True,False,False
snail,False,True,False,False,False
snake,False,True,False,False,False
snakeskin,False,True,False,False,False
sneezing,False,False,True,False,False
snuff,False,True,False,False,False
soap,False,False,False,False,True
socotrine,False,True,False,False,False
soda,False,True,False,False,False
solanum,False,True,False,False,False
solution,False,False,False,False,True
soranus,True,False,False,False,False
sore,False,False,True,False,False
sore-throat,False,False,True,False,False
sorrel,False,True,False,False,False
soul-cheerer,False,False,False,False,True
soup,False,True,False,False,False
spasm,False,False,True,False,False
sperm,False,False,False,True,False
spermatorrhea,False,False,False,True,False
spice,False,True,False,False,False
spikenard,False,True,False,False,False
spinach,False,True,False,False,False
spinal,False,False,False,True,False
spirit,False,False,False,True,False
spleen,False,False,False,True,False
splenic,False,False,False,True,False
squill,False,True,False,False,False
squint,False,False,True,False,False
squinting,False,False,True,False,False
stachys,False,True,False,False,False
stimulant,False,False,False,False,True
stimulate,False,False,False,False,True
stimulating,False,False,False,False,True
stimulus,False,False,False,False,True
sting,False,False,True,False,False
stoecha,False,True,False,False,False
stoechas,False,True,False,False,False
stomach,False,False,False,True,False
stomach-and,False,False,False,True,False
stool,False,False,False,True,False
storax,False,True,False,False,False
strengthen,False,False,False,False,True
strengthening,False,False,False,False,True
stress,False,False,True,False,False
struthium,False,True,False,False,False
stye,False,False,True,False,False
styrax,False,True,False,False,False
suffer,False,False,True,False,False
suffering,False,False,True,False,False
suffocation,False,False,True,False,False
sugar,False,True,False,False,False
sulfur,False,True,False,False,False
sulphur,False,True,False,False,False
sumac,False,True,False,False,False
suppository,False,False,False,False,True
suppurating,False,False,True,False,False
suppuration,False,False,True,False,False
surgery,False,False,False,False,True
surgical,False,False,False,False,True
suture,False,False,False,False,True
swallowwort,False,True,False,False,False
sweat,False,False,False,True,False
sweating,False,False,True,False,False
swollen,False,False,True,False,False
symptom,False,False,True,False,False
synochus,False,False,True,False,False
syrup,False,True,False,False,False
sīnā,True,False,False,False,False
sūmāq,False,True,False,False,False
tablet,False,False,False,False,True
tachycardia,False,False,True,False,False
talc,False,True,False,False,False
tamarind,False,True,False,False,False
tamarisk,False,True,False,False,False
tamarix,False,True,False,False,False
tar,False,True,False,False,False
tartar,False,True,False,False,False
tartarate,False,True,False,False,False
teeth,False,False,False,True,False
temperature,False,False,True,False,False
tendon,False,False,False,True,False
tenia,False,False,True,False,False
tension,False,False,True,False,False
terebinth,False,True,False,False,False
testicle,False,False,False,True,False
testis,False,False,False,True,False
tetanus,False,False,True,False,False
tetany,False,False,True,False,False
therapeutic,False,False,False,False,True
therapeutical,False,False,False,False,True
theriac,False,False,False,False,True
theriacs,False,False,False,False,True
thirst,False,False,True,False,False
thirstiness,False,False,True,False,False
thistle,False,True,False,False,False
thoracic,False,False,False,True,False
throbbing,False,False,True,False,False
thyme,False,True,False,False,False
tibbon,True,False,False,False,False
tinea,False,False,True,False,False
tinnitus,False,False,True,False,False
tiredness,False,False,True,False,False
tissue,False,False,False,True,False
toe,False,False,False,True,False
tongue,False,False,False,True,False
tonic,False,False,False,False,True
tonsil,False,False,False,True,False
tooth,False,False,False,True,False
toothache,False,False,True,False,False
toothbrush,False,False,False,False,True
toothpaste,False,False,False,False,True
torn,False,False,True,False,False
torpor,False,False,True,False,False
tortuosom,False,True,False,False,False
toxicological,False,False,True,False,False
trachea,False,False,False,True,False
trachoma,False,False,True,False,False
tract,False,False,False,True,False
tragacanth,False,True,False,False,False
treated,False,False,False,False,True
trembling,False,False,True,False,False
trichiasis,False,False,True,False,False
tuberculosis,False,False,True,False,False
turmeric,False,True,False,False,False
turpentine,False,True,False,False,False
turpeth,False,True,False,False,False
tutty,False,True,False,False,False
twitch,False,False,True,False,False
ulcer,False,False,True,False,False
ulcerated,False,False,True,False,False
umbilical,False,False,False,True,False
underweight,False,False,True,False,False
unripe,False,True,False,False,False
urens,False,True,False,False,False
urinal,False,False,False,True,False
urinary,False,False,True,False,False
urinating,False,False,False,True,False
urination,False,False,False,True,False
urine,False,False,False,True,False
urticaria,False,False,True,False,False
uterus,False,False,False,True,False
utrica,False,True,False,False,False
uvula,False,False,False,True,False
uṣaybiʿa,True,False,False,False,False
vagina,False,False,False,True,False
vaginal,False,False,False,True,False
valerian,False,True,False,False,False
vapour,False,True,False,False,False
varicose,False,False,True,False,False
vegetable,False,True,False,False,False
vein,False,False,False,True,False
vena,False,False,False,True,False
venom,False,False,True,False,False
venous,False,False,False,True,False
ventricle,False,False,False,True,False
verdigris,False,True,False,False,False
verjuice,False,True,False,False,False
vermin,False,False,True,False,False
vertebra,False,False,False,True,False
vertebral,False,False,False,True,False
vertigo,False,False,True,False,False
vetch,False,True,False,False,False
vine,False,True,False,False,False
vinegar,False,True,False,False,False
violet,False,True,False,False,False
viper,False,False,True,False,False
vision,False,False,False,True,False
visual,False,False,False,True,False
vitiginea,False,True,False,False,False
vitiligo,False,False,True,False,False
vitriol,False,True,False,False,False
voice,False,False,False,True,False
vomit,False,False,True,False,False
vomiting,False,False,True,False,False
vulgare,False,True,False,False,False
vulva,False,False,False,True,False
walnut,False,True,False,False,False
wart,False,False,True,False,False
wash,False,False,False,False,True
washed,False,False,False,False,True
washing,False,False,False,False,True
wasp,False,False,True,False,False
wasting,False,False,True,False,False
water,False,True,False,False,False
watercress,False,True,False,False,False
watermelon,False,True,False,False,False
watery,False,True,False,False,False
wax,False,True,False,False,False
weak,False,False,True,False,False
weakening,False,False,True,False,False
weakness,False,False,True,False,False
weeping,False,False,True,False,False
well-water,False,True,False,False,False
wheat,False,True,False,False,False
wheat-water,False,True,False,False,False
willow,False,True,False,False,False
wine,False,True,False,False,False
womb,False,False,False,True,False
wood,False,True,False,False,False
wormwood,False,True,False,False,False
wound,False,False,True,False,False
wrist,False,False,False,True,False
yellow,False,True,False,False,False
yolk,False,True,False,False,False
zanthoxylum,False,True,False,False,False
zatar,False,True,False,False,False
zinc,False,True,False,False,False
