Restaurant_id,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,URL_TA,ID_TA
id_810,Madrid,"Fast Food,  Barbecue,  Vietnamese,  Healthy,  Vegetarian Friendly",811,4.5,$,79.0,/Restaurant_Review-g187514-d9714837-Reviews-The_Big_Banh-Madrid.html,d9714837
id_14996,London,"British,  Bar,  European",15007,3.0,$$ - $$$,85.0,/Restaurant_Review-g186338-d6403079-Reviews-The_Colonnade_London-London_England.html,d6403079
id_5206,Barcelona,Other,5207,4.5,,7.0,/Restaurant_Review-g187497-d5867903-Reviews-Fer_El_Cafe-Barcelona_Catalonia.html,d5867903
id_4519,London,"Chinese,  Asian,  Vegetarian Friendly",4527,3.5,$$ - $$$,1352.0,/Restaurant_Review-g186338-d680500-Reviews-Golden_Dragon-London_England.html,d680500
id_252,Bratislava,Other,253,4.0,,10.0,/Restaurant_Review-g274924-d12111665-Reviews-Vespa_Caffeterria-Bratislava_Bratislava_Region.html,d12111665
id_8993,Paris,"Asian,  Korean",8995,4.5,,9.0,/Restaurant_Review-g187147-d5058767-Reviews-CHOI_SUN_Kokiri-Paris_Ile_de_France.html,d5058767
id_1280,Stockholm,Other,1281,4.5,,2.0,/Restaurant_Review-g189852-d12949592-Reviews-Gandhi_Grondal-Stockholm.html,d12949592
id_770,Oporto,"Steakhouse,  Southwestern,  Barbecue,  Grill,  Wine Bar",771,5.0,$,3.0,/Restaurant_Review-g189180-d13087286-Reviews-Beer_Beef_Beyond-Porto_Porto_District_Northern_Portugal.html,d13087286
id_2458,Amsterdam,"Cafe,  Contemporary",2464,4.5,$$ - $$$,12.0,/Restaurant_Review-g188590-d3671977-Reviews-Sane-Amsterdam_North_Holland_Province.html,d3671977
id_719,Berlin,"French,  German,  Vegetarian Friendly",720,4.0,$$ - $$$,175.0,/Restaurant_Review-g187323-d1341738-Reviews-Renger_Patzsch_Restaurant-Berlin.html,d1341738
id_1945,Vienna,Other,1947,4.0,,5.0,/Restaurant_Review-g190454-d12556149-Reviews-Ra_mien-Vienna.html,d12556149
id_3501,Berlin,"French,  Cafe,  International",3503,5.0,,2.0,/Restaurant_Review-g187323-d11999809-Reviews-Lehrter_Cafe-Berlin.html,d11999809
id_1141,Milan,"Indian,  Vegetarian Friendly,  Vegan Options",1143,4.5,$$ - $$$,28.0,/Restaurant_Review-g187849-d12710453-Reviews-Sara_Indian_Restaurant-Milan_Lombardy.html,d12710453
id_318,Copenhagen,"European,  Healthy,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",319,4.5,$$ - $$$,88.0,/Restaurant_Review-g189541-d4093614-Reviews-SimpleRAW-Copenhagen_Zealand.html,d4093614
id_1370,Brussels,Other,1381,5.0,,3.0,/Restaurant_Review-g950786-d11995686-Reviews-Atelier_du_Sushi-Schaerbeek_Brussels.html,d11995686
id_697,Prague,"European,  Czech,  Central European",698,4.5,$$ - $$$,68.0,/Restaurant_Review-g274707-d694885-Reviews-Suteren-Prague_Bohemia.html,d694885
id_211,Barcelona,"American,  Contemporary,  Vegetarian Friendly",212,4.5,$$ - $$$,773.0,/Restaurant_Review-g187497-d2470800-Reviews-B_Burger-Barcelona_Catalonia.html,d2470800
id_8305,Paris,Other,8306,5.0,,,/Restaurant_Review-g187147-d13284434-Reviews-Soleil_Levant-Paris_Ile_de_France.html,d13284434
id_1539,Brussels,"Italian,  European",1540,4.5,$$ - $$$,4.0,/Restaurant_Review-g188644-d13206789-Reviews-Atrio_Restaurant_Bar_Terrace-Brussels.html,d13206789
id_11299,Paris,Other,11301,4.0,,7.0,/Restaurant_Review-g187147-d10336129-Reviews-L_Annexe-Paris_Ile_de_France.html,d10336129
id_249,Ljubljana,"Seafood,  Mediterranean,  European,  Slovenian,  Vegetarian Friendly",250,3.5,$$ - $$$,101.0,/Restaurant_Review-g274873-d4068550-Reviews-Taverna_Tatjana-Ljubljana_Upper_Carniola_Region.html,d4068550
id_1976,Paris,"French,  European",1977,4.0,$$ - $$$,345.0,/Restaurant_Review-g187147-d807906-Reviews-Le_Plomb_du_Cantal-Paris_Ile_de_France.html,d807906
id_3233,Rome,"Italian,  Mediterranean,  Gluten Free Options",3234,3.5,$$ - $$$,209.0,/Restaurant_Review-g187791-d11998026-Reviews-Ercoli_Parioli-Rome_Lazio.html,d11998026
id_3803,London,"American,  Bar,  Pub,  Vegetarian Friendly,  Vegan Options",3810,4.5,$,25.0,/Restaurant_Review-g186338-d11721387-Reviews-The_Full_Nelson-London_England.html,d11721387
id_2044,Budapest,Italian,2045,3.5,,5.0,/Restaurant_Review-g274887-d10498197-Reviews-Pizza_Escobar-Budapest_Central_Hungary.html,d10498197
id_4073,Barcelona,Mediterranean,4074,3.5,$$ - $$$,26.0,/Restaurant_Review-g187497-d12441400-Reviews-Sanbermut-Barcelona_Catalonia.html,d12441400
id_1856,Hamburg,"Cafe,  Contemporary",1859,3.5,,4.0,/Restaurant_Review-g187331-d2722599-Reviews-Black_Bean-Hamburg.html,d2722599
id_13850,London,"Pizza,  Italian,  Vegetarian Friendly,  Vegan Options",13860,3.5,$$ - $$$,32.0,/Restaurant_Review-g186338-d7949523-Reviews-Lardo_Bebe-London_England.html,d7949523
id_1773,Amsterdam,Turkish,1778,4.5,$,11.0,/Restaurant_Review-g188590-d8734791-Reviews-Marmara-Amsterdam_North_Holland_Province.html,d8734791
id_482,Oslo,"Indian,  Middle Eastern,  Pakistani",483,4.0,$$ - $$$,36.0,/Restaurant_Review-g190479-d2328380-Reviews-Tandoori_Hut-Oslo_Eastern_Norway.html,d2328380
id_5023,Berlin,Other,5025,4.0,,,/Restaurant_Review-g187323-d12068247-Reviews-Kaffchen-Berlin.html,d12068247
id_3552,Lisbon,Other,3556,2.5,,19.0,/Restaurant_Review-g189158-d10520643-Reviews-Prego_Gourmet_Lda-Lisbon_Lisbon_District_Central_Portugal.html,d10520643
id_13563,London,Seafood,13573,3.5,$,6.0,/Restaurant_Review-g186338-d8401717-Reviews-Springbank-London_England.html,d8401717
id_3566,Berlin,Italian,3568,5.0,,,/Restaurant_Review-g187323-d2424319-Reviews-Focolare-Berlin.html,d2424319
id_10665,London,Other,10675,4.0,,7.0,/Restaurant_Review-g186338-d10677156-Reviews-Bombay_Spice-London_England.html,d10677156
id_2660,Madrid,Other,2662,4.0,,39.0,/Restaurant_Review-g187514-d9562461-Reviews-Ottawa_Burger-Madrid.html,d9562461
id_2681,Lisbon,Other,2684,4.0,,5.0,/Restaurant_Review-g189158-d5979704-Reviews-Pastelaria_Anaflor-Lisbon_Lisbon_District_Central_Portugal.html,d5979704
id_2847,Lisbon,Other,2850,4.0,,,/Restaurant_Review-g189158-d13139218-Reviews-Cafe_Cunha-Lisbon_Lisbon_District_Central_Portugal.html,d13139218
id_3053,Rome,"Italian,  European,  Mediterranean",3054,4.0,$$ - $$$,177.0,/Restaurant_Review-g187791-d7214349-Reviews-Shabby_Bistrot-Rome_Lazio.html,d7214349
id_2137,Lisbon,"European,  Portuguese",2140,5.0,,2.0,/Restaurant_Review-g189158-d3193915-Reviews-A_pestiqueria_da_estrela-Lisbon_Lisbon_District_Central_Portugal.html,d3193915
id_529,Milan,"Italian,  Pizza,  Seafood,  Mediterranean,  Barbecue,  Vegetarian Friendly,  Vegan Options",530,4.5,$$ - $$$,233.0,/Restaurant_Review-g187849-d3691545-Reviews-Il_Pierrot_Di_Garofalo-Milan_Lombardy.html,d3691545
id_412,Rome,"Balti,  Indian,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",413,4.0,$$ - $$$,486.0,/Restaurant_Review-g187791-d795702-Reviews-Jaipur_Ristorante_Indiano-Rome_Lazio.html,d795702
id_1151,Milan,Other,1153,4.5,,143.0,/Restaurant_Review-g187849-d2697097-Reviews-Pravda-Milan_Lombardy.html,d2697097
id_8,Ljubljana,"European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",9,4.5,$$ - $$$,816.0,/Restaurant_Review-g274873-d8124300-Reviews-Robba-Ljubljana_Upper_Carniola_Region.html,d8124300
id_7672,Paris,"Japanese,  Sushi,  Asian",7673,4.0,$$ - $$$,65.0,/Restaurant_Review-g187147-d3316640-Reviews-Midory_Japanese_Restaurant-Paris_Ile_de_France.html,d3316640
id_1524,Athens,"Pizza,  Fast Food,  Greek,  Street Food",1526,3.5,,3.0,/Restaurant_Review-g189400-d13001826-Reviews-Best_Taste_Experts-Athens_Attica.html,d13001826
id_984,London,"Italian,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",986,4.0,$$$$,928.0,/Restaurant_Review-g186338-d793183-Reviews-Signor_Sassi-London_England.html,d793183
id_636,Hamburg,"Peruvian,  South American,  Vegetarian Friendly",637,4.0,$$ - $$$,23.0,/Restaurant_Review-g187331-d12181566-Reviews-Cantina_Popular-Hamburg.html,d12181566
id_2491,Rome,Italian,2492,4.0,$,69.0,/Restaurant_Review-g187791-d10242690-Reviews-Tiramisu_Roma_Trastevere-Rome_Lazio.html,d10242690
id_16034,London,Other,16046,2.0,,,/Restaurant_Review-g186338-d7243246-Reviews-YuKyu-London_England.html,d7243246
id_1475,London,"Indian,  Asian,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options",1477,4.5,$$ - $$$,313.0,/Restaurant_Review-g186338-d733450-Reviews-Indian_Zing-London_England.html,d733450
id_72,Brussels,"Belgian,  European,  International,  Vegetarian Friendly",73,4.0,$$ - $$$,779.0,/Restaurant_Review-g188644-d4014123-Reviews-Abrussel-Brussels.html,d4014123
id_7996,Madrid,Spanish,8003,2.5,,2.0,/Restaurant_Review-g187514-d10735345-Reviews-Dehesa_de_Santa_Maria-Madrid.html,d10735345
id_3031,Milan,"Italian,  Seafood,  Mediterranean,  European,  Healthy",3033,4.5,$$ - $$$,4.0,/Restaurant_Review-g187849-d13198202-Reviews-M89_Terrace-Milan_Lombardy.html,d13198202
id_1810,Berlin,"Asian,  Vietnamese,  Vegetarian Friendly,  Vegan Options",1812,4.0,$,68.0,/Restaurant_Review-g187323-d5532050-Reviews-Huong_que-Berlin.html,d5532050
id_451,Bratislava,"American,  Bar,  European,  Pub,  International",452,3.0,$$ - $$$,178.0,/Restaurant_Review-g274924-d2085183-Reviews-Infiniti_Rock_cafe-Bratislava_Bratislava_Region.html,d2085183
id_304,Oporto,"Seafood,  Mediterranean,  European,  Portuguese,  Soups",305,4.5,$,70.0,/Restaurant_Review-g189180-d6946964-Reviews-Tasquinha_D_ouro-Porto_Porto_District_Northern_Portugal.html,d6946964
id_1921,Barcelona,"Mediterranean,  Spanish,  Vegetarian Friendly,  Vegan Options",1922,4.0,$$ - $$$,94.0,/Restaurant_Review-g187497-d8661176-Reviews-El_Catala-Barcelona_Catalonia.html,d8661176
id_941,Oslo,Other,942,3.0,,25.0,/Restaurant_Review-g190479-d8293300-Reviews-McDonald_s-Oslo_Eastern_Norway.html,d8293300
id_3022,Rome,Pizza,3023,4.5,,42.0,/Restaurant_Review-g187791-d3873744-Reviews-Mezzosacco_Pizza_Tavola_Calda-Rome_Lazio.html,d3873744
id_716,Budapest,"Fast Food,  European,  Healthy,  Hungarian,  Vegetarian Friendly",717,5.0,$,9.0,/Restaurant_Review-g274887-d12667708-Reviews-Kences_a_Szendvicskrembar-Budapest_Central_Hungary.html,d12667708
id_8588,London,"Fast Food,  Mexican",8597,4.0,$,49.0,/Restaurant_Review-g186338-d5322631-Reviews-Burrito_Mama-London_England.html,d5322631
id_14134,London,"Italian,  Pizza,  Vegetarian Friendly,  Gluten Free Options",14144,3.5,$$ - $$$,52.0,/Restaurant_Review-g186338-d734267-Reviews-Pizza_Express-London_England.html,d734267
id_2575,Paris,"Asian,  Thai,  Vegetarian Friendly",2576,4.0,$$ - $$$,205.0,/Restaurant_Review-g187147-d719805-Reviews-Paradis_Thai-Paris_Ile_de_France.html,d719805
id_10876,London,"Indian,  Asian,  Balti,  Eastern European,  Vegetarian Friendly",10886,4.0,$$ - $$$,20.0,/Restaurant_Review-g186338-d4185485-Reviews-Haweli_of_Sutton-London_England.html,d4185485
id_1246,Hamburg,Greek,1248,4.0,$$ - $$$,15.0,/Restaurant_Review-g187331-d3849968-Reviews-Taverna_Korfu-Hamburg.html,d3849968
id_2273,Vienna,Other,2275,4.5,,2.0,/Restaurant_Review-g190454-d11903856-Reviews-Gasthaus_Hausmannskost-Vienna.html,d11903856
id_13892,Paris,"French,  Healthy,  Delicatessen,  Street Food",13894,5.0,$$ - $$$,,/Restaurant_Review-g187147-d8660001-Reviews-Chez_Margot-Paris_Ile_de_France.html,d8660001
id_313,Luxembourg,Sushi,314,4.5,,14.0,/Restaurant_Review-g190356-d4844610-Reviews-Takajo_Sushi-Luxembourg_City.html,d4844610
id_6382,Paris,French,6383,4.0,$$ - $$$,35.0,/Restaurant_Review-g187147-d6519298-Reviews-Retro-Paris_Ile_de_France.html,d6519298
id_2074,Amsterdam,Other,2079,4.5,,5.0,/Restaurant_Review-g188590-d11909263-Reviews-Eetwinkel_Zwaan_II-Amsterdam_North_Holland_Province.html,d11909263
id_2617,Lisbon,Other,2620,4.0,,2.0,/Restaurant_Review-g189158-d12999507-Reviews-Churrasqueria_Central_Santa_Barbara-Lisbon_Lisbon_District_Central_Portugal.html,d12999507
id_1000,Oporto,Other,1001,4.5,,5.0,/Restaurant_Review-g189180-d12336001-Reviews-Confeitaria_Alianca-Porto_Porto_District_Northern_Portugal.html,d12336001
id_2355,Barcelona,"Mediterranean,  European,  Contemporary,  Fusion,  Diner",2356,4.5,$$$$,15.0,/Restaurant_Review-g187497-d12254437-Reviews-Atempo_Restaurant-Barcelona_Catalonia.html,d12254437
id_4777,London,Bar,4786,4.5,$$ - $$$,85.0,/Restaurant_Review-g186338-d2188472-Reviews-Zenna_Bar-London_England.html,d2188472
id_1010,Hamburg,Other,1012,4.5,,9.0,/Restaurant_Review-g187331-d1347837-Reviews-Trastevere_Uno-Hamburg.html,d1347837
id_12302,Paris,Italian,12304,3.5,,15.0,/Restaurant_Review-g187147-d8261215-Reviews-Paradiso_Ristorante-Paris_Ile_de_France.html,d8261215
id_342,Oporto,"American,  Fast Food,  Diner,  Vegetarian Friendly",343,4.5,$$ - $$$,72.0,/Restaurant_Review-g189180-d9741389-Reviews-Boulevard_Burger_House-Porto_Porto_District_Northern_Portugal.html,d9741389
id_2946,Vienna,Other,2948,4.0,,6.0,/Restaurant_Review-g190454-d8319709-Reviews-Gavaz-Vienna.html,d8319709
id_4196,Barcelona,"Bar,  Pub",4197,5.0,$$ - $$$,,/Restaurant_Review-g187497-d12572658-Reviews-Crusto-Barcelona_Catalonia.html,d12572658
id_4920,Madrid,International,4923,4.5,,3.0,/Restaurant_Review-g187514-d12488103-Reviews-Cafe_Bar_Capri-Madrid.html,d12488103
id_3556,Madrid,"Indian,  Vegetarian Friendly",3558,4.0,$$ - $$$,24.0,/Restaurant_Review-g187514-d8857488-Reviews-Bombay_Blue_Indian_Restaurant-Madrid.html,d8857488
id_1239,Rome,"Italian,  Seafood,  Mediterranean,  Soups,  Vegetarian Friendly,  Gluten Free Options",1240,4.0,$$ - $$$,302.0,/Restaurant_Review-g187791-d4023512-Reviews-Hostaria_da_Vincenzo-Rome_Lazio.html,d4023512
id_5042,Paris,"Argentinean,  South American",5043,4.5,$,39.0,/Restaurant_Review-g187147-d5264177-Reviews-Clasico_Argentino-Paris_Ile_de_France.html,d5264177
id_3652,Lisbon,"Mediterranean,  European,  Portuguese",3657,2.0,$$ - $$$,292.0,/Restaurant_Review-g189158-d1096951-Reviews-Tapas_28-Lisbon_Lisbon_District_Central_Portugal.html,d1096951
id_4598,Milan,Other,4601,4.0,,,/Restaurant_Review-g187849-d4946996-Reviews-Time_Out_Caffe-Milan_Lombardy.html,d4946996
id_4706,London,"Chinese,  Japanese,  Asian,  Thai,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",4714,3.5,$$ - $$$,376.0,/Restaurant_Review-g186338-d1388962-Reviews-Dim_t_Victoria-London_England.html,d1388962
id_20,Budapest,"European,  Central European,  Hungarian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",21,4.5,$$$$,956.0,/Restaurant_Review-g274887-d696038-Reviews-KOLLAZS_Brasserie_Bar-Budapest_Central_Hungary.html,d696038
id_4670,London,"Italian,  Pizza,  Mediterranean,  Vegetarian Friendly,  Vegan Options",4678,5.0,$$ - $$$,19.0,/Restaurant_Review-g186338-d10070252-Reviews-Paglia_e_Fieno-London_England.html,d10070252
id_384,Copenhagen,"Italian,  Mediterranean,  European,  Vegetarian Friendly",385,4.5,$$ - $$$,40.0,/Restaurant_Review-g189541-d10072291-Reviews-Italo_Disco-Copenhagen_Zealand.html,d10072291
id_3582,Barcelona,Spanish,3583,5.0,$$ - $$$,9.0,/Restaurant_Review-g187497-d4814839-Reviews-Library_Lounge-Barcelona_Catalonia.html,d4814839
id_5183,Barcelona,Other,5184,4.5,,6.0,/Restaurant_Review-g187497-d11914515-Reviews-Vins_and_Bens-Barcelona_Catalonia.html,d11914515
id_960,Athens,Greek,962,4.5,$,4.0,/Restaurant_Review-g189400-d12598141-Reviews-Ap_Allou-Athens_Attica.html,d12598141
id_1132,Paris,"Japanese,  Asian",1133,4.5,$$$$,255.0,/Restaurant_Review-g187147-d1877226-Reviews-Shu-Paris_Ile_de_France.html,d1877226
id_5357,Madrid,"Sushi,  Asian",5360,3.5,$$ - $$$,60.0,/Restaurant_Review-g187514-d6703191-Reviews-Tao_Jorge_Juan-Madrid.html,d6703191
id_2961,Berlin,"German,  Cafe,  European,  Fusion,  Mediterranean,  Vegetarian Friendly,  Vegan Options",2963,3.5,$$ - $$$,59.0,/Restaurant_Review-g187323-d5822584-Reviews-Ungeheuer_Neukolln-Berlin.html,d5822584
id_13074,London,Asian,13084,4.0,,3.0,/Restaurant_Review-g186338-d3912269-Reviews-Forbidden_Temple-London_England.html,d3912269
id_2410,Lisbon,"European,  Portuguese",2413,4.0,,2.0,/Restaurant_Review-g189158-d3393987-Reviews-Coffe_House-Lisbon_Lisbon_District_Central_Portugal.html,d3393987
id_778,Lisbon,"Indian,  Nepali,  Vegetarian Friendly,  Vegan Options",779,4.5,$,45.0,/Restaurant_Review-g189158-d8729508-Reviews-Angelica-Lisbon_Lisbon_District_Central_Portugal.html,d8729508
id_11432,Paris,Other,11434,4.0,,15.0,/Restaurant_Review-g187147-d1074698-Reviews-Pakito-Paris_Ile_de_France.html,d1074698
id_1464,Rome,"Italian,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",1465,4.0,$$ - $$$,678.0,/Restaurant_Review-g187791-d1953294-Reviews-Mavi-Rome_Lazio.html,d1953294
id_987,Milan,"Italian,  Seafood,  Mediterranean",989,4.0,$$ - $$$,88.0,/Restaurant_Review-g187849-d10385156-Reviews-Osteria_Mare_in_Pasta-Milan_Lombardy.html,d10385156
id_12703,Paris,"Bar,  French,  Pub",12705,3.0,$$ - $$$,121.0,/Restaurant_Review-g187147-d2011853-Reviews-Aux_Villes_du_Nord-Paris_Ile_de_France.html,d2011853
id_1339,London,"American,  Bar,  Central American,  Vegetarian Friendly,  Gluten Free Options",1341,4.0,$$ - $$$,1495.0,/Restaurant_Review-g186338-d3181518-Reviews-TGI_Friday_s_Piccadilly-London_England.html,d3181518
id_13695,London,Steakhouse,13705,3.5,,5.0,/Restaurant_Review-g186338-d4961398-Reviews-Stage_door_steakhouse-London_England.html,d4961398
id_2155,Lyon,Other,2156,3.5,,20.0,/Restaurant_Review-g187265-d1324782-Reviews-La_Croissanterie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1324782
id_2361,Brussels,"Spanish,  Wine Bar",2362,4.0,$$ - $$$,23.0,/Restaurant_Review-g1136493-d4506544-Reviews-Azul-Ixelles_Brussels.html,d4506544
id_128,Stockholm,"Italian,  Mediterranean,  European,  Vegetarian Friendly",129,4.5,$$ - $$$,183.0,/Restaurant_Review-g189852-d5949148-Reviews-Un_Poco-Stockholm.html,d5949148
id_50,Rome,"Italian,  Street Food,  Brew Pub",51,4.5,$,1068.0,/Restaurant_Review-g187791-d6603135-Reviews-Angrypig_Birretta_e_Porchetta-Rome_Lazio.html,d6603135
id_12381,Paris,French,12383,3.5,,3.0,/Restaurant_Review-g187147-d715001-Reviews-Chez_Raymonde-Paris_Ile_de_France.html,d715001
id_6720,Madrid,"Mediterranean,  European,  Spanish",6723,3.5,$$ - $$$,2.0,/Restaurant_Review-g187514-d4093995-Reviews-Cuper-Madrid.html,d4093995
id_1115,Rome,"Pizza,  Vegetarian Friendly,  Vegan Options",1116,4.5,$$ - $$$,87.0,/Restaurant_Review-g187791-d7359557-Reviews-Pommidoro-Rome_Lazio.html,d7359557
id_7075,Madrid,Other,7079,3.0,,22.0,/Restaurant_Review-g187514-d5796187-Reviews-McDonald_s-Madrid.html,d5796187
id_12045,London,Caribbean,12055,4.0,$$ - $$$,2.0,/Restaurant_Review-g186338-d8635738-Reviews-The_Golden_Anchor_Public_House-London_England.html,d8635738
id_7226,London,"Portuguese,  Mediterranean,  European",7235,4.5,$,16.0,/Restaurant_Review-g186338-d3191302-Reviews-Selmos-London_England.html,d3191302
id_3037,Milan,Other,3039,4.0,,46.0,/Restaurant_Review-g187849-d7621848-Reviews-La_Collina_Dei_Ciliegi-Milan_Lombardy.html,d7621848
id_1244,Munich,"Asian,  Vegetarian Friendly",1256,3.5,$$ - $$$,45.0,/Restaurant_Review-g187309-d2524764-Reviews-Majestic_Asia_Restaurant-Munich_Upper_Bavaria_Bavaria.html,d2524764
id_813,Oslo,"Asian,  Thai,  Vegetarian Friendly",814,3.5,$$ - $$$,16.0,/Restaurant_Review-g190479-d13064730-Reviews-Khao_Asian_Cuisine-Oslo_Eastern_Norway.html,d13064730
id_1200,London,"European,  British,  Vegetarian Friendly,  Gluten Free Options",1202,4.0,$$ - $$$,278.0,/Restaurant_Review-g186338-d719718-Reviews-Light_House_Restaurant-London_England.html,d719718
id_6114,Madrid,Other,6117,4.0,,5.0,/Restaurant_Review-g187514-d5795989-Reviews-Asturias-Madrid.html,d5795989
id_13354,London,"Asian,  Thai",13364,4.0,$,34.0,/Restaurant_Review-g186338-d3192609-Reviews-The_Hammersmith_Cafe-London_England.html,d3192609
id_773,Vienna,"Austrian,  European,  Central European,  Vegetarian Friendly",774,4.0,$$$$,67.0,/Restaurant_Review-g190454-d5976718-Reviews-Restaurant_Herrlich-Vienna.html,d5976718
id_961,Lyon,"Moroccan,  Mediterranean",962,4.0,$$ - $$$,64.0,/Restaurant_Review-g187265-d804943-Reviews-Le_petit_dauphin-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d804943
id_1341,Vienna,"Italian,  Pizza,  European,  Vegetarian Friendly",1342,3.5,$,110.0,/Restaurant_Review-g190454-d941095-Reviews-Pizzaria_Mafiosi-Vienna.html,d941095
id_6536,Barcelona,"Seafood,  Mediterranean,  Spanish,  European,  Vegetarian Friendly",6537,3.5,$$ - $$$,122.0,/Restaurant_Review-g187497-d4436498-Reviews-Amigo_Cascarilles-Barcelona_Catalonia.html,d4436498
id_4618,Milan,Other,4621,4.0,,,/Restaurant_Review-g187849-d8339930-Reviews-City-Milan_Lombardy.html,d8339930
id_330,Krakow,"European,  Mediterranean,  Vegetarian Friendly",331,4.0,$$ - $$$,59.0,/Restaurant_Review-g274772-d12875225-Reviews-Trattoria_Degusti-Krakow_Lesser_Poland_Province_Southern_Poland.html,d12875225
id_5055,Milan,Other,5058,3.5,,4.0,/Restaurant_Review-g187849-d6278406-Reviews-Bicos_Cafe-Milan_Lombardy.html,d6278406
id_3462,Barcelona,Other,3463,4.5,,11.0,/Restaurant_Review-g187497-d10039662-Reviews-La_Cova_D_horta-Barcelona_Catalonia.html,d10039662
id_1539,Dublin,"Chinese,  Asian",1543,3.5,$$ - $$$,44.0,/Restaurant_Review-g186605-d811284-Reviews-Chrysanthemum-Dublin_County_Dublin.html,d811284
id_7038,London,"Bar,  British,  Pub,  Vegetarian Friendly",7047,4.0,$$ - $$$,97.0,/Restaurant_Review-g186338-d5414878-Reviews-The_Bell-London_England.html,d5414878
id_12089,Paris,Other,12091,3.5,,15.0,/Restaurant_Review-g187147-d1035596-Reviews-L_Envol_Cafe_Quebecois-Paris_Ile_de_France.html,d1035596
id_3327,London,"Indian,  Asian,  Pakistani,  Vegetarian Friendly,  Halal",3334,4.0,$$ - $$$,143.0,/Restaurant_Review-g186338-d953657-Reviews-Lahore_One_Restaurant-London_England.html,d953657
id_8560,London,Other,8569,4.5,,8.0,/Restaurant_Review-g186338-d12512228-Reviews-The_BBQ_Club-London_England.html,d12512228
id_4367,London,"Bar,  British,  Pub,  Vegetarian Friendly,  Gluten Free Options",4374,4.5,$$ - $$$,87.0,/Restaurant_Review-g186338-d6206971-Reviews-The_White_Hart_Pub_Steakhouse-London_England.html,d6206971
id_1541,Lisbon,"Japanese,  Sushi",1542,4.5,$$ - $$$,17.0,/Restaurant_Review-g189158-d3729391-Reviews-Ozeki-Lisbon_Lisbon_District_Central_Portugal.html,d3729391
id_3191,London,"Japanese,  Sushi,  Asian,  Vegetarian Friendly,  Gluten Free Options",3197,4.5,$$ - $$$,123.0,/Restaurant_Review-g186338-d3970522-Reviews-Zen_Mondo_Japanese_Dining-London_England.html,d3970522
id_1780,Barcelona,Italian,1781,4.5,$,31.0,/Restaurant_Review-g187497-d10230660-Reviews-La_Pasticceria_di_Gracia-Barcelona_Catalonia.html,d10230660
id_2734,Milan,Other,2736,4.5,,13.0,/Restaurant_Review-g187849-d9984284-Reviews-La_Caveja_Vigentina-Milan_Lombardy.html,d9984284
id_31,Paris,"Lebanese,  Mediterranean,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",32,4.5,$$ - $$$,548.0,/Restaurant_Review-g187147-d785995-Reviews-AlKaram-Paris_Ile_de_France.html,d785995
id_5926,Paris,"Asian,  Korean,  Japanese",5927,4.0,$$ - $$$,52.0,/Restaurant_Review-g187147-d4182633-Reviews-Hemaru-Paris_Ile_de_France.html,d4182633
id_13175,Paris,"French,  European,  International,  Vegetarian Friendly",13177,3.0,$$ - $$$,121.0,/Restaurant_Review-g187147-d3405673-Reviews-La_Terrasse_Vedettes_de_Paris-Paris_Ile_de_France.html,d3405673
id_6678,Madrid,"Mediterranean,  Spanish",6681,3.5,$$ - $$$,13.0,/Restaurant_Review-g187514-d10383695-Reviews-Cerveceria_Carril-Madrid.html,d10383695
id_639,Budapest,"American,  Bar,  Hungarian,  European,  Pub,  Vegetarian Friendly",640,4.0,$$ - $$$,93.0,/Restaurant_Review-g274887-d1489269-Reviews-Pantlika_Bistro-Budapest_Central_Hungary.html,d1489269
id_173,Hamburg,"Seafood,  Mediterranean,  Barbecue,  European,  Portuguese",174,4.0,$$ - $$$,142.0,/Restaurant_Review-g187331-d1340332-Reviews-Churrascaria_O_Frango-Hamburg.html,d1340332
id_3914,Berlin,Italian,3916,4.0,$$ - $$$,19.0,/Restaurant_Review-g187323-d7146900-Reviews-Gaia_Bistrot-Berlin.html,d7146900
id_5738,Madrid,"Japanese,  Asian",5741,3.5,$$ - $$$,51.0,/Restaurant_Review-g187514-d2098938-Reviews-Hokkaido-Madrid.html,d2098938
id_2288,Lyon,Other,2289,3.5,,3.0,/Restaurant_Review-g1080938-d10533412-Reviews-Mevlana_Restaurant-Decines_Charpieu_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d10533412
id_1040,Budapest,"Fast Food,  European,  Hungarian",1041,4.5,$,14.0,/Restaurant_Review-g274887-d10354665-Reviews-Game_Up_Pub-Budapest_Central_Hungary.html,d10354665
