Column1,"Class 
Number","Gen
Ed",Class,Description,"Credit
Hours",Days,"Begin 
Time","End 
Time",Room,Instructor,"Instruction 
Mode","Start 
Date","End 
Date"
,59917.0,,ELT 210-A002,56,4,2,29,2,48,59,2.0,43696.0,43814.0
,59918.0,,ELT 210-A0L2,56,,2,3,41,48,59,2.0,43696.0,43814.0
,59919.0,,ELT 260-A001,Robotic & Industrial Automation,4,2,29,2,48,59,2.0,43696.0,43814.0
,59920.0,,ELT 260-A0L1,Robotic & Industrial Automation ,,2,3,41,48,59,2.0,43696.0,43814.0
,44445.0,,ELT 265-A001,57,3,0,15,2,49,42,2.0,43696.0,43814.0
,44446.0,,ELT 265-A0L1,57,,0,3,18,50,42,2.0,43696.0,43814.0
,44470.0,,ELT 265-A002,57,3,2,29,2,51,11,2.0,43696.0,43814.0
,44471.0,,ELT 265-A0L2,57,,2,3,2:20 PM,50,11,2.0,43696.0,43814.0
,44830.0,,ELT 265-A0E1,57,3,0,17,5:50 PM,49,42,2.0,43696.0,43814.0
,44831.0,,ELT 265-A0L3,57,,0,6:00 PM,6,50,42,2.0,43696.0,43814.0
,45109.0,,ELT 289-A0B2,Engineering Electr Tech Capstn,1,4,1,1,4,56,2.0,43759.0,43814.0
EMS PARAMEDIC/ALLIED HEALTH Contact Jimmy VanCleve at 888-306-8015 or Kay Whittington at 270-686-4490 for further information.,,,,,,,,,,,,,
,46363.0,,EMS 231-A001,58,1,3,15,3,52,60,2.0,43696.0,43814.0
,46364.0,,EMS 231-A002,58,1,3,15,12,52,61,2.0,43696.0,43814.0
,46365.0,,EMS 231-A003,58,1,3,15,12,52,62,2.0,43696.0,43814.0
,46366.0,,EMS 235-A001,59,2,3,15,12,52,60,2.0,43696.0,43814.0
,46367.0,,EMS 235-A002,59,2,3,15,12,52,61,2.0,43696.0,43814.0
,46368.0,,EMS 235-A003,59,2,3,15,12,52,62,2.0,43696.0,43814.0
,46360.0,,EMS 240-A001,Medical Emergencies I,3,3,15,12,52,63,2.0,43696.0,43814.0
,46361.0,,EMS 250-A001,Medical Emergencies II,3,3,15,12,52,63,2.0,43696.0,43814.0
,46362.0,,EMS 260-A001,Special Populations,3,3,15,12,52,63,2.0,43696.0,43814.0
ENGLISH,,,,,,,,,,,,,
,45079.0,,ENG 100-A0H1,60,2,0,9:55 AM,29,53,64,2.0,43696.0,43814.0
,44523.0,7,ENG 101-A0H1,61,3,0,16,19,53,64,2.0,43696.0,43814.0
,45080.0,,ENG 100-A0H2,60,2,0,10,2:50 PM,53,7,2.0,43696.0,43814.0
,44524.0,7,ENG 101-A0H2,61,3,0,15,17,53,11,2.0,43696.0,43814.0
,45081.0,,ENG 100-A0H3,60,2,2,5,42,53,65,2.0,43696.0,43814.0
,44525.0,7,ENG 101-A0H3,61,3,2,0,0,53,65,2.0,43696.0,43814.0
,45084.0,,ENG 100-A0H4,60,2,2,1:50 PM,41,53,48,2.0,43696.0,43814.0
,44859.0,7,ENG 101-A0H4,61,3,2,15,17,53,48,2.0,43696.0,43814.0
,45082.0,,ENG 100-A0HZ,60,2,1,1,1,1,66,1.0,43696.0,43814.0
,44861.0,7,ENG 101-A0HZ,61,3,1,1,1,1,66,1.0,43696.0,43814.0
,45083.0,,ENG 100-A0ZH,60,2,1,1,1,1,67,1.0,43696.0,43814.0
,44539.0,7,ENG 101-A0ZH,61,3,1,1,1,1,67,1.0,43696.0,43814.0
,44540.0,7,ENG 101-A001,61,3,0,0,0,54,68,2.0,43696.0,43814.0
,44541.0,7,ENG 101-A002,61,3,0,0,0,33,65,2.0,43696.0,43814.0
,44542.0,7,ENG 101-A003,61,3,0,19,23,55,69,2.0,43696.0,43814.0
,44543.0,7,ENG 101-A004,61,3,0,15,17,38,68,2.0,43696.0,43814.0
,44544.0,7,ENG 101-A005,61,3,0,10,20,55,69,2.0,43696.0,43814.0
,44545.0,7,ENG 101-A006,61,3,0,14,21,39,48,2.0,43696.0,43814.0
,44546.0,7,ENG 101-A007,61,3,2,0,0,13,37,2.0,43696.0,43814.0
,44547.0,7,ENG 101-A008,61,3,2,5,24,13,37,2.0,43696.0,43814.0
,44551.0,7,ENG 101-A009,61,3,2,5,24,36,70,2.0,43696.0,43814.0
,44554.0,7,ENG 101-A010,61,3,2,19,23,36,70,2.0,43696.0,43814.0
,44557.0,7,ENG 101-A011,61,3,2,15,17,37,67,2.0,43696.0,43814.0
,44789.0,7,ENG 101-A012,61,3,2,10,20,37,70,2.0,43696.0,43814.0
,44792.0,7,ENG 101-A013,61,3,0,5,24,37,70,2.0,43696.0,43814.0
,45048.0,7,ENG 101-A014,61,3,2,19,23,55,68,2.0,43696.0,43814.0
,44887.0,7,ENG 101-A0E1,61,3,6,9,34,53,Jones,2.0,43696.0,43814.0
,44559.0,7,ENG 101-A0Z1,61,3,1,1,1,1,Bruner,1.0,43696.0,43814.0
,44560.0,7,ENG 101-A0Z2,61,3,1,1,1,1,71,1.0,43696.0,43814.0
,44562.0,7,ENG 102-A001,62,3,0,5,24,39,48,2.0,43696.0,43814.0
,44564.0,7,ENG 102-A002,62,3,0,19,23,38,71,2.0,43696.0,43814.0
,44565.0,7,ENG 102-A003,62,3,0,15,17,36,65,2.0,43696.0,43814.0
,44567.0,7,ENG 102-A004,62,3,0,10,20,56,71,2.0,43696.0,43814.0
,44570.0,7,ENG 102-A005,62,3,2,5,24,55,68,2.0,43696.0,43814.0
,44572.0,7,ENG 102-A006,62,3,2,19,23,13,69,2.0,43696.0,43814.0
,44871.0,7,ENG 102-A007,62,3,2,15,17,36,64,2.0,43696.0,43814.0
,44573.0,7,ENG 102-A0Z1,62,3,1,1,1,1,69,1.0,43696.0,43814.0
,44574.0,7,ENG 102-A0Z2,62,3,1,1,1,1,70,1.0,43696.0,43814.0
,44575.0,0,ENG 105-A001,Writing: An Accelerated Course,3,0,0,0,36,67,2.0,43696.0,43814.0
,44576.0,0,ENG 161-A0Z1,Intro to Literature,3,1,1,1,1,68,1.0,43696.0,43814.0
,44939.0,0,ENG 190-A001,Intro to Dystopian Literature,3,2,0,0,36,64,2.0,43696.0,43814.0
,44976.0,8,ENG 282-A001,International Film Studies,3,0,0,0,38,71,2.0,43696.0,43814.0
ENERGY SYSTEMS,,,,,,,,,,,,,
,44840.0,,ESP 101-A0Z1,Introduction to Energy Systems,3,1,1,1,1,54,1.0,43696.0,43814.0
FRENCH LANGUAGE AND LITERATURE,,,,,,,,,,,,,
,44577.0,9,FRE 101-A0Z1,Elemen French I,4,1,1,1,1,72,1.0,43696.0,43814.0
FIRE/RESCUE SCIENCE  Contact Jimmy VanCleve at 888-306-8015 or Kay Whittington at 270-686-4490 for further information.,,,,,,,,,,,,,
,46291.0,,16,63,6,MR,9,16,57,73,2.0,43696.0,43814.0
,46291.0,,16,63,6,S,0,5:00 PM,57,73,2.0,43696.0,43814.0
FIRST YEAR EXPERIENCE,,,,,,,,,,,,,
,44578.0,,FYE 100-A001,64,1,6,19,23,58,46,2.0,43696.0,43814.0
,44757.0,,FYE 100-A002,64,1,5,19,23,49,74,2.0,43696.0,43814.0
,44758.0,,FYE 100-A003,64,1,6,19,23,ATC231,53,2.0,43696.0,43814.0
,44759.0,,FYE 100-A004,64,1,1,1,1,4,5,2.0,43696.0,43814.0
,44760.0,,FYE 100-A005,64,1,6,19,43,33,75,2.0,43696.0,43814.0
,44898.0,,FYE 100-A006,64,1,6,19,23,39,76,2.0,43696.0,43814.0
,44906.0,,FYE 100-A007,64,1,5,19,23,16,77,2.0,43696.0,43814.0
,44778.0,,FYE 100-A008,64,1,6,19,23,37,67,2.0,43696.0,43814.0
,44900.0,,FYE 100-A010,64,1,5,19,23,35,46,2.0,43696.0,43814.0
,44901.0,,FYE 100-A011,64,1,5,19,23,51,Roof,2.0,43696.0,43814.0
,44766.0,,FYE 100-A012,64,1,5,19,23,36,75,2.0,43696.0,43814.0
,44767.0,,FYE 100-A013,64,1,5,19,23,49,60,2.0,43696.0,43814.0
,44768.0,,FYE 100-A014,64,1,5,19,23,17,53,2.0,43696.0,43814.0
,44787.0,,FYE 100-A015,64,1,5,19,23,37,70,2.0,43696.0,43814.0
,44770.0,,FYE 100-A016,64,1,5,19,23,59,Thomas,2.0,43696.0,43814.0
,44779.0,,FYE 100-A0Z1,64,1,1,1,1,1,69,1.0,43696.0,43814.0
,44860.0,,FYE 100-A0Z2,64,1,1,1,1,1,78,1.0,43696.0,43814.0
,44878.0,,FYE 100-A0Z3,64,1,1,1,1,1,26,1.0,43696.0,43814.0
GEOGRAPHY,,,,,,,,,,,,,
,44647.0,5,GEO 152-A0Z1,Regional Geography of World,3,1,1,1,1,79,1.0,43696.0,43814.0
,44648.0,1,GEO 251-A0Z1,Weather & Climate,3,1,1,1,1,79,1.0,43696.0,43814.0
GEOLOGICAL SCIENCES,,,,,,,,,,,,,
,54072.0,1,GLY 110-A001,Environmental Geology,3,0,5,24,16,22,2.0,43696.0,43814.0
HEALTHCARE FACILITIES LEADERSHIP,,,,,,,,,,,,,
,44529.0,,HFL 100-A0Z1,Intro Healthcare Facility Mgmt,3,1,1,1,1,Workman,1.0,43696.0,43814.0
,44530.0,,HFL 110-A0Z1,Intro Healthcare Industry,2,1,1,1,1,80,1.0,43696.0,43814.0
,44531.0,,HFL 120-A0Z1,Infection Control and Prev,2,1,1,1,1,33,1.0,43696.0,43814.0
,44532.0,,HFL 130-A0Z1,"Compliance, Codes Standard I",3,1,1,1,1,Koffel,1.0,43696.0,43814.0
,44533.0,,HFL 150-A0Z1,Planning Design Const I,3,1,1,1,1,Hoyt,1.0,43696.0,43814.0
,44886.0,,HFL 240-A0Z1,Maintenance and Operations II,3,1,1,1,1,80,1.0,43696.0,43814.0
,44535.0,,HFL 260-A0Z1,Healthcare Fac Leadrshp Cap I,3,1,1,1,1,80,1.0,43696.0,43814.0
,44813.0,,HFL 270-A0Z1,Helthcre Fac Ledrship Cap II,3,1,1,1,1,80,1.0,43696.0,43814.0
HISTORY,,,,,,,,,,,,,
,51389.0,0,HIS 101-A001,World Civilization I,3,0,10,20,59,81,2.0,43696.0,43814.0
,44650.0,0,HIS 104-A001,65,3,0,15,17,59,81,2.0,43696.0,43814.0
,44651.0,0,HIS 104-A0Z1,65,3,1,1,1,1,81,1.0,43696.0,43814.0
,44652.0,0,HIS 105-A001,66,3,2,5,24,59,81,2.0,43696.0,43814.0
,44979.0,0,HIS 105-A0Z1,66,3,1,1,1,1,81,1.0,43696.0,43814.0
,44653.0,0,HIS 108-A001,67,3,0,0,0,59,35,2.0,43696.0,43814.0
,44654.0,0,HIS 108-A002,67,3,2,19,23,59,74,2.0,43696.0,43814.0
,44823.0,0,HIS 108-A0E1,67,3,5,9,34,59,35,2.0,43696.0,43814.0
,44655.0,0,HIS 108-A0Z1,67,3,1,1,1,1,78,1.0,43696.0,43814.0
,44656.0,0,HIS 109-A001,68,3,0,5,24,59,81,2.0,43696.0,43814.0
,44657.0,0,HIS 109-A0Z1,68,3,1,1,1,1,78,1.0,43696.0,43814.0
,44658.0,0,HIS 120-A001,69,3,2,10,20,59,78,2.0,43696.0,43814.0
,44824.0,0,HIS 120-A0Z1,69,3,1,1,1,1,78,1.0,43696.0,43814.0
,44659.0,0,HIS 240-A0Z1,History of Kentucky,3,1,1,1,1,78,1.0,43696.0,43814.0
HUMAN SERVICES,,,,,,,,,,,,,
,44953.0,,HMS 101-A0Z1,Human Services Survey,3,1,1,1,1,Anderson,1.0,43696.0,43814.0
,44954.0,,HMS 102-A0Z1,Values of Human Services,3,1,1,1,1,82,1.0,43696.0,43814.0
INTERDISCIPLINARY EARLY CHILDHOOD EDUCATION,,,,,,,,,,,,,
,44663.0,,IEC 101-A0Z1,Orient to Early Childhood Ed,3,1,1,1,1,83,1.0,43696.0,43814.0
,54059.0,,IEC 102-A0Z1,Foundations/Early Childhood Ed,3,1,1,1,1,83,1.0,43696.0,43814.0
,44664.0,,IEC 130-A0Z1,Early Childhood Development,3,1,1,1,1,83,1.0,43696.0,43814.0
,44665.0,,IEC 170-A0Z1,Observation and Assessment,3,1,1,1,1,83,1.0,43696.0,43814.0
,44666.0,,IEC 216-A0Z1,Literacy and Language in IECE,3,1,1,1,1,83,1.0,43696.0,43814.0
,44893.0,,IEC 221-A0Z1,Creative Expressions in IECE,3,1,1,1,1,83,1.0,43696.0,43814.0
,44908.0,,IEC 235-A0Z1,Intro to Inclusive Education,3,1,1,1,1,83,1.0,43696.0,43814.0
,44952.0,,IEC 291-A001,IECE Practicum/Coop Education,3,4,1,1,4,83,2.0,43696.0,43814.0
,45022.0,,17,4,1,4,1,1,4,41,2.0,43696.0,43814.0
INDUSTRIAL CORE,,,,,,,,,,,,,
,45022.0,,17,4,1,4,1,1,4,41,2.0,43696.0,43814.0
INDUSTRIAL MANTIENENCE TECHNOLGOY,,,,,,,,,,,,,
,44443.0,,IMT 110-A086,Industrial Maint Electric Prin,3,0,26,32,60,84,2.0,43696.0,43814.0
,44444.0,,IMT 111-A086,Industrial Maint Electric Lab,2,0,10:15 AM,11:55 AM,60,84,2.0,43696.0,43814.0
,44472.0,,IMT 150-A001,Maintaining Industrial Equip I,3,2,3,3,49,42,2.0,43696.0,43814.0
,44473.0,,IMT 151-A001,Maintaining Indust Equip I Lab,2,2,8,21,50,42,2.0,43696.0,43814.0
,45000.0,,IMT 289-A001,Industrial Maint Tech Capstone,1,4,1,1,4,53,1.0,43696.0,43814.0
KINESIOLOGY AND HEALTH PROMOTION,,,,,,,,,,,,,
,45110.0,,KHP 100-A0BZ,70,1,1,1,1,1,76,1.0,43759.0,43814.0
,45096.0,,KHP 100-A0ZB,70,1,1,1,1,1,76,1.0,43696.0,43751.0
,45111.0,,KHP 136-A0ZB,Advanced Walking for Fitness,1,1,1,1,1,76,1.0,43759.0,43814.0
MATHEMATICS,,,,,,,,,,,,,
,45424.0,QE,MAT 116-A001,71,3,0,19,23,41,85,2.0,43696.0,43814.0
,45425.0,10,MAT 116-A0H1,71,3,2,19,23,41,85,2.0,43696.0,43814.0
,55574.0,,MAT 116S-A0H1,Co-req Remed for Tech Math,1,1,1,1,1,85,0.0,43696.0,43814.0
,44377.0,10,MAT 126-A001,72,3,0,5,24,61,86,2.0,43696.0,43814.0
,45061.0,10,MAT 126-A002,72,3,2,0,0,62,87,2.0,43696.0,43814.0
,45426.0,10,MAT 126-A003,72,3,2,19,23,SE241,87,2.0,43696.0,43814.0
,44863.0,10,MAT 126-A0H1,72,3,2,19,23,23,88,2.0,43696.0,43814.0
,55587.0,,MAT 126S-A0H1,73,2,2,27,44,23,88,2.0,43696.0,43814.0
,44867.0,10,MAT 126-A0H2,72,3,2,10,20,62,87,2.0,43696.0,43814.0
,55583.0,,MAT 126S-A0H2,73,2,2,30,45,62,87,2.0,43696.0,43814.0
,44802.0,10,MAT 126-A0M1,72,3,0,0,0,63,89,2.0,43696.0,43814.0
,55584.0,,MAT 126S-A0M1,73,2,0,31,32,63,89,2.0,43696.0,43814.0
,44803.0,10,MAT 126-A0M2,72,3,0,15,17,63,89,2.0,43696.0,43814.0
,55585.0,,MAT 126S-A0M2,73,2,0,32,46,63,89,2.0,43696.0,43814.0
,44805.0,10,MAT 126-A0ZH,72,3,1,1,1,1,86,1.0,43696.0,43814.0
,55586.0,,MAT 126S-A0ZH,73,2,1,1,1,1,86,1.0,43696.0,43814.0
,44381.0,10,MAT 126-A0Z1,72,3,1,1,1,1,89,1.0,43696.0,43814.0
,45427.0,10,MAT 141-A001,74,3,2,5,24,61,86,2.0,43696.0,43814.0
,45428.0,10,MAT 141-A0M1,74,3,2,5,24,63,89,2.0,43696.0,43814.0
,45430.0,,MAT 141S-A0M1,Coreq Remediation for Math,1,2,33,0.465277778,63,89,2.0,43696.0,43814.0
,45429.0,10,MAT 141-A0Z1,74,3,1,1,1,1,89,1.0,43696.0,43814.0
,57272.0,,MAT100-A0H1,75,2,0,5,24,23,88,2.0,43696.0,43814.0
,57276.0,10,MAT 150-A0H1,76,3,0,33,11:45 AM,23,88,2.0,43696.0,43814.0
,44384.0,,MAT 100-A0H2,75,2,0,32,46,23,88,2.0,43696.0,43814.0
,44385.0,10,MAT 150-A0H2,76,3,0,15,17,23,88,2.0,43696.0,43814.0
,44387.0,,MAT 100-A0H3,75,2,0,30,45,41,85,2.0,43696.0,43814.0
,44386.0,10,MAT 150-A0H3,76,3,0,10,20,41,85,2.0,43696.0,43814.0
,44389.0,,MAT 100-A0H4,75,2,2,31,32,41,85,2.0,43696.0,43814.0
,44388.0,10,MAT 150-A0H4,76,3,2,0,0,41,85,2.0,43696.0,43814.0
,44393.0,,MAT 100-A0ZH,75,2,1,1,1,1,89,1.0,43696.0,43814.0
,44392.0,10,MAT 150-A0ZH,76,3,1,1,1,1,89,1.0,43696.0,43814.0
,44394.0,10,MAT 150-A001,76,3,0,0,0,61,85,2.0,43696.0,43814.0
,44395.0,10,MAT 150-A002,76,3,0,5,24,19,90,2.0,43696.0,43814.0
,44396.0,10,MAT 150-A003,76,3,0,19,23,61,89,2.0,43696.0,43814.0
,44397.0,10,MAT 150-A004,76,3,2,5,24,23,Lasley,2.0,43696.0,43814.0
,45431.0,10,MAT 150-A005,76,3,2,15,17,41,85,2.0,43696.0,43814.0
,45432.0,10,MAT 150-A006,76,3,2,10,20,41,85,2.0,43696.0,43814.0
,44879.0,10,MAT 150-A0E1,76,3,2,9,25,18,Hayden,2.0,43696.0,43814.0
,44399.0,10,MAT 150-A0Z1,76,3,1,1,1,1,86,1.0,43696.0,43814.0
,44400.0,10,MAT 155-A001,Trigonometry,3,0,0,0,19,90,2.0,43696.0,43814.0
,44401.0,,MAT 205-A001,Math Elem/Middle SchoolTeach I,3,0,15,17,61,86,2.0,43696.0,43814.0
MEDICAL ASSISTING,,,,,,,,,,,,,
,45019.0,,MAI 105-A001,Introduction Medical Assisting,3,2,0,0,64,49,2.0,43696.0,43814.0
,45020.0,,MAI 140-A001,77,4,2,5,24,64,49,2.0,43696.0,43814.0
,45052.0,,MAI 140-A0L1,77,,6,15,18,SE258,49,2.0,43696.0,43814.0
MEDICAL INFORMATION TECHNOLOGY,,,,,,,,,,,,,
,44667.0,,MIT 104-A0Z1,Medical Insurance,3,1,1,1,1,43,1.0,43696.0,43751.0
,44668.0,,MIT 204-A001,78,3,0,15,17,0,43,1.0,43696.0,43814.0
,55588.0,,MIT 204-A0Z1,78,3,1,1,1,1,43,1.0,43696.0,43814.0
,44978.0,,MIT 205-A0Z1,Advanced Medical Coding,3,1,1,1,1,91,1.0,43696.0,43814.0
,45021.0,,MIT 217-A001,79,3,2,23,30,64,49,2.0,43696.0,43814.0
,44669.0,,MIT 217-A0Z1,79,3,1,1,1,1,43,1.0,43759.0,43814.0
,44670.0,,MIT 224-A0Z1,Medical Practice Management,3,1,1,1,1,91,1.0,43696.0,43814.0
,58176.0,,MIT228-A0Z1,Electornic Medical Records,3,,1,,1,43,1.0,43696.0,43814.0
,44671.0,,MIT 295-A001,80,3,4,1,1,4,43,2.0,43696.0,43814.0
,45003.0,,MIT 295-A0L1,80,3,4,1,1,4,43,2.0,43696.0,43814.0
MUSIC,,,,,,,,,,,,,
,44585.0,,MUP 101-A001,81,0,4,1,1,HUMH0129,72,2.0,43696.0,43814.0
,44586.0,,MUP 102-A001,Voice,0,4,1,1,HUMH0131,92,2.0,43696.0,43814.0
,45001.0,,MUP 201-A001,81,0,4,1,1,38,72,2.0,43696.0,43814.0
,44579.0,0,MUS 100-A001,82,3,0,5,24,38,92,2.0,43696.0,43814.0
,44580.0,0,MUS 100-A0Z1,82,3,1,1,1,1,92,1.0,43696.0,43814.0
,44581.0,0,MUS 104-A0Z1,Introduction to Jazz History,3,1,1,1,1,72,1.0,43696.0,43814.0
,44582.0,,MUS 192-A0E1,University Chorus,1,3,12,16,38,92,2.0,43696.0,43814.0
,44940.0,0,MUS 222-A001,83,3,2,19,23,38,92,2.0,43696.0,43814.0
,44584.0,0,MUS 222-A0Z1,83,3,1,1,1,1,92,1.0,43696.0,43814.0
NURSING ASSISTANT,,,,,,,,,,,,,
,44700.0,,NAA 100-A001,84,3,0,16,31,65,93,2.0,43696.0,43814.0
,44701.0,,NAA 100-A002,84,3,0,15,11,65,93,2.0,43696.0,43814.0
,44702.0,,NAA 100-A0Y1,84,3,6,16,31,65,93,0.0,43696.0,43814.0
NUTRITION AND FOOD SCIENCE,,,,,,,,,,,,,
,44450.0,,NFS 101-A0Z1,Human Nutrition & Wellness,3,1,1,1,1,Foster,1.0,43696.0,43814.0
NURSING,,,,,,,,,,,,,
,44720.0,,NSG 101-A001,85,9,8,0,10,66,94,2.0,43696.0,43814.0
,44721.0,,NSG 101-A0L1,85,,8,7,30,67,94,2.0,43696.0,43814.0
,44722.0,,NSG 101-A0C1,85,,4,1,1,4,Ebelhar,2.0,43696.0,43814.0
,44733.0,,NSG 211-A001,86,3,6,26,4,68,95,2.0,43696.0,43814.0
,44734.0,,NSG 211-A0L1,86,,6,2,14,69,94,2.0,43696.0,43814.0
,44735.0,,NSG 211-A0C1,86,,4,1,1,70,95,2.0,43696.0,43814.0
,44736.0,,18,87,3,5,15,11,68,95,2.0,43696.0,43814.0
,44736.0,,18,87,,7,6,33,67,95,2.0,43696.0,43814.0
,44737.0,,NSG 213-A0L1,87,,7,7,3,69,95,2.0,43696.0,43814.0
,44738.0,,NSG 213-A0C1,87,,4,1,1,70,95,2.0,43696.0,43814.0
,44730.0,,NSG 220-A001,88,6,3,16,31,68,96,2.0,43696.0,43814.0
,44731.0,,NSG 220-A0L1,88,,3,15,11,ACA105,96,2.0,43696.0,43814.0
,44732.0,,NSG 220-A0C1,88,,4,1,1,70,96,2.0,43696.0,43814.0
,44742.0,,NSG 225-A001,Pharmacology II,1,5,25,22,67,97,2.0,43696.0,43814.0
,44739.0,,NSG 230-A001,89,6,7,6,33,68,97,2.0,43696.0,43814.0
,44740.0,,NSG 230-A0L1,89,,7,1,1,4,97,2.0,43696.0,43814.0
,44741.0,,NSG 230-A0C1,89,,1,1,1,4,97,2.0,43696.0,43814.0
OFFICE SYSTEMS TECHNOLOGY,,,,,,,,,,,,,
,44672.0,,OST 110-A0Z1,Doc. Format. & Intro  Wrd Proc,3,1,1,1,1,98,1.0,43696.0,43814.0
,44894.0,,OST 160-A001,Records & Database Mgmt.,3,2,19,23,27,7,2.0,43696.0,43814.0
,44833.0,,OST 210-A0Z1,Adv Word Proc Application,3,1,1,1,1,98,1.0,43696.0,43814.0
,44673.0,,OST 225-A0Z1,Intro to Desktop Publishing,3,1,1,1,1,98,1.0,43696.0,43814.0
,44895.0,,OST 295-A001,Administrative Office Technolo,0,1,1,1,4,43,2.0,43696.0,43814.0
PHILOSOPHY,,,,,,,,,,,,,
,44587.0,0,PHI 100-A001,Intro to Philosophy,3,2,15,17,55,99,2.0,43696.0,43814.0
,44588.0,0,PHI 110-A001,90,3,2,5,24,54,99,2.0,43696.0,43814.0
,44589.0,0,PHI 110-A0Z1,90,3,1,1,1,1,99,1.0,43696.0,43814.0
,44590.0,0,PHI 120-A001,Introductory Logic,3,0,5,24,55,99,2.0,43696.0,43814.0
PHYSICS,,,,,,,,,,,,,
,44872.0,1,PHY 201-A0E1,91,4,0,4,5:15 PM,12,18,2.0,43696.0,43814.0
,45002.0,,PHY 201-A0EL,91,,1,1,1,4,18,2.0,43696.0,43814.0
,44873.0,3,PHY 202-A0E1,College Physics I Laboratory,1,5,9,7:30 PM,22,18,2.0,43696.0,43814.0
POLITICAL SCIENCE,,,,,,,,,,,,,
,44674.0,6,POL 101-A001,92,3,0,15,17,41,77,2.0,43696.0,43814.0
,44926.0,6,POL 101-A002,92,3,0,0,0,41,77,2.0,43696.0,43814.0
,44675.0,6,POL 101-A0Z1,92,3,1,1,1,1,100,1.0,43696.0,43814.0
,44797.0,6,POL 255-A001,93,3,2,19,23,71,77,2.0,43696.0,43814.0
,45370.0,6,POL 255-A0Z1,93,3,1,1,1,1,100,2.0,43696.0,43814.0
PSYCHOLOGY,,,,,,,,,,,,,
,44676.0,6,PSY 110-A001,94,3,0,0,0,72,101,2.0,43696.0,43814.0
,44677.0,6,PSY 110-A002,94,3,0,5,24,72,102,2.0,43696.0,43814.0
,44678.0,6,PSY 110-A003,94,3,0,19,23,19,52,2.0,43696.0,43814.0
,44679.0,6,PSY 110-A004,94,3,0,15,17,72,102,2.0,43696.0,43814.0
,44680.0,6,PSY 110-A005,94,3,0,10,20,19,52,2.0,43696.0,43814.0
,44681.0,6,PSY 110-A006,94,3,2,5,24,72,102,2.0,43696.0,43814.0
,44682.0,6,PSY 110-A008,94,3,2,10,20,71,96,2.0,43696.0,43814.0
,44683.0,6,PSY 110-A0E1,94,3,7,9,34,66,11,2.0,43696.0,43814.0
,44772.0,6,PSY 110-A0Z1,94,3,1,1,1,1,96,1.0,43696.0,43814.0
,44684.0,6,PSY 110-A0Z2,94,3,1,1,1,1,101,1.0,43696.0,43814.0
,44685.0,6,PSY 110-A0Z3,94,3,1,1,1,1,103,1.0,43696.0,43814.0
,45085.0,6,PSY 110-A0ZB,94,3,1,1,1,1,103,1.0,43759.0,43814.0
,44691.0,6,PSY 185-A0Z1,Human Potential,3,1,1,1,1,101,1.0,43696.0,43814.0
,44686.0,,19,95,4,6,9,15,72,102,0.0,43696.0,43814.0
,44686.0,,19,95,,1,1,1,1,102,0.0,43696.0,43814.0
,44687.0,6,PSY 223-A001,96,3,0,5,24,17,101,2.0,43696.0,43814.0
,44688.0,6,PSY 223-A002,96,3,2,15,17,72,102,2.0,43696.0,43814.0
,44689.0,6,PSY 223-A0Z1,96,3,1,1,1,1,101,1.0,43696.0,43814.0
,44690.0,6,PSY 223-A0Z2,96,3,1,1,1,1,103,1.0,43696.0,43814.0
,44692.0,6,PSY 298-A0Z1,Essentials Abnormal Psychology,3,1,1,1,1,96,1.0,43696.0,43814.0
RADIOGRAPHY,,,,,,,,,,,,,
,44970.0,,DMI 102-A001,Med Term for Radiographers,1,M-F,26,10,73,14,2.0,43696.0,43814.0
,44971.0,,DMI 106-A001,97,3,3,26,4,73,104,2.0,43696.0,43814.0
,44972.0,,DMI 106-A0L1,97,,3,19,8,73,104,2.0,43696.0,43814.0
,44973.0,,DMI 108-A001,98,4,5,26,4,73,14,2.0,43696.0,43814.0
,44974.0,,DMI 108-A0L1,98,,5,19,30,73,104,2.0,43696.0,43814.0
,45108.0,,DMI 110-A0B2,Clinical Practicum I,1,4,1,1,4,14,2.0,43759.0,43814.0
,45371.0,,DMI 128-A001,99,3,7,26,4,73,14,2.0,43696.0,43814.0
,45372.0,,DMI 128-A0L1,99,,7,19,8,73,14,2.0,43696.0,43814.0
,45373.0,,DMI 214-A001,100,4,6,21,43,73,14,2.0,43696.0,43814.0
,45374.0,,DMI 214-A0L1,100,,6,3,11,73,14,2.0,43696.0,43814.0
,45375.0,,DMI 220-A0C1,Clinical Practicum IV,4,10,1,1,4,Henderson,2.0,43696.0,43814.0
,45369.0,,DMI 222-A001,Image Analysis,2,6,26,4,73,104,2.0,43696.0,43814.0
RELIGIOUS STUDIES,,,,,,,,,,,,,
,44591.0,8,REL 101-A0Z1,Intro to Religious Studies,3,1,1,1,1,105,1.0,43696.0,43814.0
,44592.0,0,REL 120-A0Z1,Introduction the Old Testament,3,1,1,1,1,71,1.0,43696.0,43814.0
,54102.0,0,REL 121-A001,Introduction the New Testament,3,0,19,23,56,9,2.0,43696.0,43814.0
,44593.0,11,REL 130-A001,101,3,0,5,24,56,9,2.0,43696.0,43814.0
,51390.0,11,REL 130-A002,101,3,2,19,23,56,Ramisch,2.0,43696.0,43814.0
,44595.0,11,REL 130-A0Z1,101,3,1,1,1,1,105,1.0,43696.0,43814.0
,44594.0,11,REL 130-A0Z2,101,3,1,1,1,1,71,1.0,43696.0,43814.0
