index,Date,Day,Var,Cases,Deaths
82,6/19/2014,89,Liberia,41.0,25.0
82,6/19/2014,89,Mali,,
82,6/19/2014,89,Nigeria,,
82,6/19/2014,89,Senegal,,
82,6/19/2014,89,SierraLeone,,
82,6/19/2014,89,Spain,,
82,6/19/2014,89,UnitedStates,,
83,6/18/2014,88,Guinea,390.0,267.0
83,6/18/2014,88,Liberia,,
83,6/18/2014,88,Mali,,
83,6/18/2014,88,Nigeria,,
83,6/18/2014,88,Senegal,,
83,6/18/2014,88,SierraLeone,136.0,28.0
83,6/18/2014,88,Spain,,
83,6/18/2014,88,UnitedStates,,
84,6/17/2014,87,Guinea,,
84,6/17/2014,87,Liberia,,
84,6/17/2014,87,Mali,,
84,6/17/2014,87,Nigeria,,
84,6/17/2014,87,Senegal,,
84,6/17/2014,87,SierraLeone,97.0,49.0
84,6/17/2014,87,Spain,,
84,6/17/2014,87,UnitedStates,,
85,6/16/2014,86,Guinea,398.0,264.0
85,6/16/2014,86,Liberia,33.0,24.0
85,6/16/2014,86,Mali,,
85,6/16/2014,86,Nigeria,,
85,6/16/2014,86,Senegal,,
85,6/16/2014,86,SierraLeone,,
85,6/16/2014,86,Spain,,
85,6/16/2014,86,UnitedStates,,
86,6/10/2014,80,Guinea,351.0,226.0
86,6/10/2014,80,Liberia,13.0,24.0
86,6/10/2014,80,Mali,,
86,6/10/2014,80,Nigeria,,
86,6/10/2014,80,Senegal,,
86,6/10/2014,80,SierraLeone,89.0,7.0
86,6/10/2014,80,Spain,,
86,6/10/2014,80,UnitedStates,,
87,6/5/2014,75,Guinea,,
87,6/5/2014,75,Liberia,13.0,
87,6/5/2014,75,Mali,,
87,6/5/2014,75,Nigeria,,
87,6/5/2014,75,Senegal,,
87,6/5/2014,75,SierraLeone,81.0,6.0
87,6/5/2014,75,Spain,,
87,6/5/2014,75,UnitedStates,,
88,6/3/2014,73,Guinea,344.0,215.0
88,6/3/2014,73,Liberia,13.0,12.0
88,6/3/2014,73,Mali,,
88,6/3/2014,73,Nigeria,,
88,6/3/2014,73,Senegal,,
88,6/3/2014,73,SierraLeone,,6.0
88,6/3/2014,73,Spain,,
88,6/3/2014,73,UnitedStates,,
89,6/1/2014,71,Guinea,328.0,208.0
89,6/1/2014,71,Liberia,13.0,12.0
89,6/1/2014,71,Mali,,
89,6/1/2014,71,Nigeria,,
89,6/1/2014,71,Senegal,,
89,6/1/2014,71,SierraLeone,79.0,6.0
89,6/1/2014,71,Spain,,
89,6/1/2014,71,UnitedStates,,
90,5/28/2014,67,Guinea,291.0,193.0
90,5/28/2014,67,Liberia,13.0,12.0
90,5/28/2014,67,Mali,,
90,5/28/2014,67,Nigeria,,
90,5/28/2014,67,Senegal,,
90,5/28/2014,67,SierraLeone,50.0,6.0
90,5/28/2014,67,Spain,,
90,5/28/2014,67,UnitedStates,,
91,5/27/2014,66,Guinea,281.0,186.0
91,5/27/2014,66,Liberia,12.0,11.0
91,5/27/2014,66,Mali,,
91,5/27/2014,66,Nigeria,,
91,5/27/2014,66,Senegal,,
91,5/27/2014,66,SierraLeone,16.0,5.0
91,5/27/2014,66,Spain,,
91,5/27/2014,66,UnitedStates,,
92,5/23/2014,62,Guinea,258.0,174.0
92,5/23/2014,62,Liberia,12.0,11.0
92,5/23/2014,62,Mali,,
92,5/23/2014,62,Nigeria,,
92,5/23/2014,62,Senegal,,
92,5/23/2014,62,SierraLeone,0.0,0.0
92,5/23/2014,62,Spain,,
92,5/23/2014,62,UnitedStates,,
93,5/12/2014,51,Guinea,248.0,171.0
93,5/12/2014,51,Liberia,12.0,11.0
93,5/12/2014,51,Mali,,
93,5/12/2014,51,Nigeria,,
93,5/12/2014,51,Senegal,,
93,5/12/2014,51,SierraLeone,0.0,0.0
93,5/12/2014,51,Spain,,
93,5/12/2014,51,UnitedStates,,
94,5/10/2014,49,Guinea,233.0,157.0
94,5/10/2014,49,Liberia,12.0,11.0
94,5/10/2014,49,Mali,,
94,5/10/2014,49,Nigeria,,
94,5/10/2014,49,Senegal,,
94,5/10/2014,49,SierraLeone,0.0,0.0
94,5/10/2014,49,Spain,,
94,5/10/2014,49,UnitedStates,,
95,5/7/2014,46,Guinea,236.0,158.0
95,5/7/2014,46,Liberia,13.0,11.0
95,5/7/2014,46,Mali,,
95,5/7/2014,46,Nigeria,,
95,5/7/2014,46,Senegal,,
95,5/7/2014,46,SierraLeone,0.0,0.0
95,5/7/2014,46,Spain,,
95,5/7/2014,46,UnitedStates,,
96,5/5/2014,44,Guinea,235.0,157.0
96,5/5/2014,44,Liberia,13.0,11.0
96,5/5/2014,44,Mali,,
96,5/5/2014,44,Nigeria,,
96,5/5/2014,44,Senegal,,
96,5/5/2014,44,SierraLeone,0.0,0.0
96,5/5/2014,44,Spain,,
96,5/5/2014,44,UnitedStates,,
97,5/3/2014,42,Guinea,231.0,155.0
97,5/3/2014,42,Liberia,13.0,11.0
97,5/3/2014,42,Mali,,
97,5/3/2014,42,Nigeria,,
97,5/3/2014,42,Senegal,,
97,5/3/2014,42,SierraLeone,0.0,0.0
97,5/3/2014,42,Spain,,
97,5/3/2014,42,UnitedStates,,
98,5/1/2014,40,Guinea,226.0,149.0
98,5/1/2014,40,Liberia,13.0,11.0
98,5/1/2014,40,Mali,,
98,5/1/2014,40,Nigeria,,
98,5/1/2014,40,Senegal,,
98,5/1/2014,40,SierraLeone,0.0,0.0
98,5/1/2014,40,Spain,,
98,5/1/2014,40,UnitedStates,,
99,4/26/2014,35,Guinea,224.0,143.0
99,4/26/2014,35,Liberia,,
99,4/26/2014,35,Mali,,
99,4/26/2014,35,Nigeria,,
99,4/26/2014,35,Senegal,,
99,4/26/2014,35,SierraLeone,0.0,0.0
99,4/26/2014,35,Spain,,
99,4/26/2014,35,UnitedStates,,
100,4/24/2014,33,Guinea,,
100,4/24/2014,33,Liberia,35.0,
100,4/24/2014,33,Mali,,
100,4/24/2014,33,Nigeria,,
100,4/24/2014,33,Senegal,,
100,4/24/2014,33,SierraLeone,0.0,0.0
100,4/24/2014,33,Spain,,
100,4/24/2014,33,UnitedStates,,
101,4/23/2014,32,Guinea,218.0,141.0
101,4/23/2014,32,Liberia,,
101,4/23/2014,32,Mali,,
101,4/23/2014,32,Nigeria,,
101,4/23/2014,32,Senegal,,
101,4/23/2014,32,SierraLeone,0.0,0.0
101,4/23/2014,32,Spain,,
101,4/23/2014,32,UnitedStates,,
102,4/22/2014,31,Guinea,,
102,4/22/2014,31,Liberia,,
102,4/22/2014,31,Mali,,
102,4/22/2014,31,Nigeria,,
102,4/22/2014,31,Senegal,,
102,4/22/2014,31,SierraLeone,0.0,0.0
102,4/22/2014,31,Spain,,
102,4/22/2014,31,UnitedStates,,
103,4/21/2014,30,Guinea,,
103,4/21/2014,30,Liberia,34.0,11.0
103,4/21/2014,30,Mali,,
103,4/21/2014,30,Nigeria,,
103,4/21/2014,30,Senegal,,
103,4/21/2014,30,SierraLeone,,
103,4/21/2014,30,Spain,,
103,4/21/2014,30,UnitedStates,,
104,4/20/2014,29,Guinea,208.0,136.0
104,4/20/2014,29,Liberia,,6.0
104,4/20/2014,29,Mali,,
104,4/20/2014,29,Nigeria,,
104,4/20/2014,29,Senegal,,
104,4/20/2014,29,SierraLeone,,
104,4/20/2014,29,Spain,,
104,4/20/2014,29,UnitedStates,,
105,4/17/2014,26,Guinea,203.0,129.0
105,4/17/2014,26,Liberia,27.0,
105,4/17/2014,26,Mali,,
105,4/17/2014,26,Nigeria,,
105,4/17/2014,26,Senegal,,
105,4/17/2014,26,SierraLeone,,
105,4/17/2014,26,Spain,,
105,4/17/2014,26,UnitedStates,,
106,4/16/2014,25,Guinea,197.0,122.0
106,4/16/2014,25,Liberia,27.0,13.0
106,4/16/2014,25,Mali,,
106,4/16/2014,25,Nigeria,,
106,4/16/2014,25,Senegal,,
106,4/16/2014,25,SierraLeone,,
106,4/16/2014,25,Spain,,
106,4/16/2014,25,UnitedStates,,
107,4/15/2014,24,Guinea,,
107,4/15/2014,24,Liberia,,
107,4/15/2014,24,Mali,,
107,4/15/2014,24,Nigeria,,
107,4/15/2014,24,Senegal,,
107,4/15/2014,24,SierraLeone,12.0,
107,4/15/2014,24,Spain,,
107,4/15/2014,24,UnitedStates,,
108,4/14/2014,23,Guinea,168.0,108.0
108,4/14/2014,23,Liberia,,
108,4/14/2014,23,Mali,,
108,4/14/2014,23,Nigeria,,
108,4/14/2014,23,Senegal,,
108,4/14/2014,23,SierraLeone,,
108,4/14/2014,23,Spain,,
108,4/14/2014,23,UnitedStates,,
109,4/11/2014,20,Guinea,159.0,106.0
109,4/11/2014,20,Liberia,26.0,13.0
109,4/11/2014,20,Mali,,
109,4/11/2014,20,Nigeria,,
109,4/11/2014,20,Senegal,,
109,4/11/2014,20,SierraLeone,2.0,2.0
109,4/11/2014,20,Spain,,
109,4/11/2014,20,UnitedStates,,
110,4/9/2014,18,Guinea,158.0,101.0
110,4/9/2014,18,Liberia,25.0,12.0
110,4/9/2014,18,Mali,,
110,4/9/2014,18,Nigeria,,
110,4/9/2014,18,Senegal,,
110,4/9/2014,18,SierraLeone,2.0,2.0
110,4/9/2014,18,Spain,,
110,4/9/2014,18,UnitedStates,,
111,4/7/2014,16,Guinea,151.0,95.0
111,4/7/2014,16,Liberia,21.0,10.0
111,4/7/2014,16,Mali,,
111,4/7/2014,16,Nigeria,,
111,4/7/2014,16,Senegal,,
111,4/7/2014,16,SierraLeone,2.0,2.0
111,4/7/2014,16,Spain,,
111,4/7/2014,16,UnitedStates,,
112,4/4/2014,13,Guinea,143.0,86.0
112,4/4/2014,13,Liberia,18.0,7.0
112,4/4/2014,13,Mali,,
112,4/4/2014,13,Nigeria,,
112,4/4/2014,13,Senegal,,
112,4/4/2014,13,SierraLeone,2.0,2.0
112,4/4/2014,13,Spain,,
112,4/4/2014,13,UnitedStates,,
113,4/1/2014,10,Guinea,127.0,83.0
113,4/1/2014,10,Liberia,8.0,5.0
113,4/1/2014,10,Mali,,
113,4/1/2014,10,Nigeria,,
113,4/1/2014,10,Senegal,,
113,4/1/2014,10,SierraLeone,2.0,2.0
113,4/1/2014,10,Spain,,
113,4/1/2014,10,UnitedStates,,
114,3/31/2014,9,Guinea,122.0,80.0
114,3/31/2014,9,Liberia,8.0,4.0
114,3/31/2014,9,Mali,,
114,3/31/2014,9,Nigeria,,
114,3/31/2014,9,Senegal,,
114,3/31/2014,9,SierraLeone,2.0,2.0
114,3/31/2014,9,Spain,,
114,3/31/2014,9,UnitedStates,,
115,3/29/2014,7,Guinea,112.0,70.0
115,3/29/2014,7,Liberia,7.0,2.0
115,3/29/2014,7,Mali,,
115,3/29/2014,7,Nigeria,,
115,3/29/2014,7,Senegal,,
115,3/29/2014,7,SierraLeone,,
115,3/29/2014,7,Spain,,
115,3/29/2014,7,UnitedStates,,
116,3/28/2014,6,Guinea,112.0,70.0
116,3/28/2014,6,Liberia,3.0,3.0
116,3/28/2014,6,Mali,,
116,3/28/2014,6,Nigeria,,
116,3/28/2014,6,Senegal,,
116,3/28/2014,6,SierraLeone,2.0,2.0
116,3/28/2014,6,Spain,,
116,3/28/2014,6,UnitedStates,,
117,3/27/2014,5,Guinea,103.0,66.0
117,3/27/2014,5,Liberia,8.0,6.0
117,3/27/2014,5,Mali,,
117,3/27/2014,5,Nigeria,,
117,3/27/2014,5,Senegal,,
117,3/27/2014,5,SierraLeone,6.0,5.0
117,3/27/2014,5,Spain,,
117,3/27/2014,5,UnitedStates,,
118,3/26/2014,4,Guinea,86.0,62.0
118,3/26/2014,4,Liberia,,
118,3/26/2014,4,Mali,,
118,3/26/2014,4,Nigeria,,
118,3/26/2014,4,Senegal,,
118,3/26/2014,4,SierraLeone,,
118,3/26/2014,4,Spain,,
118,3/26/2014,4,UnitedStates,,
119,3/25/2014,3,Guinea,86.0,60.0
119,3/25/2014,3,Liberia,,
119,3/25/2014,3,Mali,,
119,3/25/2014,3,Nigeria,,
119,3/25/2014,3,Senegal,,
119,3/25/2014,3,SierraLeone,,
119,3/25/2014,3,Spain,,
119,3/25/2014,3,UnitedStates,,
120,3/24/2014,2,Guinea,86.0,59.0
120,3/24/2014,2,Liberia,,
120,3/24/2014,2,Mali,,
120,3/24/2014,2,Nigeria,,
120,3/24/2014,2,Senegal,,
120,3/24/2014,2,SierraLeone,,
120,3/24/2014,2,Spain,,
120,3/24/2014,2,UnitedStates,,
121,3/22/2014,0,Guinea,49.0,29.0
121,3/22/2014,0,Liberia,,
121,3/22/2014,0,Mali,,
121,3/22/2014,0,Nigeria,,
121,3/22/2014,0,Senegal,,
121,3/22/2014,0,SierraLeone,,
121,3/22/2014,0,Spain,,
121,3/22/2014,0,UnitedStates,,
