datetime,pips_candle_0_30,pips_candle_max_0_30,pips_candle_min_0_30,pips_candle_0_60,pips_candle_max_0_60,pips_candle_min_0_60,pips_candle_0_120,pips_candle_max_0_120,pips_candle_min_0_120,pips_candle_0_180,pips_candle_max_0_180,pips_candle_min_0_180,pips_candle_0_240,pips_candle_max_0_240,pips_candle_min_0_240
6/11/2009 8:30,25,40,-14,70,71,-14,118,128,-14,139,148,-14,118,155,-14
6/18/2009 8:30,13,18,-14,24,36,-14,37,50,-14,37,51,-14,37,51,-14
6/25/2009 8:30,-23,14,-27,-4,14,-27,8,38,-27,13,38,-37,14,38,-37
7/2/2009 8:30,-9,11,-39,-16,11,-39,-48,11,-53,-49,11,-56,-41,11,-65
7/9/2009 8:30,8,22,-12,-20,22,-21,-29,22,-41,2,22,-45,81,84,-45
7/16/2009 8:30,-12,16,-21,-28,16,-36,-37,16,-54,-40,16,-54,-31,16,-54
7/23/2009 8:30,-2,15,-5,-35,15,-38,20,28,-38,64,67,-38,39,67,-38
7/30/2009 8:30,6,11,-13,5,19,-13,-2,19,-41,14,33,-41,9,33,-41
8/6/2009 8:30,8,32,-6,14,32,-6,-19,32,-36,-15,32,-36,-24,32,-36
8/13/2009 8:30,15,20,-14,9,41,-14,3,41,-21,-12,41,-21,-2,41,-21
8/20/2009 8:30,-2,9,-12,-20,9,-29,-5,11,-29,7,27,-29,2,27,-29
8/27/2009 8:30,4,23,-6,-1,23,-9,-18,23,-32,2,23,-32,25,26,-32
9/3/2009 8:30,-20,17,-24,-24,17,-35,-54,17,-68,-45,17,-68,-36,17,-68
9/17/2009 8:30,9,24,-6,4,24,-11,33,56,-11,50,63,-11,33,63,-11
9/24/2009 8:30,1,14,-19,-21,14,-24,-72,14,-89,-84,14,-115,-97,14,-119
10/1/2009 8:30,36,39,-15,38,40,-15,15,44,-15,5,51,-15,9,51,-15
10/8/2009 8:30,37,46,-10,-14,47,-19,-5,47,-35,28,47,-35,47,55,-35
10/15/2009 8:30,-26,12,-34,3,12,-34,24,37,-34,54,70,-34,58,70,-34
10/22/2009 8:30,-6,13,-12,-1,23,-20,-4,23,-31,3,23,-31,-4,23,-31
10/29/2009 8:30,50,53,-19,47,60,-19,45,66,-19,77,83,-19,94,101,-19
11/5/2009 8:30,15,37,-18,-4,37,-18,-11,37,-22,0,37,-22,-27,37,-38
11/12/2009 8:30,9,20,-5,3,22,-6,-37,22,-56,-56,22,-68,-51,22,-72
11/19/2009 8:30,3,13,-19,13,21,-19,11,21,-24,1,21,-24,38,44,-24
11/25/2009 8:30,-7,9,-16,-17,9,-21,-22,9,-38,-16,9,-40,9,11,-40
12/3/2009 8:30,-22,31,-29,-39,31,-47,-31,31,-49,-12,31,-49,-32,31,-49
12/17/2009 8:30,-1,12,-18,22,25,-18,7,30,-18,-11,30,-18,-31,30,-42
12/24/2009 8:30,-3,15,-8,-20,15,-25,-14,15,-32,-23,15,-34,-27,15,-34
12/31/2009 8:30,21,26,-5,8,28,-5,-55,28,-61,-46,28,-73,-51,28,-73
1/7/2010 8:30,10,12,-16,21,22,-16,0,27,-16,-18,27,-21,5,27,-21
1/14/2010 8:30,13,25,-4,-14,25,-27,-13,25,-32,-17,25,-50,-7,25,-50
1/21/2010 8:30,-1,18,-15,13,24,-15,-23,35,-24,-23,35,-45,21,67,-45
1/28/2010 8:30,4,12,-6,3,15,-6,-30,15,-41,-24,15,-41,-20,15,-41
2/4/2010 8:30,-22,9,-27,-20,9,-36,-63,9,-68,-77,9,-86,-86,9,-117
2/11/2010 8:30,-12,12,-26,-43,12,-59,-61,12,-77,-74,12,-117,-56,12,-117
2/18/2010 8:30,26,29,-3,53,58,-3,60,105,-3,33,105,-3,24,105,-3
2/25/2010 8:30,4,28,-18,-1,28,-18,44,48,-18,22,66,-18,19,66,-18
3/4/2010 8:30,20,27,-16,-9,27,-21,-57,27,-68,-55,27,-78,-85,27,-109
3/18/2010 8:30,-15,6,-16,-15,6,-26,-5,15,-26,-73,15,-77,-64,15,-96
3/25/2010 8:30,8,13,-7,-5,19,-7,-21,19,-27,7,21,-27,-10,44,-27
4/1/2010 8:30,23,25,-9,18,29,-9,30,48,-9,78,89,-9,95,114,-9
4/8/2010 8:30,22,25,-3,8,29,-3,34,43,-5,45,62,-5,47,62,-5
4/15/2010 8:30,13,21,-4,19,25,-6,24,31,-6,19,46,-6,8,46,-6
4/22/2010 8:30,-7,13,-15,-4,13,-20,-22,13,-56,-39,13,-71,-28,13,-71
4/29/2010 8:30,-12,8,-21,-41,8,-46,-21,8,-55,-30,8,-55,-17,8,-55
5/6/2010 8:30,-15,19,-16,-18,19,-35,2,46,-35,-12,46,-38,4,46,-72
5/13/2010 8:30,-14,12,-22,-15,12,-33,-13,12,-35,7,19,-35,3,19,-35
5/20/2010 8:30,37,56,-8,35,71,-8,3,71,-23,55,71,-23,41,71,-23
5/27/2010 8:30,2,26,-17,-10,26,-17,4,26,-43,73,78,-43,104,130,-43
6/3/2010 8:30,12,21,-9,1,21,-9,-52,21,-53,-59,21,-62,-81,21,-93
6/17/2010 8:30,20,22,-5,29,51,-5,25,56,-5,6,56,-20,-3,56,-20
6/24/2010 8:30,6,16,-10,30,38,-10,45,53,-10,41,53,-10,88,105,-10
7/1/2010 8:30,28,45,-7,32,45,-7,77,87,-7,112,120,-7,80,126,-7
7/8/2010 8:30,19,22,-13,17,28,-13,20,37,-13,-6,37,-13,-5,37,-15
7/15/2010 8:30,18,24,-7,20,39,-7,37,53,-7,70,77,-7,32,77,-7
7/22/2010 8:30,4,12,-13,-26,12,-26,57,69,-26,58,69,-26,37,69,-26
7/29/2010 8:30,19,23,-6,17,27,-6,14,39,-6,2,39,-6,13,39,-8
8/5/2010 8:30,0,23,-29,-37,23,-42,-36,23,-58,-66,23,-80,-65,23,-80
8/12/2010 8:30,0,9,-37,15,21,-37,7,43,-37,41,52,-37,35,57,-37
8/19/2010 8:30,47,51,-13,37,63,-13,36,63,-13,35,63,-13,-28,63,-50
8/26/2010 8:30,-1,17,-24,18,21,-24,53,69,-24,24,75,-24,20,75,-24
9/2/2010 8:30,12,41,-12,13,41,-12,9,41,-13,12,41,-13,13,41,-13
9/16/2010 8:30,1,14,-17,27,31,-17,45,53,-17,24,53,-17,11,53,-17
9/23/2010 8:30,16,20,-12,32,49,-12,5,49,-28,5,49,-28,5,49,-28
9/30/2010 8:30,22,31,-16,-4,31,-16,-13,31,-37,-69,31,-73,-49,31,-81
10/7/2010 8:30,50,55,-6,20,55,-6,-35,55,-57,-47,55,-65,-101,55,-105
10/21/2010 8:30,-23,19,-38,-27,19,-49,7,25,-49,-33,25,-49,-41,25,-64
10/28/2010 8:30,-4,8,-23,10,20,-23,11,34,-23,53,54,-23,45,64,-23
11/4/2010 8:30,10,13,-22,-5,13,-22,6,30,-22,-20,30,-27,-37,30,-46
11/18/2010 8:30,0,18,-11,-18,18,-19,-47,18,-54,-38,18,-58,-11,18,-58
11/24/2010 8:30,41,47,-4,39,49,-4,56,65,-4,23,73,-4,3,73,-9
12/2/2010 8:30,-71,25,-75,-40,25,-89,33,51,-89,86,86,-89,68,98,-89
12/9/2010 8:30,13,18,-19,-1,24,-19,-48,24,-63,-51,24,-69,-25,24,-69
12/16/2010 8:30,4,10,-11,2,14,-11,-44,14,-47,-38,14,-56,-31,14,-56
12/23/2010 8:30,2,11,-5,-5,11,-10,2,13,-10,52,54,-10,42,57,-10
12/30/2010 8:30,12,14,-12,24,27,-12,11,41,-12,-7,41,-16,-8,41,-16
1/6/2011 8:30,1,7,-17,4,14,-17,-51,14,-58,-99,14,-110,-100,14,-112
1/20/2011 8:30,-1,18,-18,0,18,-18,-4,38,-18,-26,38,-53,13,38,-53
1/27/2011 8:30,3,21,-20,4,21,-20,1,21,-22,-35,21,-38,-32,21,-57
2/3/2011 8:30,-50,49,-50,-48,49,-60,-78,49,-92,-76,49,-100,-74,49,-100
2/10/2011 8:30,6,23,-8,16,30,-8,-4,30,-13,34,35,-13,35,48,-13
2/17/2011 8:30,-7,18,-21,7,18,-21,30,41,-21,34,44,-21,36,48,-21
2/24/2011 8:30,13,20,-2,36,38,-2,35,60,-2,28,60,-2,34,60,-2
3/3/2011 8:30,43,52,-84,23,52,-84,30,52,-84,17,52,-84,17,52,-84
3/17/2011 8:30,-12,6,-17,-3,6,-17,-27,6,-32,-5,16,-32,22,22,-32
3/24/2011 8:30,-7,5,-11,-23,5,-27,0,5,-38,53,66,-38,40,66,-38
3/31/2011 8:30,-24,10,-31,-36,10,-41,3,10,-41,-24,10,-41,-4,10,-41
4/7/2011 8:30,-24,18,-35,-30,18,-49,11,22,-49,0,22,-49,-3,22,-49
4/14/2011 8:30,22,25,-8,7,26,-8,51,55,-8,43,66,-8,77,80,-8
4/21/2011 8:30,-2,27,-15,-16,27,-19,-19,27,-51,-5,27,-51,-12,27,-51
4/28/2011 8:30,-15,5,-23,-12,5,-35,8,38,-35,12,38,-35,-3,38,-35
5/5/2011 8:30,-20,97,-45,-16,97,-47,-85,97,-88,-130,97,-139,-131,97,-149
5/12/2011 8:30,-3,10,-24,44,48,-24,43,50,-24,71,77,-24,72,97,-24
5/19/2011 8:30,-20,11,-27,-15,11,-32,18,35,-32,9,35,-32,45,50,-32
5/26/2011 8:30,0,15,-20,-9,15,-20,-57,19,-70,-87,19,-113,-69,19,-113
6/2/2011 8:30,-14,8,-15,-10,8,-24,-17,8,-34,-53,8,-55,-25,8,-60
6/16/2011 8:30,49,52,-7,48,71,-7,65,94,-7,70,94,-7,102,107,-7
6/23/2011 8:30,-26,6,-43,-24,6,-43,-44,6,-64,-47,6,-69,-29,6,-69
6/30/2011 8:30,22,25,-6,8,25,-6,27,32,-6,56,68,-6,62,75,-6
7/7/2011 8:30,40,56,-25,28,56,-25,88,93,-25,103,126,-25,111,126,-25
7/14/2011 8:30,46,47,-11,38,54,-11,39,60,-11,-21,60,-44,-24,60,-44
7/21/2011 8:30,25,39,-24,38,50,-24,112,114,-24,91,118,-24,88,118,-24
7/28/2011 8:30,4,17,-6,-7,17,-14,19,42,-14,40,47,-14,34,47,-14
8/4/2011 8:30,14,43,-52,-32,43,-52,-70,43,-94,-46,43,-94,-47,43,-94
8/18/2011 8:30,-1,17,-7,-19,17,-35,-79,17,-98,-47,17,-100,-59,17,-100
8/25/2011 8:30,1,17,-6,25,37,-16,-47,37,-51,-40,37,-89,-47,37,-89
9/1/2011 8:30,20,21,-8,6,21,-8,-34,34,-51,-18,34,-55,4,34,-55
9/15/2011 8:30,-13,14,-15,101,145,-15,59,145,-15,77,145,-15,78,145,-15
9/22/2011 8:30,-28,20,-44,23,40,-44,39,45,-44,32,52,-44,33,52,-44
9/29/2011 8:30,2,24,-5,0,24,-5,11,33,-15,19,33,-15,-6,33,-15
10/6/2011 8:30,14,25,-14,30,42,-21,131,140,-21,153,161,-21,131,161,-21
10/20/2011 8:30,-1,12,-13,-28,15,-46,-45,15,-58,-85,15,-102,-93,15,-116
10/27/2011 8:30,11,13,-14,80,88,-14,55,90,-14,107,124,-14,146,160,-14
11/3/2011 8:30,-25,14,-80,-53,14,-80,-80,14,-149,-44,14,-149,-44,14,-149
11/17/2011 8:30,4,17,-18,16,33,-18,24,39,-18,7,39,-18,-1,39,-18
11/23/2011 8:30,-5,7,-14,4,16,-14,-26,16,-38,-64,16,-70,-47,16,-70
12/1/2011 8:30,-18,14,-24,-22,14,-28,0,14,-36,-38,14,-44,-29,14,-49
12/8/2011 8:30,-60,14,-65,-113,14,-130,-132,14,-137,-139,14,-153,-108,14,-153
12/15/2011 8:30,6,18,-6,8,18,-6,-21,18,-30,-17,18,-50,-12,18,-50
12/22/2011 8:30,-14,8,-24,-13,8,-25,-2,8,-25,-3,24,-25,14,24,-25
12/29/2011 8:30,5,12,-3,16,16,-3,30,44,-3,27,44,-3,51,64,-3
1/5/2012 8:30,-10,23,-15,-14,23,-24,-14,23,-39,-22,23,-41,-35,23,-45
1/12/2012 8:30,22,25,-14,67,68,-14,81,106,-14,90,106,-14,98,106,-14
1/19/2012 8:30,3,19,-8,-4,19,-14,-17,19,-29,-1,19,-29,21,35,-29
1/26/2012 8:30,-1,5,-11,2,5,-19,-16,9,-24,-9,9,-35,-30,9,-35
2/2/2012 8:30,-2,8,-12,20,25,-12,15,31,-12,54,68,-12,41,68,-12
2/9/2012 8:30,16,34,-18,44,48,-18,23,58,-18,38,58,-18,31,58,-18
2/16/2012 8:30,-7,9,-10,19,20,-10,42,43,-10,49,61,-10,107,118,-10
2/23/2012 8:30,0,8,-7,-4,8,-10,0,8,-27,16,21,-27,13,21,-27
3/1/2012 8:30,-11,10,-20,3,11,-20,24,35,-20,31,35,-20,9,35,-20
3/8/2012 8:30,10,35,-1,-11,35,-12,-3,35,-12,24,40,-12,23,40,-12
3/15/2012 8:30,7,12,-11,4,12,-11,6,15,-11,11,30,-11,26,34,-11
3/22/2012 8:30,18,26,-5,-6,26,-6,15,26,-8,14,26,-8,42,51,-8
3/29/2012 8:30,11,11,-15,0,18,-15,-2,18,-15,0,18,-15,-5,18,-15
4/5/2012 8:30,-6,9,-14,-9,9,-19,6,15,-19,10,21,-19,9,21,-19
4/19/2012 8:30,6,11,-11,23,27,-11,57,65,-11,51,70,-11,37,70,-11
4/26/2012 8:30,3,7,-12,8,10,-12,34,44,-12,28,44,-12,14,44,-12
5/3/2012 8:30,58,60,-12,52,68,-12,41,68,-12,41,68,-12,37,68,-12
5/17/2012 8:30,26,27,-6,24,34,-6,19,51,-6,18,51,-6,28,51,-6
5/24/2012 8:30,29,31,-6,30,57,-6,19,57,-6,30,57,-6,8,57,-6
5/31/2012 8:30,-3,3,-28,-11,3,-28,-25,3,-36,-57,3,-72,-21,3,-72
6/7/2012 8:30,-10,4,-13,15,23,-14,-23,23,-43,-44,23,-47,-29,23,-57
6/14/2012 8:30,10,21,-10,2,21,-10,29,38,-10,36,41,-10,28,50,-10
6/21/2012 8:30,-15,2,-20,-26,2,-30,-74,2,-82,-102,2,-106,-120,2,-120
6/28/2012 8:30,2,9,-8,3,14,-8,2,15,-8,6,15,-13,-2,15,-13
7/5/2012 8:30,-9,6,-30,-23,6,-30,-29,6,-42,-28,6,-42,-16,6,-42
7/12/2012 8:30,9,14,-6,11,19,-6,21,21,-6,14,21,-6,24,37,-6
7/19/2012 8:30,-18,17,-21,-42,17,-51,-38,17,-60,-30,17,-60,-18,17,-60
7/26/2012 8:30,3,17,-26,-2,17,-26,2,31,-26,-2,31,-26,-8,31,-26
8/2/2012 8:30,-156,22,-169,-179,22,-193,-161,22,-193,-217,22,-233,-215,22,-233
8/16/2012 8:30,25,25,-12,29,34,-12,48,51,-12,57,68,-12,61,68,-12
8/23/2012 8:30,-6,15,-11,-7,15,-15,8,15,-19,28,34,-19,20,34,-19
8/30/2012 8:30,1,14,0,5,14,-6,-11,16,-13,-39,16,-56,-48,16,-56
9/6/2012 8:30,-29,24,-42,-40,24,-47,-25,24,-57,11,25,-57,11,25,-57
9/13/2012 8:30,-8,7,-14,-13,7,-18,-17,7,-25,1,7,-25,-21,11,-25
9/20/2012 8:30,-13,2,-23,-29,2,-30,-20,2,-38,-15,2,-38,-19,2,-38
9/27/2012 8:30,4,17,-9,-4,17,-9,-18,17,-19,-31,17,-40,19,26,-43
10/4/2012 8:30,3,10,-22,-1,13,-22,4,16,-22,13,30,-22,33,38,-22
10/18/2012 8:30,-2,9,-6,-2,9,-10,-17,10,-22,-3,10,-22,10,15,-22
10/25/2012 8:30,-1,10,-12,-2,10,-12,-15,10,-19,-39,10,-41,-26,10,-41
11/1/2012 8:30,6,14,-11,5,14,-11,4,14,-11,-29,14,-31,-26,14,-33
11/15/2012 8:30,2,8,-3,18,27,-3,37,45,-3,32,45,-3,23,45,-3
11/21/2012 8:30,14,18,-2,18,28,-2,18,28,-2,18,28,-2,20,28,-2
11/29/2012 8:30,-11,2,-13,-7,2,-13,-18,15,-22,-19,15,-31,-27,15,-49
12/6/2012 8:30,-30,16,-38,-28,16,-41,-75,16,-87,-96,16,-103,-109,16,-112
12/13/2012 8:30,5,15,-5,6,16,-5,25,29,-5,16,34,-5,2,34,-7
12/20/2012 8:30,22,30,-11,7,31,-11,-21,31,-26,-46,31,-49,-28,31,-49
12/27/2012 8:30,9,10,-2,2,10,-2,-36,10,-46,-45,10,-61,-67,10,-68
1/3/2013 8:30,7,7,-8,4,11,-8,3,11,-9,6,16,-15,8,16,-15
1/10/2013 8:30,82,86,-5,85,101,-5,107,116,-5,116,119,-5,128,128,-5
1/17/2013 8:30,-15,18,-16,-17,18,-25,-6,18,-25,-7,18,-25,-9,18,-25
1/24/2013 8:30,21,25,-4,11,31,-4,29,39,-4,46,61,-4,44,61,-4
1/31/2013 8:30,11,13,-7,14,18,-7,20,24,-7,29,41,-7,30,41,-7
2/7/2013 8:30,-80,7,-80,-98,7,-112,-138,7,-144,-147,7,-173,-140,7,-173
2/14/2013 8:30,-10,2,-15,-4,2,-17,1,10,-21,-8,10,-21,-4,10,-21
2/21/2013 8:30,3,7,-6,19,22,-6,23,38,-6,22,41,-6,14,41,-6
2/28/2013 8:30,-7,11,-10,-15,11,-18,-30,11,-39,-41,11,-67,-47,11,-67
3/14/2013 8:30,20,21,-6,19,28,-6,45,49,-6,55,61,-6,76,77,-6
3/21/2013 8:30,0,12,-7,-15,12,-22,-24,12,-36,-5,12,-36,-9,22,-36
3/28/2013 8:30,-5,10,-5,9,14,-6,39,39,-6,37,40,-6,25,44,-6
4/4/2013 8:30,-59,5,-85,-43,5,-85,16,48,-85,31,48,-85,25,48,-85
4/11/2013 8:30,-13,5,-13,-30,5,-31,-5,5,-37,0,16,-37,5,16,-37
4/18/2013 8:30,13,25,-6,5,25,-6,-4,25,-24,19,37,-24,40,46,-24
4/25/2013 8:30,-8,11,-8,-43,11,-45,-86,11,-89,-67,11,-89,-75,11,-89
5/9/2013 8:30,1,3,-10,-17,12,-21,-40,12,-45,-34,12,-47,-24,12,-47
5/16/2013 8:30,-14,9,-27,-16,9,-27,2,17,-27,-17,20,-27,-20,20,-27
5/23/2013 8:30,5,22,-8,20,27,-8,18,27,-8,19,29,-8,56,61,-8
5/30/2013 8:30,20,27,-15,58,60,-15,90,93,-15,76,93,-15,79,93,-15
6/6/2013 8:30,46,62,-13,31,62,-13,63,70,-13,84,92,-13,161,201,-13
6/13/2013 8:30,4,17,-13,-3,17,-20,-23,17,-24,18,39,-29,1,39,-29
6/20/2013 8:30,-19,4,-20,-3,6,-20,-36,6,-55,-20,6,-55,14,20,-55
6/27/2013 8:30,-5,5,-14,-5,5,-14,-19,15,-29,-18,15,-35,4,15,-35
7/11/2013 8:30,-30,24,-36,-6,24,-39,19,24,-39,5,24,-39,-15,24,-39
7/18/2013 8:30,-7,9,-13,-1,9,-16,-2,9,-16,-3,13,-16,-11,13,-20
7/25/2013 8:30,20,34,-11,11,34,-11,21,34,-11,25,34,-11,24,35,-11
8/1/2013 8:30,30,33,-19,43,48,-19,9,55,-19,23,55,-19,6,55,-19
8/8/2013 8:30,1,8,-7,2,8,-7,32,36,-7,31,36,-7,32,41,-7
8/15/2013 8:30,-31,26,-41,-33,26,-41,-27,26,-59,-8,26,-59,-1,26,-59
8/22/2013 8:30,8,13,-14,5,18,-14,-3,18,-14,26,39,-14,31,39,-14
8/29/2013 8:30,-3,23,-10,-3,23,-10,-12,23,-18,-19,23,-24,-10,23,-24
9/5/2013 8:30,-40,20,-59,-32,20,-66,-71,20,-76,-77,20,-84,-74,20,-84
9/12/2013 8:30,6,11,-17,0,12,-17,46,49,-17,44,52,-17,46,52,-17
9/19/2013 8:30,-3,4,-24,9,13,-24,13,18,-24,-13,18,-24,-19,18,-25
9/26/2013 8:30,13,14,-3,2,14,-3,0,20,-10,-3,20,-16,-9,20,-19
10/3/2013 8:30,-7,7,-10,-13,7,-17,1,21,-20,26,26,-20,24,40,-20
10/10/2013 8:30,-23,8,-27,-26,8,-29,-20,8,-33,1,8,-33,-5,8,-33
10/17/2013 8:30,2,17,-6,14,19,-6,23,36,-6,22,36,-6,15,36,-6
10/31/2013 8:30,-3,5,-7,8,10,-17,-33,11,-37,-37,11,-44,-51,11,-58
11/7/2013 8:30,28,56,-9,58,60,-9,61,72,-9,90,121,-9,94,121,-9
11/21/2013 8:30,-3,11,-9,-3,11,-11,-14,12,-20,10,15,-20,5,15,-20
11/27/2013 8:30,2,6,-12,-11,10,-12,-20,10,-22,-21,10,-27,-33,10,-40
12/5/2013 8:30,61,76,-11,79,97,-11,92,113,-11,106,113,-11,111,120,-11
12/12/2013 8:30,-13,8,-20,-5,8,-20,-9,9,-22,-16,9,-26,-21,9,-26
12/19/2013 8:30,-3,2,-15,1,4,-15,-21,4,-23,-13,4,-23,-11,4,-23
12/26/2013 8:30,-12,3,-15,-13,3,-16,-8,3,-17,-6,3,-17,-4,3,-17
1/2/2014 8:30,9,10,-6,7,15,-6,2,18,-6,14,26,-13,24,35,-13
1/9/2014 8:30,-34,32,-53,-27,32,-53,-12,32,-53,-10,32,-53,-13,32,-53
1/16/2014 8:30,9,12,-24,14,28,-24,-15,28,-24,-11,28,-24,-33,28,-38
1/23/2014 8:30,21,22,-14,13,23,-14,28,33,-14,32,39,-14,35,42,-14
1/30/2014 8:30,6,11,-10,-3,11,-10,-8,11,-11,-23,11,-27,-24,11,-35
2/13/2014 8:30,-17,9,-17,-11,9,-20,-15,9,-20,-17,9,-20,-12,9,-20
2/20/2014 8:30,15,22,0,13,24,0,17,29,0,2,29,0,-1,29,-11
2/27/2014 8:30,14,22,-5,18,22,-5,25,31,-5,55,60,-5,58,71,-5
3/6/2014 8:30,61,69,-26,75,80,-26,85,100,-26,94,104,-26,112,119,-26
3/13/2014 8:30,0,7,-6,2,9,-6,1,14,-6,-12,14,-17,-27,14,-29
3/20/2014 8:30,5,11,-2,11,11,-2,12,16,-11,6,23,-11,20,24,-11
3/27/2014 8:30,5,14,-7,9,14,-7,6,23,-7,13,23,-7,-22,23,-27
4/10/2014 8:30,9,9,-1,2,11,-1,9,16,-5,34,40,-5,31,40,-5
4/17/2014 8:30,-2,1,-7,-3,1,-8,-16,2,-18,-10,2,-18,-33,2,-35
4/24/2014 8:30,-28,1,-29,-17,1,-30,-12,1,-30,7,10,-30,5,12,-30
5/1/2014 8:30,-3,4,-5,-4,4,-10,-3,4,-10,-14,4,-14,-10,4,-14
5/8/2014 8:30,-65,19,-78,-83,19,-95,-115,19,-125,-112,19,-125,-107,19,-125
5/15/2014 8:30,2,16,-8,17,19,-8,46,52,-8,66,76,-8,56,76,-8
5/22/2014 8:30,-7,3,-11,-18,3,-22,-17,3,-22,-12,3,-22,-18,3,-23
5/29/2014 8:30,-22,1,-23,-22,1,-28,-15,1,-29,-11,1,-29,-18,1,-29
6/5/2014 8:30,11,43,-24,31,43,-24,92,127,-24,95,127,-24,112,127,-24
6/12/2014 8:30,10,12,-10,5,12,-10,9,12,-10,24,33,-10,12,33,-10
6/19/2014 8:30,2,7,-2,8,9,-2,8,19,-2,-2,20,-4,-5,20,-6
6/26/2014 8:30,-5,11,-5,0,11,-6,-8,11,-26,-8,11,-26,12,16,-26
7/10/2014 8:30,1,4,-7,-1,4,-7,-15,4,-22,-10,4,-22,-19,4,-22
7/17/2014 8:30,6,6,-3,1,6,-3,-1,6,-7,-4,6,-12,-11,6,-12
7/24/2014 8:30,-1,2,-8,-6,2,-8,-7,2,-15,-4,2,-15,-8,2,-15
7/31/2014 8:30,9,11,-1,12,13,-1,15,26,-1,10,26,-1,15,26,-1
8/7/2014 8:30,13,24,-18,-10,24,-18,-26,24,-33,-16,24,-33,-18,24,-33
8/14/2014 8:30,13,20,-9,10,20,-9,11,24,-9,-7,24,-9,-15,24,-15
8/21/2014 8:30,-6,2,-10,0,2,-10,5,13,-10,12,20,-10,14,20,-10
8/28/2014 8:30,1,4,-8,-14,4,-15,-6,4,-18,-4,4,-18,-4,6,-18
9/11/2014 8:30,11,12,-10,7,13,-10,7,13,-20,-9,13,-20,1,13,-20
9/18/2014 8:30,28,30,-1,33,44,-1,55,58,-1,49,71,-1,59,71,-1
9/25/2014 8:30,5,7,-12,-8,7,-12,21,25,-13,8,42,-13,21,42,-13
10/2/2014 8:30,29,34,-16,45,61,-16,1,61,-16,12,61,-16,32,61,-16
10/9/2014 8:30,9,21,-4,-18,21,-20,6,21,-20,-27,21,-39,-40,21,-59
10/16/2014 8:30,-20,10,-22,-7,10,-31,-6,23,-36,38,41,-36,37,54,-36
10/23/2014 8:30,-1,11,-9,-5,11,-17,-17,11,-30,-14,11,-30,-10,11,-30
10/30/2014 8:30,26,33,-28,28,39,-28,43,51,-28,36,51,-28,52,57,-28
11/6/2014 8:30,-55,50,-77,-52,50,-77,-49,50,-77,-56,50,-77,-65,50,-77
11/13/2014 8:30,-12,9,-17,-2,9,-17,14,23,-17,5,23,-17,-6,23,-17
11/20/2014 8:30,26,45,-7,42,50,-7,28,53,-7,14,53,-7,16,53,-7
11/26/2014 8:30,-2,18,-20,1,18,-20,19,26,-20,20,41,-20,20,41,-20
12/4/2014 8:30,76,94,-40,61,94,-40,77,94,-40,128,136,-40,99,136,-40
12/11/2014 8:30,-27,9,-27,-29,9,-34,-44,9,-55,-38,9,-58,-38,9,-58
12/18/2014 8:30,-9,9,-17,1,9,-17,-3,9,-17,-2,9,-17,-1,15,-17
12/24/2014 8:30,-11,2,-13,-16,2,-23,-23,2,-29,-24,2,-29,-22,2,-29
12/31/2014 8:30,-5,4,-7,-13,4,-19,-4,4,-26,-33,4,-39,-32,4,-40
1/8/2015 8:30,9,11,-7,9,14,-7,1,21,-7,25,27,-7,33,41,-7
1/15/2015 8:30,3,20,-5,-29,20,-47,-70,20,-86,-107,20,-128,-91,20,-128
1/22/2015 8:30,-53,22,-103,-135,22,-151,-160,22,-175,-195,22,-212,-209,22,-215
1/29/2015 8:30,10,13,-16,22,31,-16,44,46,-16,1,55,-16,-27,55,-31
2/12/2015 8:30,-9,15,-31,-8,15,-33,27,42,-33,35,44,-33,48,63,-33
2/19/2015 8:30,-17,2,-21,-10,2,-21,-9,2,-21,-1,10,-21,-14,10,-21
2/26/2015 8:30,-45,17,-62,-58,17,-66,-99,17,-100,-86,17,-105,-99,17,-105
3/5/2015 8:30,-45,36,-51,-51,36,-72,-34,36,-72,-54,36,-72,-73,36,-91
3/12/2015 8:30,-36,8,-58,-59,8,-73,-46,8,-87,-57,8,-87,-61,8,-87
3/19/2015 8:30,12,26,-11,17,37,-11,26,37,-11,13,37,-11,-21,37,-33
3/26/2015 8:30,-13,21,-36,-11,21,-36,-80,21,-87,-55,21,-91,-83,21,-91
4/9/2015 8:30,-26,5,-29,-25,5,-29,-66,5,-74,-90,5,-100,-105,5,-115
4/16/2015 8:30,11,38,-7,4,38,-7,-29,38,-38,-3,38,-46,0,38,-46
4/23/2015 8:30,-1,19,-20,-19,19,-20,27,33,-30,51,58,-30,55,58,-30
4/30/2015 8:30,-1,37,-26,-38,37,-42,18,37,-48,31,59,-48,18,59,-48
5/7/2015 8:30,24,30,-9,14,38,-9,-7,38,-34,0,38,-34,-1,38,-34
5/14/2015 8:30,-2,21,-20,-3,21,-21,-18,21,-28,-68,21,-72,-39,21,-72
5/21/2015 8:30,-13,22,-17,-11,22,-17,-6,22,-21,-5,22,-21,-4,22,-21
5/28/2015 8:30,-3,26,-26,-5,26,-26,12,26,-35,9,26,-35,16,26,-35
6/4/2015 8:30,-24,9,-32,-65,9,-78,-49,9,-78,-46,9,-78,-42,9,-78
6/11/2015 8:30,37,53,-34,1,53,-34,21,53,-34,33,53,-34,17,53,-34
6/18/2015 8:30,-21,14,-22,-9,14,-28,-18,14,-28,0,14,-28,-3,22,-28
