id,title,rating,year,duration,Var,actor,actor_fb_likes
808,Just Like Heaven,PG-13,2005.0,95.0,1,Jon Heder,970.0
808,Just Like Heaven,PG-13,2005.0,95.0,2,Ivana Milicevic,834.0
808,Just Like Heaven,PG-13,2005.0,95.0,3,Willie Garson,512.0
809,The Flintstones in Viva Rock Vegas,PG,2000.0,90.0,1,Taylor Negron,1000.0
809,The Flintstones in Viva Rock Vegas,PG,2000.0,90.0,2,Mark Addy,891.0
809,The Flintstones in Viva Rock Vegas,PG,2000.0,90.0,3,Danny Woodburn,809.0
810,Rambo III,R,1988.0,87.0,1,Sylvester Stallone,13000.0
810,Rambo III,R,1988.0,87.0,2,Kurtwood Smith,1000.0
810,Rambo III,R,1988.0,87.0,3,Richard Crenna,349.0
811,Leatherheads,PG-13,2008.0,114.0,1,Robert Baker,142.0
811,Leatherheads,PG-13,2008.0,114.0,2,Malcolm Goodwin,117.0
811,Leatherheads,PG-13,2008.0,114.0,3,Matt Bushell,110.0
812,The Ridiculous 6,TV-14,2015.0,119.0,1,Taylor Lautner,12000.0
812,The Ridiculous 6,TV-14,2015.0,119.0,2,Adam Sandler,11000.0
812,The Ridiculous 6,TV-14,2015.0,119.0,3,Jon Lovitz,11000.0
813,Did You Hear About the Morgans?,PG-13,2009.0,103.0,1,Michael Kelly,963.0
813,Did You Hear About the Morgans?,PG-13,2009.0,103.0,2,Kim Shaw,935.0
813,Did You Hear About the Morgans?,PG-13,2009.0,103.0,3,Kevin Brown,727.0
814,The Internship,PG-13,2013.0,125.0,1,Josh Gad,1000.0
814,The Internship,PG-13,2013.0,125.0,2,Jessica Szohr,847.0
814,The Internship,PG-13,2013.0,125.0,3,Rob Riggle,839.0
815,Resident Evil: Afterlife,R,2010.0,97.0,1,Milla Jovovich,14000.0
815,Resident Evil: Afterlife,R,2010.0,97.0,2,Boris Kodjoe,1000.0
815,Resident Evil: Afterlife,R,2010.0,97.0,3,Shawn Roberts,529.0
816,Red Tails,PG-13,2012.0,125.0,1,David Oyelowo,1000.0
816,Red Tails,PG-13,2012.0,125.0,2,Nate Parker,664.0
816,Red Tails,PG-13,2012.0,125.0,3,Tristan Mack Wilds,519.0
817,Sex and the City,TV-MA,,30.0,1,Chris Noth,962.0
817,Sex and the City,TV-MA,,30.0,2,Kristin Davis,722.0
817,Sex and the City,TV-MA,,30.0,3,Cynthia Nixon,479.0
818,The Devil's Advocate,R,1997.0,136.0,1,Keanu Reeves,18000.0
818,The Devil's Advocate,R,1997.0,136.0,2,Al Pacino,14000.0
818,The Devil's Advocate,R,1997.0,136.0,3,Charlize Theron,9000.0
819,That's My Boy,R,2012.0,116.0,1,Adam Sandler,11000.0
819,That's My Boy,R,2012.0,116.0,2,Leighton Meester,3000.0
819,That's My Boy,R,2012.0,116.0,3,Will Forte,622.0
820,DragonHeart,PG-13,1996.0,103.0,1,Dennis Quaid,2000.0
820,DragonHeart,PG-13,1996.0,103.0,2,Brian Thompson,663.0
820,DragonHeart,PG-13,1996.0,103.0,3,Terry O'Neill,40.0
821,After the Sunset,PG-13,2004.0,97.0,1,Salma Hayek,4000.0
821,After the Sunset,PG-13,2004.0,97.0,2,Don Cheadle,3000.0
821,After the Sunset,PG-13,2004.0,97.0,3,Chris Penn,455.0
822,Ghost Rider: Spirit of Vengeance,PG-13,2011.0,96.0,1,Nicolas Cage,12000.0
822,Ghost Rider: Spirit of Vengeance,PG-13,2011.0,96.0,2,Spencer Wilding,1000.0
822,Ghost Rider: Spirit of Vengeance,PG-13,2011.0,96.0,3,Christopher Lambert,1000.0
823,Captain Corelli's Mandolin,R,2001.0,131.0,1,Christian Bale,23000.0
823,Captain Corelli's Mandolin,R,2001.0,131.0,2,Irene Papas,243.0
823,Captain Corelli's Mandolin,R,2001.0,131.0,3,Mihalis Giannatos,58.0
824,Anger Management,,,22.0,1,Barry Corbin,883.0
824,Anger Management,,,22.0,2,Noureen DeWulf,701.0
824,Anger Management,,,22.0,3,Brian Austin Green,676.0
825,The Pacifier,PG,2005.0,95.0,1,Vin Diesel,14000.0
825,The Pacifier,PG,2005.0,95.0,2,Brad Garrett,799.0
825,The Pacifier,PG,2005.0,95.0,3,Tate Donovan,650.0
826,Walking Tall,PG-13,2004.0,86.0,1,Dwayne Johnson,12000.0
826,Walking Tall,PG-13,2004.0,86.0,2,Ashley Scott,795.0
826,Walking Tall,PG-13,2004.0,86.0,3,Michael Bowen,348.0
827,Forrest Gump,PG-13,1994.0,142.0,1,Tom Hanks,15000.0
827,Forrest Gump,PG-13,1994.0,142.0,2,Siobhan Fallon Hogan,294.0
827,Forrest Gump,PG-13,1994.0,142.0,3,Sam Anderson,194.0
828,Alvin and the Chipmunks,PG,2007.0,92.0,1,Jesse McCartney,1000.0
828,Alvin and the Chipmunks,PG,2007.0,92.0,2,Beth Riesgraf,718.0
828,Alvin and the Chipmunks,PG,2007.0,92.0,3,Matthew Gray Gubler,639.0
829,Meet the Parents,PG-13,2000.0,108.0,1,Robert De Niro,22000.0
829,Meet the Parents,PG-13,2000.0,108.0,2,Blythe Danner,713.0
829,Meet the Parents,PG-13,2000.0,108.0,3,Teri Polo,708.0
830,Pocahontas,G,1995.0,84.0,1,Christian Bale,23000.0
830,Pocahontas,G,1995.0,84.0,2,Frank Welker,2000.0
830,Pocahontas,G,1995.0,84.0,3,Irene Bedard,752.0
831,Superman,PG,1978.0,188.0,1,Marlon Brando,10000.0
831,Superman,PG,1978.0,188.0,2,Margot Kidder,593.0
831,Superman,PG,1978.0,188.0,3,Ned Beatty,467.0
832,The Nutty Professor,PG-13,1996.0,95.0,1,Jada Pinkett Smith,851.0
832,The Nutty Professor,PG-13,1996.0,95.0,2,James Coburn,773.0
832,The Nutty Professor,PG-13,1996.0,95.0,3,Dave Chappelle,744.0
833,Hitch,PG-13,2005.0,118.0,1,Will Smith,10000.0
833,Hitch,PG-13,2005.0,118.0,2,Michael Rapaport,975.0
833,Hitch,PG-13,2005.0,118.0,3,Kevin Sussman,681.0
834,George of the Jungle,PG,1997.0,92.0,1,Brendan Fraser,3000.0
834,George of the Jungle,PG,1997.0,92.0,2,Abraham Benrubi,562.0
834,George of the Jungle,PG,1997.0,92.0,3,Holland Taylor,458.0
835,American Wedding,R,2003.0,74.0,1,Alyson Hannigan,3000.0
835,American Wedding,R,2003.0,74.0,2,Thomas Ian Nicholas,864.0
835,American Wedding,R,2003.0,74.0,3,Fred Willard,729.0
836,Captain Phillips,PG-13,2013.0,134.0,1,Tom Hanks,15000.0
836,Captain Phillips,PG-13,2013.0,134.0,2,Chris Mulkey,535.0
836,Captain Phillips,PG-13,2013.0,134.0,3,Michael Chernus,186.0
837,Date Night,PG-13,2010.0,101.0,1,Mila Kunis,15000.0
837,Date Night,PG-13,2010.0,101.0,2,James Franco,11000.0
837,Date Night,PG-13,2010.0,101.0,3,Steve Carell,7000.0
838,Casper,PG,1995.0,100.0,1,Eric Idle,795.0
838,Casper,PG,1995.0,100.0,2,Fred Rogers,419.0
838,Casper,PG,1995.0,100.0,3,Cathy Moriarty,394.0
839,The Equalizer,R,2014.0,132.0,1,Denzel Washington,18000.0
839,The Equalizer,R,2014.0,132.0,2,Chloë Grace Moretz,17000.0
839,The Equalizer,R,2014.0,132.0,3,James Wilcox,683.0
840,Maid in Manhattan,PG-13,2002.0,105.0,1,Bob Hoskins,5000.0
840,Maid in Manhattan,PG-13,2002.0,105.0,2,Frances Conroy,827.0
840,Maid in Manhattan,PG-13,2002.0,105.0,3,Natasha Richardson,708.0
841,Crimson Tide,R,1995.0,123.0,1,Denzel Washington,18000.0
841,Crimson Tide,R,1995.0,123.0,2,Viggo Mortensen,10000.0
841,Crimson Tide,R,1995.0,123.0,3,Ricky Schroder,665.0
842,The Pursuit of Happyness,PG-13,2006.0,117.0,1,Will Smith,10000.0
842,The Pursuit of Happyness,PG-13,2006.0,117.0,2,Kurt Fuller,617.0
842,The Pursuit of Happyness,PG-13,2006.0,117.0,3,James Karen,168.0
843,Flightplan,PG-13,2005.0,98.0,1,Erika Christensen,931.0
843,Flightplan,PG-13,2005.0,98.0,2,Michael Irby,507.0
843,Flightplan,PG-13,2005.0,98.0,3,Haley Ramm,354.0
844,Disclosure,R,1994.0,128.0,1,Demi Moore,2000.0
844,Disclosure,R,1994.0,128.0,2,Dylan Baker,812.0
844,Disclosure,R,1994.0,128.0,3,Roma Maffia,383.0
845,City of Angels,PG-13,1998.0,114.0,1,Nicolas Cage,12000.0
845,City of Angels,PG-13,1998.0,114.0,2,Andre Braugher,702.0
845,City of Angels,PG-13,1998.0,114.0,3,Colm Feore,539.0
846,Kill Bill: Vol. 1,R,2003.0,111.0,1,David Carradine,926.0
846,Kill Bill: Vol. 1,R,2003.0,111.0,2,Vivica A. Fox,890.0
846,Kill Bill: Vol. 1,R,2003.0,111.0,3,Chiaki Kuriyama,640.0
847,Bowfinger,PG-13,1999.0,85.0,1,Robert Downey Jr.,21000.0
847,Bowfinger,PG-13,1999.0,85.0,2,Adam Alexi-Malle,860.0
847,Bowfinger,PG-13,1999.0,85.0,3,Jamie Kennedy,490.0
848,Stargate SG-1,TV-14,,44.0,1,Christopher Judge,847.0
848,Stargate SG-1,TV-14,,44.0,2,Don S. Davis,440.0
848,Stargate SG-1,TV-14,,44.0,3,Gary Jones,72.0
849,Kill Bill: Vol. 2,R,2004.0,137.0,1,Vivica A. Fox,890.0
849,Kill Bill: Vol. 2,R,2004.0,137.0,2,Michael Parks,387.0
849,Kill Bill: Vol. 2,R,2004.0,137.0,3,Michael Bowen,348.0
850,Tango & Cash,R,1989.0,97.0,1,Sylvester Stallone,13000.0
850,Tango & Cash,R,1989.0,97.0,2,Jack Palance,549.0
850,Tango & Cash,R,1989.0,97.0,3,Brion James,403.0
851,Death Becomes Her,PG-13,1992.0,104.0,1,Bruce Willis,13000.0
851,Death Becomes Her,PG-13,1992.0,104.0,2,Meryl Streep,11000.0
851,Death Becomes Her,PG-13,1992.0,104.0,3,Isabella Rossellini,812.0
852,Shanghai Noon,PG-13,2000.0,110.0,1,Xander Berkeley,485.0
852,Shanghai Noon,PG-13,2000.0,110.0,2,Jason Connery,110.0
852,Shanghai Noon,PG-13,2000.0,110.0,3,Kate Luyben,95.0
853,Executive Decision,R,1996.0,133.0,1,Oliver Platt,1000.0
853,Executive Decision,R,1996.0,133.0,2,Joe Morton,780.0
853,Executive Decision,R,1996.0,133.0,3,J.T. Walsh,263.0
854,Mr. Popper's Penguins,PG,2011.0,94.0,1,Madeline Carroll,1000.0
854,Mr. Popper's Penguins,PG,2011.0,94.0,2,Ophelia Lovibond,549.0
854,Mr. Popper's Penguins,PG,2011.0,94.0,3,Philip Baker Hall,497.0
855,The Forbidden Kingdom,PG-13,2008.0,104.0,1,Jet Li,5000.0
855,The Forbidden Kingdom,PG-13,2008.0,104.0,2,Thomas McDonell,962.0
855,The Forbidden Kingdom,PG-13,2008.0,104.0,3,Michael Angarano,947.0
856,Free Birds,PG,2013.0,91.0,1,Amy Poehler,1000.0
856,Free Birds,PG,2013.0,91.0,2,Carlos Ponce,591.0
856,Free Birds,PG,2013.0,91.0,3,Dan Fogler,562.0
857,Alien 3,R,1992.0,145.0,1,Charles S. Dutton,534.0
857,Alien 3,R,1992.0,145.0,2,Holt McCallany,273.0
857,Alien 3,R,1992.0,145.0,3,Paul McGann,243.0
858,Evita,PG,1996.0,135.0,1,Andrea Corr,57.0
858,Evita,PG,1996.0,135.0,2,Jimmy Nail,40.0
858,Evita,PG,1996.0,135.0,3,Peter Polycarpou,34.0
859,Ronin,R,1998.0,122.0,1,Robert De Niro,22000.0
859,Ronin,R,1998.0,122.0,2,Natascha McElhone,2000.0
859,Ronin,R,1998.0,122.0,3,Michael Lonsdale,135.0
860,The Ghost and the Darkness,R,1996.0,110.0,1,Tom Wilkinson,1000.0
860,The Ghost and the Darkness,R,1996.0,110.0,2,Bernard Hill,416.0
860,The Ghost and the Darkness,R,1996.0,110.0,3,Om Puri,163.0
861,Paddington,PG,2014.0,95.0,1,Julie Walters,838.0
861,Paddington,PG,2014.0,95.0,2,Matt Lucas,722.0
861,Paddington,PG,2014.0,95.0,3,Sally Hawkins,594.0
862,The Watch,R,2012.0,102.0,1,Will Forte,622.0
862,The Watch,R,2012.0,102.0,2,Nicholas Braun,591.0
862,The Watch,R,2012.0,102.0,3,Rosemarie DeWitt,537.0
863,The Hunted,R,2003.0,94.0,1,Connie Nielsen,933.0
863,The Hunted,R,2003.0,94.0,2,Jenna Boyd,518.0
863,The Hunted,R,2003.0,94.0,3,Rex Linn,215.0
864,Instinct,R,1999.0,126.0,1,Anthony Hopkins,12000.0
864,Instinct,R,1999.0,126.0,2,Maura Tierney,509.0
864,Instinct,R,1999.0,126.0,3,John Ashton,241.0
865,Stuck on You,PG-13,2003.0,118.0,1,Matt Damon,13000.0
865,Stuck on You,PG-13,2003.0,118.0,2,Terence Bernie Hines,390.0
865,Stuck on You,PG-13,2003.0,118.0,3,Seymour Cassel,327.0
866,Semi-Pro,R,2008.0,99.0,1,Will Ferrell,8000.0
866,Semi-Pro,R,2008.0,99.0,2,Maura Tierney,509.0
866,Semi-Pro,R,2008.0,99.0,3,Matt Walsh,490.0
867,The Pirates! Band of Misfits,PG,2012.0,88.0,1,Salma Hayek,4000.0
867,The Pirates! Band of Misfits,PG,2012.0,88.0,2,Russell Tovey,796.0
867,The Pirates! Band of Misfits,PG,2012.0,88.0,3,Brian Blessed,591.0
868,Changeling,R,2008.0,141.0,1,Angelina Jolie Pitt,11000.0
868,Changeling,R,2008.0,141.0,2,Michael Kelly,963.0
868,Changeling,R,2008.0,141.0,3,Colm Feore,539.0
869,Chain Reaction,PG-13,1996.0,107.0,1,Keanu Reeves,18000.0
869,Chain Reaction,PG-13,1996.0,107.0,2,Morgan Freeman,11000.0
869,Chain Reaction,PG-13,1996.0,107.0,3,Kevin Dunn,581.0
870,The Fan,R,1996.0,116.0,1,Robert De Niro,22000.0
870,The Fan,R,1996.0,116.0,2,Kurt Fuller,617.0
870,The Fan,R,1996.0,116.0,3,Ellen Barkin,552.0
871,The Phantom of the Opera,PG-13,2004.0,143.0,1,Gerard Butler,18000.0
871,The Phantom of the Opera,PG-13,2004.0,143.0,2,Minnie Driver,893.0
871,The Phantom of the Opera,PG-13,2004.0,143.0,3,Miranda Richardson,530.0
872,Elizabeth: The Golden Age,PG-13,2007.0,114.0,1,Eddie Redmayne,13000.0
872,Elizabeth: The Golden Age,PG-13,2007.0,114.0,2,Abbie Cornish,2000.0
872,Elizabeth: The Golden Age,PG-13,2007.0,114.0,3,Jordi Mollà,877.0
873,Æon Flux,PG-13,2005.0,93.0,1,Charlize Theron,9000.0
873,Æon Flux,PG-13,2005.0,93.0,2,Sophie Okonedo,460.0
873,Æon Flux,PG-13,2005.0,93.0,3,Paterson Joseph,352.0
874,Gods and Generals,PG-13,2003.0,280.0,1,Billy Campbell,789.0
874,Gods and Generals,PG-13,2003.0,280.0,2,Bruce Boxleitner,640.0
874,Gods and Generals,PG-13,2003.0,280.0,3,John Castle,67.0
875,Turbulence,R,1997.0,100.0,1,Hector Elizondo,995.0
875,Turbulence,R,1997.0,100.0,2,Lauren Holly,879.0
875,Turbulence,R,1997.0,100.0,3,Jeffrey DeMunn,745.0
876,Imagine That,PG,2009.0,107.0,1,Stephen Root,939.0
876,Imagine That,PG,2009.0,107.0,2,Ronny Cox,605.0
876,Imagine That,PG,2009.0,107.0,3,Richard Schiff,506.0
877,Muppets Most Wanted,PG,2014.0,119.0,1,Ty Burrell,3000.0
877,Muppets Most Wanted,PG,2014.0,119.0,2,Tina Fey,2000.0
877,Muppets Most Wanted,PG,2014.0,119.0,3,Hugh Bonneville,518.0
878,Thunderbirds,PG,2004.0,95.0,1,Sophia Myles,956.0
878,Thunderbirds,PG,2004.0,95.0,2,Philip Winchester,579.0
878,Thunderbirds,PG,2004.0,95.0,3,Brady Corbet,287.0
879,Burlesque,PG-13,2010.0,119.0,1,Eric Dane,2000.0
879,Burlesque,PG-13,2010.0,119.0,2,Peter Gallagher,828.0
879,Burlesque,PG-13,2010.0,119.0,3,David Walton,676.0
880,A Very Long Engagement,R,2004.0,133.0,1,Denis Lavant,226.0
880,A Very Long Engagement,R,2004.0,133.0,2,André Dussollier,52.0
880,A Very Long Engagement,R,2004.0,133.0,3,Albert Dupontel,46.0
881,Lolita,Not Rated,1962.0,152.0,1,James Mason,617.0
881,Lolita,Not Rated,1962.0,152.0,2,Shelley Winters,367.0
881,Lolita,Not Rated,1962.0,152.0,3,Lois Maxwell,177.0
882,Eye See You,R,2002.0,96.0,1,Sylvester Stallone,13000.0
882,Eye See You,R,2002.0,96.0,2,Tom Berenger,854.0
882,Eye See You,R,2002.0,96.0,3,Charles S. Dutton,534.0
883,Blade II,R,2002.0,117.0,1,Norman Reedus,12000.0
883,Blade II,R,2002.0,117.0,2,Thomas Kretschmann,919.0
883,Blade II,R,2002.0,117.0,3,Tony Curran,845.0
884,Seven Pounds,PG-13,2008.0,123.0,1,Will Smith,10000.0
884,Seven Pounds,PG-13,2008.0,123.0,2,Rosario Dawson,3000.0
884,Seven Pounds,PG-13,2008.0,123.0,3,Madison Pettis,835.0
885,Bullet to the Head,R,2012.0,92.0,1,Sylvester Stallone,13000.0
885,Bullet to the Head,R,2012.0,92.0,2,Jason Momoa,11000.0
885,Bullet to the Head,R,2012.0,92.0,3,Jon Seda,565.0
886,The Godfather: Part III,R,1990.0,170.0,1,Al Pacino,14000.0
886,The Godfather: Part III,R,1990.0,170.0,2,Joe Mantegna,1000.0
886,The Godfather: Part III,R,1990.0,170.0,3,Bridget Fonda,889.0
887,Elizabethtown,PG-13,2005.0,123.0,1,Orlando Bloom,5000.0
887,Elizabethtown,PG-13,2005.0,123.0,2,Kirsten Dunst,4000.0
887,Elizabethtown,PG-13,2005.0,123.0,3,Judy Greer,2000.0
888,"You, Me and Dupree",PG-13,2006.0,110.0,1,Todd Stashwick,277.0
888,"You, Me and Dupree",PG-13,2006.0,110.0,2,Billy Gardell,245.0
888,"You, Me and Dupree",PG-13,2006.0,110.0,3,Amanda Detmer,240.0
889,Superman II,PG,1980.0,116.0,1,Margot Kidder,593.0
889,Superman II,PG,1980.0,116.0,2,Ned Beatty,467.0
889,Superman II,PG,1980.0,116.0,3,Jackie Cooper,420.0
890,Gigli,R,2003.0,121.0,1,Todd Giebenhain,117.0
890,Gigli,R,2003.0,121.0,2,Lenny Venito,62.0
890,Gigli,R,2003.0,121.0,3,David Backus,43.0
891,All the King's Men,PG-13,2006.0,128.0,1,Kate Winslet,14000.0
891,All the King's Men,PG-13,2006.0,128.0,2,Anthony Hopkins,12000.0
891,All the King's Men,PG-13,2006.0,128.0,3,Kevin Dunn,581.0
892,Shaft,R,2000.0,99.0,1,Christian Bale,23000.0
892,Shaft,R,2000.0,99.0,2,Vanessa Williams,1000.0
892,Shaft,R,2000.0,99.0,3,Daniel von Bargen,577.0
893,Anastasia,G,1997.0,94.0,1,Kirsten Dunst,4000.0
893,Anastasia,G,1997.0,94.0,2,Kelsey Grammer,808.0
893,Anastasia,G,1997.0,94.0,3,Bernadette Peters,753.0
894,Moulin Rouge!,PG-13,2001.0,127.0,1,Jim Broadbent,1000.0
894,Moulin Rouge!,PG-13,2001.0,127.0,2,Kylie Minogue,691.0
894,Moulin Rouge!,PG-13,2001.0,127.0,3,Richard Roxburgh,653.0
895,Domestic Disturbance,PG-13,2001.0,89.0,1,Steve Buscemi,12000.0
895,Domestic Disturbance,PG-13,2001.0,89.0,2,Teri Polo,708.0
895,Domestic Disturbance,PG-13,2001.0,89.0,3,Matt O'Leary,303.0
896,Black Mass,R,2015.0,123.0,1,Johnny Depp,40000.0
896,Black Mass,R,2015.0,123.0,2,Benedict Cumberbatch,19000.0
896,Black Mass,R,2015.0,123.0,3,Adam Scott,3000.0
897,Flags of Our Fathers,R,2006.0,135.0,1,Paul Walker,23000.0
897,Flags of Our Fathers,R,2006.0,135.0,2,Chris Bauer,638.0
897,Flags of Our Fathers,R,2006.0,135.0,3,Tom McCarthy,310.0
898,Law Abiding Citizen,R,2009.0,118.0,1,Gerard Butler,18000.0
898,Law Abiding Citizen,R,2009.0,118.0,2,Leslie Bibb,1000.0
898,Law Abiding Citizen,R,2009.0,118.0,3,Michael Kelly,963.0
899,Grindhouse,R,2007.0,189.0,1,Quentin Tarantino,16000.0
899,Grindhouse,R,2007.0,189.0,2,Rosario Dawson,3000.0
899,Grindhouse,R,2007.0,189.0,3,Zoë Bell,1000.0
900,Beloved,R,1998.0,172.0,1,Oprah Winfrey,852.0
900,Beloved,R,1998.0,172.0,2,Kimberly Elise,637.0
900,Beloved,R,1998.0,172.0,3,Hill Harper,466.0
901,Lucky You,PG-13,2007.0,124.0,1,Robert Downey Jr.,21000.0
901,Lucky You,PG-13,2007.0,124.0,2,Robert Duvall,3000.0
901,Lucky You,PG-13,2007.0,124.0,3,Kelvin Han Yee,681.0
902,Catch Me If You Can,PG-13,2002.0,141.0,1,Leonardo DiCaprio,29000.0
902,Catch Me If You Can,PG-13,2002.0,141.0,2,Tom Hanks,15000.0
902,Catch Me If You Can,PG-13,2002.0,141.0,3,Jennifer Garner,3000.0
903,Zero Dark Thirty,R,2012.0,157.0,1,Jennifer Ehle,1000.0
903,Zero Dark Thirty,R,2012.0,157.0,2,Harold Perrineau,1000.0
903,Zero Dark Thirty,R,2012.0,157.0,3,Parker Sawyers,304.0
904,The Break-Up,PG-13,2006.0,106.0,1,Jon Favreau,4000.0
904,The Break-Up,PG-13,2006.0,106.0,2,John Michael Higgins,957.0
904,The Break-Up,PG-13,2006.0,106.0,3,Ann-Margret,931.0
905,Mamma Mia!,PG-13,2008.0,108.0,1,Colin Firth,14000.0
905,Mamma Mia!,PG-13,2008.0,108.0,2,Meryl Streep,11000.0
905,Mamma Mia!,PG-13,2008.0,108.0,3,Julie Walters,838.0
906,Valentine's Day,PG-13,2010.0,125.0,1,Bradley Cooper,14000.0
906,Valentine's Day,PG-13,2010.0,125.0,2,Taylor Lautner,12000.0
906,Valentine's Day,PG-13,2010.0,125.0,3,Anne Hathaway,11000.0
907,The Dukes of Hazzard,PG-13,2005.0,107.0,1,Alice Greczyn,631.0
907,The Dukes of Hazzard,PG-13,2005.0,107.0,2,Jessica Simpson,534.0
907,The Dukes of Hazzard,PG-13,2005.0,107.0,3,Michael Weston,379.0
908,The Thin Red Line,R,1998.0,215.0,1,Nick Stahl,648.0
908,The Thin Red Line,R,1998.0,215.0,2,Miranda Otto,568.0
908,The Thin Red Line,R,1998.0,215.0,3,Dash Mihok,463.0
909,The Change-Up,R,2011.0,118.0,1,Ryan Reynolds,16000.0
909,The Change-Up,R,2011.0,118.0,2,Olivia Wilde,10000.0
909,The Change-Up,R,2011.0,118.0,3,Mircea Monroe,634.0
910,Man on the Moon,R,1999.0,118.0,1,Matt Price,134.0
910,Man on the Moon,R,1999.0,118.0,2,Gerry Becker,27.0
910,Man on the Moon,R,1999.0,118.0,3,Tom Dreesen,21.0
911,Casino,R,1995.0,178.0,1,Robert De Niro,22000.0
911,Casino,R,1995.0,178.0,2,Don Rickles,721.0
911,Casino,R,1995.0,178.0,3,Kevin Pollak,574.0
912,From Paris with Love,R,2010.0,92.0,1,Kasia Smutniak,211.0
912,From Paris with Love,R,2010.0,92.0,2,Amber Rose Revah,135.0
912,From Paris with Love,R,2010.0,92.0,3,Rebecca Dayan,75.0
913,Bulletproof Monk,PG-13,2003.0,104.0,1,Jaime King,961.0
913,Bulletproof Monk,PG-13,2003.0,104.0,2,Mako,691.0
913,Bulletproof Monk,PG-13,2003.0,104.0,3,Victoria Smurfit,343.0
914,"Me, Myself & Irene",R,2000.0,116.0,1,Robert Forster,889.0
914,"Me, Myself & Irene",R,2000.0,116.0,2,Tony Cox,624.0
914,"Me, Myself & Irene",R,2000.0,116.0,3,Rob Moran,79.0
915,Barnyard,PG,2006.0,90.0,1,Rob Paulsen,677.0
915,Barnyard,PG,2006.0,90.0,2,Wanda Sykes,560.0
915,Barnyard,PG,2006.0,90.0,3,Maurice LaMarche,523.0
916,Deck the Halls,PG,2006.0,93.0,1,Matthew Broderick,2000.0
916,Deck the Halls,PG,2006.0,93.0,2,Jorge Garcia,1000.0
916,Deck the Halls,PG,2006.0,93.0,3,Alia Shawkat,728.0
917,The Twilight Saga: New Moon,PG-13,2009.0,130.0,1,Robert Pattinson,21000.0
917,The Twilight Saga: New Moon,PG-13,2009.0,130.0,2,Kristen Stewart,17000.0
917,The Twilight Saga: New Moon,PG-13,2009.0,130.0,3,Taylor Lautner,12000.0
918,Shrek,PG,2001.0,90.0,1,Kathleen Freeman,145.0
918,Shrek,PG,2001.0,90.0,2,Chris Miller,50.0
918,Shrek,PG,2001.0,90.0,3,Bobby Block,21.0
919,The Adjustment Bureau,PG-13,2011.0,106.0,1,Matt Damon,13000.0
919,The Adjustment Bureau,PG-13,2011.0,106.0,2,Michael Kelly,963.0
919,The Adjustment Bureau,PG-13,2011.0,106.0,3,Jon Stewart,593.0
920,Robin Hood: Prince of Thieves,PG-13,1991.0,155.0,1,Alan Rickman,25000.0
920,Robin Hood: Prince of Thieves,PG-13,1991.0,155.0,2,Morgan Freeman,11000.0
920,Robin Hood: Prince of Thieves,PG-13,1991.0,155.0,3,Michael Wincott,721.0
921,Jerry Maguire,R,1996.0,139.0,1,Tom Cruise,10000.0
921,Jerry Maguire,R,1996.0,139.0,2,Kelly Preston,743.0
921,Jerry Maguire,R,1996.0,139.0,3,Bonnie Hunt,597.0
922,Ted,R,2012.0,112.0,1,Mila Kunis,15000.0
922,Ted,R,2012.0,112.0,2,Seth MacFarlane,3000.0
922,Ted,R,2012.0,112.0,3,Tom Skerritt,1000.0
923,As Good as It Gets,PG-13,1997.0,139.0,1,Lupe Ontiveros,625.0
923,As Good as It Gets,PG-13,1997.0,139.0,2,Yeardley Smith,440.0
923,As Good as It Gets,PG-13,1997.0,139.0,3,Shirley Knight,285.0
924,Patch Adams,PG-13,1998.0,115.0,1,Robin Williams,49000.0
924,Patch Adams,PG-13,1998.0,115.0,2,Philip Seymour Hoffman,22000.0
924,Patch Adams,PG-13,1998.0,115.0,3,Monica Potter,878.0
925,Anchorman 2: The Legend Continues,PG-13,2013.0,143.0,1,Harrison Ford,11000.0
925,Anchorman 2: The Legend Continues,PG-13,2013.0,143.0,2,Will Ferrell,8000.0
925,Anchorman 2: The Legend Continues,PG-13,2013.0,143.0,3,Steve Carell,7000.0
926,Mr. Deeds,PG-13,2002.0,96.0,1,Steve Buscemi,12000.0
926,Mr. Deeds,PG-13,2002.0,96.0,2,Adam Sandler,11000.0
926,Mr. Deeds,PG-13,2002.0,96.0,3,Peter Gallagher,828.0
927,Super 8,PG-13,2011.0,112.0,1,Joel Courtney,1000.0
927,Super 8,PG-13,2011.0,112.0,2,AJ Michalka,560.0
927,Super 8,PG-13,2011.0,112.0,3,Zach Mills,417.0
928,Erin Brockovich,R,2000.0,131.0,1,Julia Roberts,8000.0
928,Erin Brockovich,R,2000.0,131.0,2,Albert Finney,883.0
928,Erin Brockovich,R,2000.0,131.0,3,Conchata Ferrell,658.0
929,How to Lose a Guy in 10 Days,PG-13,2003.0,116.0,1,Matthew McConaughey,11000.0
929,How to Lose a Guy in 10 Days,PG-13,2003.0,116.0,2,Adam Goldberg,1000.0
929,How to Lose a Guy in 10 Days,PG-13,2003.0,116.0,3,Thomas Lennon,651.0
930,22 Jump Street,R,2014.0,112.0,1,Channing Tatum,17000.0
930,22 Jump Street,R,2014.0,112.0,2,Craig Roberts,920.0
930,22 Jump Street,R,2014.0,112.0,3,Amber Stevens West,584.0
931,Interview with the Vampire: The Vampire Chronicles,R,1994.0,123.0,1,Brad Pitt,11000.0
