Index,state_abuja,state_kwara,state_lagos,state_ogun,state_oyo,state_rivers
18819,0,1,0,0,0,0
7137,0,0,1,0,0,0
140,0,0,1,0,0,0
14550,0,0,1,0,0,0
5443,0,0,1,0,0,0
2356,0,0,1,0,0,0
8584,0,0,1,0,0,0
18979,0,0,0,1,0,0
9232,0,0,1,0,0,0
19216,0,0,0,0,1,0
18311,0,0,1,0,0,0
11777,0,0,1,0,0,0
11904,0,0,1,0,0,0
6585,0,0,1,0,0,0
9861,1,0,0,0,0,0
8899,0,0,1,0,0,0
23591,0,0,1,0,0,0
16136,0,0,1,0,0,0
9497,0,0,1,0,0,0
10027,0,0,1,0,0,0
15561,1,0,0,0,0,0
9738,0,0,1,0,0,0
7904,0,0,1,0,0,0
12650,0,0,1,0,0,0
24997,0,0,1,0,0,0
23760,0,0,1,0,0,0
3334,0,0,1,0,0,0
18964,0,0,0,0,1,0
21835,0,0,1,0,0,0
23436,1,0,0,0,0,0
15377,1,0,0,0,0,0
1427,0,0,1,0,0,0
24597,0,0,1,0,0,0
11396,1,0,0,0,0,0
7606,0,0,1,0,0,0
4048,0,0,1,0,0,0
11266,0,0,1,0,0,0
1926,0,0,1,0,0,0
7814,0,0,1,0,0,0
17378,0,0,1,0,0,0
3227,0,0,1,0,0,0
24307,0,0,1,0,0,0
6759,0,0,1,0,0,0
12431,0,0,1,0,0,0
22712,1,0,0,0,0,0
15355,0,0,1,0,0,0
12243,1,0,0,0,0,0
9733,0,0,1,0,0,0
23324,1,0,0,0,0,0
3233,0,0,1,0,0,0
12410,0,0,1,0,0,0
18927,0,1,0,0,0,0
8863,0,0,1,0,0,0
25098,0,0,1,0,0,0
1242,0,0,1,0,0,0
1007,0,0,1,0,0,0
7768,0,0,1,0,0,0
7778,0,0,1,0,0,0
4555,0,0,1,0,0,0
6930,0,0,1,0,0,0
3101,0,0,1,0,0,0
23967,0,0,1,0,0,0
11321,1,0,0,0,0,0
6036,0,0,1,0,0,0
10735,0,0,1,0,0,0
9331,0,0,1,0,0,0
11117,0,0,1,0,0,0
3660,0,0,0,1,0,0
9872,0,0,1,0,0,0
24895,0,0,1,0,0,0
22990,1,0,0,0,0,0
19331,0,0,0,0,0,1
14467,0,0,1,0,0,0
5942,0,0,1,0,0,0
12944,0,0,1,0,0,0
10763,0,0,1,0,0,0
12188,0,0,1,0,0,0
21509,0,0,1,0,0,0
8640,0,0,1,0,0,0
18671,1,0,0,0,0,0
24834,0,0,1,0,0,0
11379,0,0,1,0,0,0
14646,0,0,1,0,0,0
18837,0,0,1,0,0,0
22550,1,0,0,0,0,0
11423,0,0,1,0,0,0
17240,0,0,1,0,0,0
7990,0,0,1,0,0,0
5997,0,0,1,0,0,0
24076,0,0,1,0,0,0
4202,1,0,0,0,0,0
6829,0,0,1,0,0,0
1969,0,0,1,0,0,0
7891,0,0,1,0,0,0
17436,0,0,1,0,0,0
12176,0,0,1,0,0,0
21792,0,0,1,0,0,0
5574,0,0,1,0,0,0
5678,0,0,1,0,0,0
19685,0,0,0,0,0,1
10195,0,0,1,0,0,0
13784,1,0,0,0,0,0
20302,0,0,0,0,0,1
674,0,0,1,0,0,0
16737,0,0,1,0,0,0
2330,0,0,1,0,0,0
7906,0,0,1,0,0,0
2745,0,0,1,0,0,0
12272,0,0,1,0,0,0
23202,1,0,0,0,0,0
9560,0,0,1,0,0,0
17183,0,0,1,0,0,0
4723,0,0,1,0,0,0
5342,0,0,1,0,0,0
19737,0,0,1,0,0,0
23398,0,0,1,0,0,0
6103,0,0,1,0,0,0
5771,1,0,0,0,0,0
24662,0,0,1,0,0,0
10329,0,0,1,0,0,0
19727,0,0,0,0,1,0
11053,0,0,1,0,0,0
4355,0,0,1,0,0,0
363,0,0,1,0,0,0
24192,0,0,1,0,0,0
2276,0,0,1,0,0,0
6067,0,0,1,0,0,0
11569,0,0,1,0,0,0
7147,0,0,1,0,0,0
23798,0,0,1,0,0,0
4303,0,0,1,0,0,0
17975,0,0,1,0,0,0
2289,0,0,1,0,0,0
20083,0,0,0,1,0,0
8357,0,0,1,0,0,0
13227,0,0,1,0,0,0
7552,0,0,1,0,0,0
5351,0,0,1,0,0,0
5521,0,0,1,0,0,0
9832,0,0,1,0,0,0
16992,0,0,1,0,0,0
22989,1,0,0,0,0,0
1210,0,0,1,0,0,0
7151,0,0,1,0,0,0
2605,0,0,1,0,0,0
9687,0,0,1,0,0,0
19421,0,0,0,1,0,0
22269,0,0,1,0,0,0
21167,1,0,0,0,0,0
17199,0,0,1,0,0,0
13373,0,0,1,0,0,0
23132,0,0,1,0,0,0
23221,0,0,1,0,0,0
12465,1,0,0,0,0,0
14301,0,0,1,0,0,0
15514,0,0,1,0,0,0
9705,0,0,1,0,0,0
20340,1,0,0,0,0,0
21457,1,0,0,0,0,0
14355,0,0,1,0,0,0
7168,0,0,1,0,0,0
21707,0,0,1,0,0,0
22991,1,0,0,0,0,0
22718,1,0,0,0,0,0
21647,0,0,1,0,0,0
11811,0,0,1,0,0,0
4349,0,0,1,0,0,0
23299,0,0,1,0,0,0
23434,1,0,0,0,0,0
16712,0,0,1,0,0,0
8642,0,0,1,0,0,0
12138,0,0,1,0,0,0
9307,0,0,1,0,0,0
22736,0,0,1,0,0,0
23038,1,0,0,0,0,0
16015,0,0,1,0,0,0
17761,0,0,1,0,0,0
5458,0,0,1,0,0,0
11301,1,0,0,0,0,0
8630,0,0,1,0,0,0
8728,0,0,1,0,0,0
23641,0,0,1,0,0,0
11427,0,0,1,0,0,0
22686,1,0,0,0,0,0
7416,0,0,1,0,0,0
22747,0,0,1,0,0,0
15236,0,0,1,0,0,0
11222,0,0,1,0,0,0
9708,1,0,0,0,0,0
12062,0,0,1,0,0,0
5711,0,0,1,0,0,0
4846,0,0,1,0,0,0
3776,0,0,1,0,0,0
5108,0,0,1,0,0,0
12474,0,0,1,0,0,0
11576,0,0,1,0,0,0
24814,0,0,1,0,0,0
6476,0,0,1,0,0,0
6671,0,0,1,0,0,0
8384,0,0,1,0,0,0
2807,0,0,1,0,0,0
11863,0,0,1,0,0,0
19800,1,0,0,0,0,0
1741,0,0,1,0,0,0
2507,0,0,1,0,0,0
21306,0,0,1,0,0,0
6808,0,0,1,0,0,0
11484,0,0,1,0,0,0
2100,0,0,1,0,0,0
2523,0,0,1,0,0,0
23582,0,0,1,0,0,0
15132,0,0,0,0,1,0
18868,1,0,0,0,0,0
6092,0,0,1,0,0,0
4311,0,0,1,0,0,0
24800,0,0,1,0,0,0
1099,0,0,1,0,0,0
18851,0,0,1,0,0,0
15100,0,0,0,1,0,0
22159,0,0,1,0,0,0
2609,0,0,1,0,0,0
20945,1,0,0,0,0,0
4398,0,0,1,0,0,0
18274,0,0,1,0,0,0
3795,0,0,1,0,0,0
14150,0,0,1,0,0,0
23681,0,0,1,0,0,0
2171,0,0,1,0,0,0
23360,0,0,1,0,0,0
19923,0,0,1,0,0,0
14390,0,0,1,0,0,0
11646,0,0,1,0,0,0
11040,0,0,1,0,0,0
18288,0,0,0,0,1,0
4727,0,0,1,0,0,0
1386,1,0,0,0,0,0
8173,0,0,1,0,0,0
25138,0,0,1,0,0,0
5229,0,0,1,0,0,0
13659,0,0,1,0,0,0
17450,0,0,1,0,0,0
22261,0,0,1,0,0,0
8720,0,0,1,0,0,0
9021,0,0,1,0,0,0
7033,0,0,1,0,0,0
19659,1,0,0,0,0,0
13431,0,0,1,0,0,0
190,0,0,1,0,0,0
12341,0,0,1,0,0,0
18926,0,1,0,0,0,0
3287,0,0,1,0,0,0
8777,0,0,1,0,0,0
16301,0,0,1,0,0,0
23994,0,0,1,0,0,0
11603,0,0,1,0,0,0
14065,0,0,1,0,0,0
18563,0,0,1,0,0,0
15769,0,0,1,0,0,0
2241,0,0,1,0,0,0
21801,1,0,0,0,0,0
18845,0,0,1,0,0,0
10089,0,0,1,0,0,0
5434,1,0,0,0,0,0
10143,0,0,1,0,0,0
785,0,0,1,0,0,0
19850,0,0,0,0,1,0
18232,0,0,1,0,0,0
23158,1,0,0,0,0,0
6895,0,0,1,0,0,0
19655,0,0,0,0,1,0
2689,0,0,1,0,0,0
18382,0,0,1,0,0,0
7931,0,0,1,0,0,0
4872,0,0,1,0,0,0
15103,0,0,1,0,0,0
20270,0,0,0,0,1,0
227,0,0,1,0,0,0
18008,0,0,1,0,0,0
2645,0,0,1,0,0,0
13058,0,0,1,0,0,0
13971,0,0,1,0,0,0
590,0,0,1,0,0,0
4615,0,0,1,0,0,0
10415,0,0,1,0,0,0
18235,0,0,0,0,1,0
13377,0,0,1,0,0,0
2975,0,0,1,0,0,0
19217,0,0,0,0,1,0
15976,0,0,0,0,1,0
11532,0,0,1,0,0,0
519,0,0,1,0,0,0
24427,0,0,1,0,0,0
5881,0,0,1,0,0,0
250,0,0,1,0,0,0
24854,0,0,1,0,0,0
8687,1,0,0,0,0,0
8315,1,0,0,0,0,0
16591,0,0,1,0,0,0
16949,0,0,1,0,0,0
19901,0,0,0,1,0,0
23243,1,0,0,0,0,0
22364,1,0,0,0,0,0
263,0,0,1,0,0,0
6902,0,0,1,0,0,0
7966,0,0,1,0,0,0
21395,0,0,1,0,0,0
21290,0,0,1,0,0,0
20624,0,0,0,0,1,0
13651,0,0,1,0,0,0
101,0,0,1,0,0,0
13788,0,0,1,0,0,0
6058,0,0,1,0,0,0
19253,0,0,0,0,0,1
6089,0,0,1,0,0,0
24131,0,0,1,0,0,0
732,0,0,1,0,0,0
15310,0,0,1,0,0,0
18516,0,0,0,1,0,0
11370,0,0,1,0,0,0
24433,0,0,1,0,0,0
23249,1,0,0,0,0,0
3941,0,0,1,0,0,0
1550,0,0,1,0,0,0
7349,0,0,1,0,0,0
6599,0,0,1,0,0,0
4008,0,0,1,0,0,0
18854,0,0,1,0,0,0
7422,0,0,1,0,0,0
20265,0,0,0,0,1,0
22212,0,0,1,0,0,0
4783,0,0,0,0,1,0
23740,0,0,1,0,0,0
23337,1,0,0,0,0,0
2194,0,0,1,0,0,0
13622,1,0,0,0,0,0
4669,0,0,1,0,0,0
13561,0,0,1,0,0,0
7666,0,0,1,0,0,0
1632,0,0,1,0,0,0
11304,0,0,1,0,0,0
6771,0,0,1,0,0,0
6775,0,0,1,0,0,0
1397,0,0,1,0,0,0
16681,0,0,1,0,0,0
7660,0,0,1,0,0,0
23835,0,0,1,0,0,0
3641,0,0,1,0,0,0
10133,0,0,1,0,0,0
15433,0,0,1,0,0,0
21580,1,0,0,0,0,0
7219,1,0,0,0,0,0
22867,1,0,0,0,0,0
17968,0,0,1,0,0,0
6468,0,0,1,0,0,0
23210,0,0,1,0,0,0
11092,0,0,1,0,0,0
13290,0,0,1,0,0,0
10915,0,0,1,0,0,0
19125,0,0,1,0,0,0
22055,1,0,0,0,0,0
5962,0,0,1,0,0,0
8732,0,0,0,0,1,0
12009,0,0,1,0,0,0
14335,0,0,1,0,0,0
17759,0,0,1,0,0,0
2824,0,0,1,0,0,0
2704,0,0,1,0,0,0
11357,0,0,1,0,0,0
14202,0,0,1,0,0,0
19377,1,0,0,0,0,0
17595,0,0,1,0,0,0
2734,0,0,1,0,0,0
12662,0,0,1,0,0,0
19098,0,0,0,0,0,1
629,0,0,1,0,0,0
15422,0,0,1,0,0,0
18063,0,0,1,0,0,0
3230,0,0,1,0,0,0
484,0,0,1,0,0,0
19976,0,0,0,0,1,0
21641,0,0,1,0,0,0
2933,0,0,1,0,0,0
11696,0,0,1,0,0,0
7143,0,0,1,0,0,0
21942,0,0,1,0,0,0
1918,0,0,1,0,0,0
13945,0,0,1,0,0,0
4761,0,0,0,0,0,1
22956,1,0,0,0,0,0
4077,0,0,1,0,0,0
21223,1,0,0,0,0,0
9325,0,0,1,0,0,0
11897,0,0,1,0,0,0
9300,0,0,1,0,0,0
23232,0,0,1,0,0,0
17365,0,0,1,0,0,0
8420,0,0,1,0,0,0
14402,0,0,1,0,0,0
6734,0,0,1,0,0,0
20120,1,0,0,0,0,0
13638,1,0,0,0,0,0
14313,0,0,1,0,0,0
10947,0,0,1,0,0,0
22538,0,0,1,0,0,0
17774,0,0,1,0,0,0
8995,0,0,1,0,0,0
587,0,0,1,0,0,0
15986,0,0,1,0,0,0
5883,0,0,1,0,0,0
2243,0,0,1,0,0,0
1315,0,0,1,0,0,0
17373,0,0,1,0,0,0
10839,0,0,1,0,0,0
10831,0,0,1,0,0,0
2900,0,0,0,0,0,1
7589,0,0,1,0,0,0
23758,0,0,1,0,0,0
10977,0,0,1,0,0,0
19021,1,0,0,0,0,0
7360,0,0,1,0,0,0
9120,0,0,1,0,0,0
23009,1,0,0,0,0,0
19577,0,0,0,0,0,1
936,0,0,1,0,0,0
7716,0,0,1,0,0,0
9888,0,0,1,0,0,0
2369,0,0,1,0,0,0
7323,0,0,1,0,0,0
3545,0,0,0,0,1,0
9647,0,0,1,0,0,0
1594,0,0,1,0,0,0
21758,1,0,0,0,0,0
10926,0,0,1,0,0,0
18481,0,0,1,0,0,0
4351,0,0,1,0,0,0
625,0,0,1,0,0,0
19441,0,0,0,0,0,1
3362,1,0,0,0,0,0
6616,0,0,1,0,0,0
13410,0,0,1,0,0,0
18777,0,0,0,1,0,0
16544,0,0,1,0,0,0
10680,0,0,1,0,0,0
16642,0,0,1,0,0,0
13958,0,0,1,0,0,0
15387,0,0,1,0,0,0
7679,0,0,1,0,0,0
20375,0,0,0,0,1,0
19019,0,0,0,0,0,1
3837,0,0,0,0,0,1
3754,0,0,1,0,0,0
18631,0,0,1,0,0,0
16155,0,0,1,0,0,0
7513,0,0,1,0,0,0
19392,0,1,0,0,0,0
998,0,0,1,0,0,0
15180,0,0,1,0,0,0
8735,0,0,1,0,0,0
79,0,0,1,0,0,0
12698,0,0,1,0,0,0
14243,0,0,1,0,0,0
24047,0,0,1,0,0,0
3576,1,0,0,0,0,0
15712,0,0,1,0,0,0
18222,0,0,1,0,0,0
9764,0,0,1,0,0,0
20980,0,0,0,0,1,0
22667,0,0,1,0,0,0
18930,0,1,0,0,0,0
1912,0,0,1,0,0,0
2520,0,0,1,0,0,0
16188,0,0,1,0,0,0
21660,0,0,1,0,0,0
1209,0,0,1,0,0,0
1683,1,0,0,0,0,0
21743,0,0,1,0,0,0
12718,0,0,1,0,0,0
11307,0,0,1,0,0,0
6768,0,0,1,0,0,0
13941,0,0,1,0,0,0
10160,0,0,1,0,0,0
8347,0,0,1,0,0,0
1993,0,0,1,0,0,0
23330,1,0,0,0,0,0
11226,0,0,1,0,0,0
20154,0,0,1,0,0,0
3337,0,0,1,0,0,0
14422,0,0,1,0,0,0
17303,0,0,1,0,0,0
528,0,0,1,0,0,0
23363,0,0,1,0,0,0
16677,0,0,1,0,0,0
23793,0,0,1,0,0,0
19388,0,1,0,0,0,0
8665,0,0,1,0,0,0
21058,0,0,1,0,0,0
21235,1,0,0,0,0,0
960,0,0,1,0,0,0
2156,0,0,1,0,0,0
2338,0,0,1,0,0,0
8560,0,0,1,0,0,0
24759,0,0,1,0,0,0
17856,0,0,1,0,0,0
3222,0,0,1,0,0,0
9741,0,0,1,0,0,0
3943,0,0,1,0,0,0
3932,0,0,1,0,0,0
1933,0,0,1,0,0,0
24955,0,0,1,0,0,0
12240,0,0,1,0,0,0
4747,0,0,1,0,0,0
23849,0,0,1,0,0,0
6177,0,0,1,0,0,0
50,0,0,1,0,0,0
8139,0,0,1,0,0,0
12316,0,0,1,0,0,0
16507,0,0,1,0,0,0
8737,0,0,1,0,0,0
2126,0,0,1,0,0,0
17964,0,0,1,0,0,0
23960,0,0,1,0,0,0
17320,0,0,1,0,0,0
14580,0,0,1,0,0,0
22927,1,0,0,0,0,0
8456,0,0,1,0,0,0
3493,0,0,1,0,0,0
11192,0,0,1,0,0,0
2450,0,0,1,0,0,0
22645,1,0,0,0,0,0
5748,0,0,1,0,0,0
20389,0,0,0,0,0,1
17419,0,0,1,0,0,0
5446,0,0,1,0,0,0
12840,1,0,0,0,0,0
10939,0,0,1,0,0,0
20971,0,0,0,1,0,0
11666,1,0,0,0,0,0
17499,0,0,1,0,0,0
14941,0,0,1,0,0,0
19576,0,0,0,0,0,1
10550,0,0,1,0,0,0
24371,0,0,1,0,0,0
10096,0,0,1,0,0,0
4442,0,0,1,0,0,0
14953,0,0,1,0,0,0
23567,1,0,0,0,0,0
24514,0,0,1,0,0,0
23949,0,0,1,0,0,0
20695,0,0,0,0,0,1
3880,0,0,1,0,0,0
16577,0,0,1,0,0,0
23204,1,0,0,0,0,0
24726,0,0,1,0,0,0
20686,0,0,0,0,0,1
22013,1,0,0,0,0,0
80,0,0,1,0,0,0
4030,0,0,1,0,0,0
13549,0,0,1,0,0,0
18368,0,0,1,0,0,0
5161,0,0,1,0,0,0
15448,0,0,1,0,0,0
4402,0,0,1,0,0,0
20717,0,0,0,1,0,0
24118,0,0,1,0,0,0
4488,0,0,1,0,0,0
5709,0,0,1,0,0,0
17052,0,0,1,0,0,0
3401,0,0,1,0,0,0
2733,0,0,1,0,0,0
18094,0,0,1,0,0,0
3363,0,0,1,0,0,0
20638,0,0,0,0,1,0
13,1,0,0,0,0,0
4252,0,0,1,0,0,0
9146,0,0,1,0,0,0
24831,0,0,1,0,0,0
17724,1,0,0,0,0,0
8585,0,0,1,0,0,0
9521,0,0,1,0,0,0
24856,0,0,1,0,0,0
5517,0,0,1,0,0,0
9808,0,0,1,0,0,0
15331,0,0,1,0,0,0
5222,0,0,1,0,0,0
16857,0,0,1,0,0,0
15518,0,0,1,0,0,0
23369,1,0,0,0,0,0
18958,0,0,0,0,1,0
20675,0,0,0,0,0,1
8209,0,0,1,0,0,0
9536,0,0,1,0,0,0
8300,0,0,1,0,0,0
2397,0,0,1,0,0,0
24789,0,0,1,0,0,0
10549,0,0,1,0,0,0
23735,0,0,1,0,0,0
21339,0,0,1,0,0,0
6818,0,0,1,0,0,0
20127,1,0,0,0,0,0
9749,0,0,1,0,0,0
12476,0,0,1,0,0,0
23751,0,0,1,0,0,0
12921,0,0,1,0,0,0
228,0,0,1,0,0,0
2144,0,0,1,0,0,0
15813,0,0,1,0,0,0
16486,0,0,1,0,0,0
20000,0,0,0,1,0,0
3403,0,0,1,0,0,0
20832,0,0,0,0,1,0
17640,1,0,0,0,0,0
2487,0,0,1,0,0,0
18595,0,0,1,0,0,0
8414,0,0,1,0,0,0
3718,1,0,0,0,0,0
13129,0,0,1,0,0,0
17932,0,0,1,0,0,0
20568,1,0,0,0,0,0
23007,1,0,0,0,0,0
4941,0,0,1,0,0,0
15262,0,0,1,0,0,0
19996,0,0,0,0,0,1
14448,0,0,1,0,0,0
8386,0,0,1,0,0,0
12314,0,0,1,0,0,0
21601,0,0,1,0,0,0
18048,0,0,1,0,0,0
10816,0,0,1,0,0,0
11675,0,0,1,0,0,0
5685,1,0,0,0,0,0
23792,0,0,1,0,0,0
21611,0,0,1,0,0,0
20065,0,0,1,0,0,0
2562,0,0,1,0,0,0
389,0,0,1,0,0,0
7059,0,0,1,0,0,0
10794,0,0,1,0,0,0
3793,0,0,1,0,0,0
2016,0,0,1,0,0,0
180,0,0,1,0,0,0
4732,1,0,0,0,0,0
9978,0,0,1,0,0,0
4016,0,0,1,0,0,0
734,0,0,1,0,0,0
18921,0,1,0,0,0,0
14392,0,0,1,0,0,0
14520,0,0,1,0,0,0
23677,0,0,1,0,0,0
19161,0,0,0,0,0,1
13142,0,0,1,0,0,0
20140,0,0,1,0,0,0
16554,0,0,1,0,0,0
13438,0,0,1,0,0,0
15854,0,0,1,0,0,0
19760,0,0,0,1,0,0
13474,1,0,0,0,0,0
1951,0,0,1,0,0,0
1429,0,0,1,0,0,0
1552,0,0,1,0,0,0
20992,0,0,1,0,0,0
8368,0,0,1,0,0,0
12135,0,0,1,0,0,0
12020,0,0,1,0,0,0
14285,0,0,1,0,0,0
19247,0,0,0,0,0,1
10580,0,0,1,0,0,0
6035,0,0,1,0,0,0
21090,1,0,0,0,0,0
2204,0,0,1,0,0,0
19625,0,1,0,0,0,0
19610,0,0,0,0,0,1
14782,0,0,1,0,0,0
12177,0,0,1,0,0,0
20917,0,0,0,0,1,0
7094,0,0,1,0,0,0
16557,0,0,1,0,0,0
8233,0,0,1,0,0,0
15431,0,0,1,0,0,0
5318,1,0,0,0,0,0
59,0,0,1,0,0,0
19054,0,0,0,1,0,0
20567,1,0,0,0,0,0
13632,0,0,1,0,0,0
7861,0,0,1,0,0,0
2991,0,0,1,0,0,0
12738,0,0,1,0,0,0
9565,0,0,1,0,0,0
3175,0,0,1,0,0,0
10379,0,0,1,0,0,0
12634,0,0,1,0,0,0
6635,0,0,1,0,0,0
9290,0,0,1,0,0,0
19291,0,0,0,0,1,0
3036,0,0,1,0,0,0
15383,0,0,1,0,0,0
1320,0,0,1,0,0,0
4524,0,0,1,0,0,0
3186,0,0,1,0,0,0
11847,0,0,1,0,0,0
16622,0,0,1,0,0,0
5191,1,0,0,0,0,0
503,0,0,1,0,0,0
21917,1,0,0,0,0,0
14212,0,0,1,0,0,0
23174,1,0,0,0,0,0
16402,0,0,1,0,0,0
18289,0,0,1,0,0,0
2004,0,0,1,0,0,0
1816,0,0,1,0,0,0
6427,0,0,1,0,0,0
14365,0,0,1,0,0,0
8298,0,0,1,0,0,0
711,0,0,1,0,0,0
21317,0,0,1,0,0,0
13004,0,0,1,0,0,0
2871,0,0,0,0,0,1
912,0,0,1,0,0,0
2981,0,0,1,0,0,0
16003,0,0,1,0,0,0
14854,0,0,1,0,0,0
353,0,0,1,0,0,0
5061,0,0,1,0,0,0
17443,0,0,1,0,0,0
14295,0,0,1,0,0,0
11706,0,0,1,0,0,0
17138,0,0,1,0,0,0
22087,0,0,1,0,0,0
21996,0,0,1,0,0,0
4793,0,0,1,0,0,0
16527,0,0,1,0,0,0
22664,0,0,1,0,0,0
7425,0,0,1,0,0,0
10651,0,0,1,0,0,0
9475,0,0,1,0,0,0
20577,0,0,0,0,0,1
19832,0,0,0,0,0,1
23227,0,0,1,0,0,0
9735,0,0,1,0,0,0
12217,0,0,1,0,0,0
12027,0,0,0,0,0,1
19064,0,0,0,1,0,0
16536,0,0,1,0,0,0
19963,1,0,0,0,0,0
13505,0,0,1,0,0,0
21098,0,0,0,0,1,0
12525,0,0,1,0,0,0
11096,0,0,1,0,0,0
8635,0,0,1,0,0,0
19928,1,0,0,0,0,0
24495,0,0,1,0,0,0
22999,1,0,0,0,0,0
5958,1,0,0,0,0,0
11881,0,0,1,0,0,0
19713,0,1,0,0,0,0
16675,0,0,1,0,0,0
21532,1,0,0,0,0,0
16209,0,0,1,0,0,0
4199,0,0,1,0,0,0
5404,0,0,1,0,0,0
24781,0,0,1,0,0,0
4259,1,0,0,0,0,0
19555,1,0,0,0,0,0
13475,0,0,1,0,0,0
23226,0,0,1,0,0,0
18662,0,0,1,0,0,0
11623,0,0,1,0,0,0
810,0,0,1,0,0,0
17510,0,0,1,0,0,0
3511,0,0,1,0,0,0
22098,1,0,0,0,0,0
25172,0,0,1,0,0,0
17471,0,0,1,0,0,0
23161,1,0,0,0,0,0
13524,0,0,1,0,0,0
10791,0,0,1,0,0,0
19903,0,0,1,0,0,0
22171,0,0,1,0,0,0
8865,0,0,1,0,0,0
15326,0,0,1,0,0,0
20115,1,0,0,0,0,0
6901,1,0,0,0,0,0
22128,0,0,1,0,0,0
21599,0,0,1,0,0,0
2688,0,0,1,0,0,0
12079,0,0,1,0,0,0
2652,0,0,1,0,0,0
17053,0,0,1,0,0,0
11548,0,0,1,0,0,0
15866,0,0,1,0,0,0
8312,1,0,0,0,0,0
17144,0,0,1,0,0,0
5134,0,0,1,0,0,0
11769,0,0,1,0,0,0
10592,0,0,1,0,0,0
14934,0,0,1,0,0,0
13276,0,0,1,0,0,0
25136,0,0,1,0,0,0
9239,0,0,1,0,0,0
17129,0,0,1,0,0,0
14966,0,0,1,0,0,0
9675,0,0,1,0,0,0
21416,0,0,1,0,0,0
9878,0,0,1,0,0,0
13089,0,0,1,0,0,0
14050,0,0,1,0,0,0
6566,0,0,1,0,0,0
11460,0,0,1,0,0,0
11931,0,0,1,0,0,0
7885,0,0,1,0,0,0
18174,0,0,1,0,0,0
13854,0,0,1,0,0,0
24553,0,0,1,0,0,0
1661,0,0,1,0,0,0
6810,0,0,1,0,0,0
24550,0,0,1,0,0,0
1423,0,0,1,0,0,0
4313,0,0,1,0,0,0
10888,0,0,1,0,0,0
19786,1,0,0,0,0,0
21157,0,0,1,0,0,0
12031,0,0,1,0,0,0
24184,0,0,1,0,0,0
100,0,0,1,0,0,0
14795,0,0,1,0,0,0
16958,0,0,1,0,0,0
8513,0,0,1,0,0,0
15372,0,0,1,0,0,0
7844,0,0,1,0,0,0
4340,0,0,1,0,0,0
482,0,0,1,0,0,0
19570,0,0,0,0,0,1
11682,0,0,1,0,0,0
536,1,0,0,0,0,0
11564,0,0,1,0,0,0
19248,0,0,0,0,0,1
6247,0,0,1,0,0,0
23080,1,0,0,0,0,0
21858,1,0,0,0,0,0
13959,0,0,1,0,0,0
21243,0,0,1,0,0,0
11757,1,0,0,0,0,0
4447,0,0,1,0,0,0
4940,0,0,1,0,0,0
8633,0,0,1,0,0,0
18750,1,0,0,0,0,0
25130,0,0,1,0,0,0
9594,0,0,1,0,0,0
13923,0,0,1,0,0,0
17180,1,0,0,0,0,0
18710,1,0,0,0,0,0
19909,0,0,1,0,0,0
16643,0,0,1,0,0,0
10641,0,0,1,0,0,0
13770,0,0,1,0,0,0
9076,0,0,1,0,0,0
6292,0,0,1,0,0,0
4376,0,0,1,0,0,0
1333,0,0,1,0,0,0
17689,1,0,0,0,0,0
24879,0,0,1,0,0,0
7744,0,0,1,0,0,0
9964,0,0,1,0,0,0
11730,0,0,1,0,0,0
13946,0,0,1,0,0,0
7654,0,0,1,0,0,0
469,0,0,1,0,0,0
6839,0,0,1,0,0,0
15270,0,0,1,0,0,0
4983,0,0,1,0,0,0
6526,0,0,1,0,0,0
14537,0,0,1,0,0,0
23652,0,0,1,0,0,0
5893,0,0,1,0,0,0
19452,1,0,0,0,0,0
11535,0,0,1,0,0,0
5557,0,0,1,0,0,0
18279,0,0,1,0,0,0
15113,0,0,1,0,0,0
15038,0,0,1,0,0,0
9701,0,0,1,0,0,0
12387,0,0,1,0,0,0
4690,0,0,1,0,0,0
22915,1,0,0,0,0,0
8306,0,0,1,0,0,0
2832,0,0,0,0,1,0
214,0,0,1,0,0,0
4878,0,0,1,0,0,0
4636,0,0,1,0,0,0
20692,0,0,1,0,0,0
8712,1,0,0,0,0,0
11735,0,0,1,0,0,0
21606,0,0,1,0,0,0
307,0,0,1,0,0,0
1010,0,0,1,0,0,0
3597,0,0,1,0,0,0
1982,0,0,1,0,0,0
9961,0,0,1,0,0,0
20290,0,0,1,0,0,0
3916,0,0,1,0,0,0
8405,0,0,1,0,0,0
6929,0,0,1,0,0,0
9755,0,0,1,0,0,0
24201,0,0,1,0,0,0
12633,0,0,1,0,0,0
19504,0,0,1,0,0,0
6182,0,0,1,0,0,0
12416,0,0,1,0,0,0
10496,0,0,1,0,0,0
4203,0,0,1,0,0,0
13360,0,0,1,0,0,0
13909,0,0,1,0,0,0
10802,0,0,1,0,0,0
10675,0,0,1,0,0,0
15972,0,0,1,0,0,0
11559,0,0,1,0,0,0
17980,0,0,1,0,0,0
20620,0,0,0,1,0,0
17280,0,0,1,0,0,0
15724,0,0,1,0,0,0
5527,1,0,0,0,0,0
16222,1,0,0,0,0,0
4749,0,0,1,0,0,0
24462,0,0,1,0,0,0
3729,0,0,1,0,0,0
16513,0,0,1,0,0,0
5764,0,0,1,0,0,0
2040,0,0,1,0,0,0
14179,0,0,1,0,0,0
13182,0,0,0,0,0,1
21667,1,0,0,0,0,0
24999,0,0,1,0,0,0
24926,0,0,1,0,0,0
19808,1,0,0,0,0,0
