Column1,"Class 
Number","Gen
Ed",Class,Description,"Credit
Hours",Days,"Begin 
Time","End 
Time",Room,Instructor,"Instruction 
Mode","Start 
Date","End 
Date"
,45109.0,,ELT 289-A0B2,Engineering Electr Tech Capstn,1,4,1,1,4,54,2.0,43759.0,43814.0
EMS PARAMEDIC/ALLIED HEALTH Contact Jimmy VanCleve at 888-306-8015 or Kay Whittington at 270-686-4490 for further information.,,,,,,,,,,,,,
,46363.0,,EMS 231-A001,55,1,3,15,3,52,57,2.0,43696.0,43814.0
,46364.0,,EMS 231-A002,55,1,3,15,12,52,58,2.0,43696.0,43814.0
,46365.0,,EMS 231-A003,55,1,3,15,12,52,59,2.0,43696.0,43814.0
,46366.0,,EMS 235-A001,56,2,3,15,12,52,57,2.0,43696.0,43814.0
,46367.0,,EMS 235-A002,56,2,3,15,12,52,58,2.0,43696.0,43814.0
,46368.0,,EMS 235-A003,56,2,3,15,12,52,59,2.0,43696.0,43814.0
,46360.0,,EMS 240-A001,Medical Emergencies I,3,3,15,12,52,60,2.0,43696.0,43814.0
,46361.0,,EMS 250-A001,Medical Emergencies II,3,3,15,12,52,60,2.0,43696.0,43814.0
,46362.0,,EMS 260-A001,Special Populations,3,3,15,12,52,60,2.0,43696.0,43814.0
ENGLISH,,,,,,,,,,,,,
,45079.0,,ENG 100-A0H1,57,2,0,09:55 AM,29,53,61,2.0,43696.0,43814.0
,44523.0,6,ENG 101-A0H1,58,3,0,16,19,53,61,2.0,43696.0,43814.0
,45080.0,,ENG 100-A0H2,57,2,0,10,02:50 PM,53,5,2.0,43696.0,43814.0
,44524.0,6,ENG 101-A0H2,58,3,0,15,17,53,9,2.0,43696.0,43814.0
,45081.0,,ENG 100-A0H3,57,2,2,5,42,53,62,2.0,43696.0,43814.0
,44525.0,6,ENG 101-A0H3,58,3,2,0,0,53,62,2.0,43696.0,43814.0
,45084.0,,ENG 100-A0H4,57,2,2,01:50 PM,41,53,46,2.0,43696.0,43814.0
,44859.0,6,ENG 101-A0H4,58,3,2,15,17,53,46,2.0,43696.0,43814.0
,45082.0,,ENG 100-A0HZ,57,2,1,1,1,1,63,1.0,43696.0,43814.0
,44861.0,6,ENG 101-A0HZ,58,3,1,1,1,1,63,1.0,43696.0,43814.0
,45083.0,,ENG 100-A0ZH,57,2,1,1,1,1,64,1.0,43696.0,43814.0
,44539.0,6,ENG 101-A0ZH,58,3,1,1,1,1,64,1.0,43696.0,43814.0
,44540.0,6,ENG 101-A001,58,3,0,0,0,54,65,2.0,43696.0,43814.0
,44541.0,6,ENG 101-A002,58,3,0,0,0,33,62,2.0,43696.0,43814.0
,44542.0,6,ENG 101-A003,58,3,0,19,23,55,66,2.0,43696.0,43814.0
,44543.0,6,ENG 101-A004,58,3,0,15,17,38,65,2.0,43696.0,43814.0
,44544.0,6,ENG 101-A005,58,3,0,10,20,55,66,2.0,43696.0,43814.0
,44545.0,6,ENG 101-A006,58,3,0,14,21,39,46,2.0,43696.0,43814.0
,44546.0,6,ENG 101-A007,58,3,2,0,0,13,35,2.0,43696.0,43814.0
,44547.0,6,ENG 101-A008,58,3,2,5,24,13,35,2.0,43696.0,43814.0
,44551.0,6,ENG 101-A009,58,3,2,5,24,36,67,2.0,43696.0,43814.0
,44554.0,6,ENG 101-A010,58,3,2,19,23,36,67,2.0,43696.0,43814.0
,44557.0,6,ENG 101-A011,58,3,2,15,17,37,64,2.0,43696.0,43814.0
,44789.0,6,ENG 101-A012,58,3,2,10,20,37,67,2.0,43696.0,43814.0
,44792.0,6,ENG 101-A013,58,3,0,5,24,37,67,2.0,43696.0,43814.0
,45048.0,6,ENG 101-A014,58,3,2,19,23,55,65,2.0,43696.0,43814.0
,44887.0,6,ENG 101-A0E1,58,3,6,9,34,53,Jones,2.0,43696.0,43814.0
,44559.0,6,ENG 101-A0Z1,58,3,1,1,1,1,Bruner,1.0,43696.0,43814.0
,44560.0,6,ENG 101-A0Z2,58,3,1,1,1,1,68,1.0,43696.0,43814.0
,44562.0,6,ENG 102-A001,59,3,0,5,24,39,46,2.0,43696.0,43814.0
,44564.0,6,ENG 102-A002,59,3,0,19,23,38,68,2.0,43696.0,43814.0
,44565.0,6,ENG 102-A003,59,3,0,15,17,36,62,2.0,43696.0,43814.0
,44567.0,6,ENG 102-A004,59,3,0,10,20,56,68,2.0,43696.0,43814.0
,44570.0,6,ENG 102-A005,59,3,2,5,24,55,65,2.0,43696.0,43814.0
,44572.0,6,ENG 102-A006,59,3,2,19,23,13,66,2.0,43696.0,43814.0
,44871.0,6,ENG 102-A007,59,3,2,15,17,36,61,2.0,43696.0,43814.0
,44573.0,6,ENG 102-A0Z1,59,3,1,1,1,1,66,1.0,43696.0,43814.0
,44574.0,6,ENG 102-A0Z2,59,3,1,1,1,1,67,1.0,43696.0,43814.0
,44575.0,0,ENG 105-A001,Writing: An Accelerated Course,3,0,0,0,36,64,2.0,43696.0,43814.0
,44576.0,0,ENG 161-A0Z1,Intro to Literature,3,1,1,1,1,65,1.0,43696.0,43814.0
,44939.0,0,ENG 190-A001,Intro to Dystopian Literature,3,2,0,0,36,61,2.0,43696.0,43814.0
,44976.0,7,ENG 282-A001,International Film Studies,3,0,0,0,38,68,2.0,43696.0,43814.0
ENERGY SYSTEMS,,,,,,,,,,,,,
,44840.0,,ESP 101-A0Z1,Introduction to Energy Systems,3,1,1,1,1,52,1.0,43696.0,43814.0
FRENCH LANGUAGE AND LITERATURE,,,,,,,,,,,,,
,44577.0,8,FRE 101-A0Z1,Elemen French I,4,1,1,1,1,69,1.0,43696.0,43814.0
FIRE/RESCUE SCIENCE  Contact Jimmy VanCleve at 888-306-8015 or Kay Whittington at 270-686-4490 for further information.,,,,,,,,,,,,,
,46291.0,,13,60,6,MR,9,16,57,70,2.0,43696.0,43814.0
,46291.0,,13,60,6,S,0,05:00 PM,57,70,2.0,43696.0,43814.0
FIRST YEAR EXPERIENCE,,,,,,,,,,,,,
,44578.0,,FYE 100-A001,61,1,6,19,23,58,44,2.0,43696.0,43814.0
,44757.0,,FYE 100-A002,61,1,5,19,23,49,71,2.0,43696.0,43814.0
,44758.0,,FYE 100-A003,61,1,6,19,23,ATC231,51,2.0,43696.0,43814.0
,44759.0,,FYE 100-A004,61,1,1,1,1,4,3,2.0,43696.0,43814.0
,44760.0,,FYE 100-A005,61,1,6,19,43,33,72,2.0,43696.0,43814.0
,44898.0,,FYE 100-A006,61,1,6,19,23,39,73,2.0,43696.0,43814.0
,44906.0,,FYE 100-A007,61,1,5,19,23,16,74,2.0,43696.0,43814.0
,44900.0,,FYE 100-A010,61,1,5,19,23,35,44,2.0,43696.0,43814.0
,44901.0,,FYE 100-A011,61,1,5,19,23,51,Roof,2.0,43696.0,43814.0
,44766.0,,FYE 100-A012,61,1,5,19,23,36,72,2.0,43696.0,43814.0
,44767.0,,FYE 100-A013,61,1,5,19,23,49,57,2.0,43696.0,43814.0
,44768.0,,FYE 100-A014,61,1,5,19,23,17,51,2.0,43696.0,43814.0
,44787.0,,FYE 100-A015,61,1,5,19,23,37,67,2.0,43696.0,43814.0
,44770.0,,FYE 100-A016,61,1,5,19,23,59,Thomas,2.0,43696.0,43814.0
,44779.0,,FYE 100-A0Z1,61,1,1,1,1,1,66,1.0,43696.0,43814.0
,44860.0,,FYE 100-A0Z2,61,1,1,1,1,1,75,1.0,43696.0,43814.0
,44878.0,,FYE 100-A0Z3,61,1,1,1,1,1,24,1.0,43696.0,43814.0
GEOGRAPHY,,,,,,,,,,,,,
,44647.0,"CS, SB",GEO 152-A0Z1,Regional Geography of World,3,1,1,1,1,76,1.0,43696.0,43814.0
,44648.0,1,GEO 251-A0Z1,Weather & Climate,3,1,1,1,1,76,1.0,43696.0,43814.0
GEOLOGICAL SCIENCES,,,,,,,,,,,,,
,54072.0,1,GLY 110-A001,Environmental Geology,3,0,5,24,16,20,2.0,43696.0,43814.0
HEALTHCARE FACILITIES LEADERSHIP,,,,,,,,,,,,,
,44529.0,,HFL 100-A0Z1,Intro Healthcare Facility Mgmt,3,1,1,1,1,Workman,1.0,43696.0,43814.0
,44530.0,,HFL 110-A0Z1,Intro Healthcare Industry,2,1,1,1,1,77,1.0,43696.0,43814.0
,44531.0,,HFL 120-A0Z1,Infection Control and Prev,2,1,1,1,1,31,1.0,43696.0,43814.0
,44532.0,,HFL 130-A0Z1,"Compliance, Codes Standard I",3,1,1,1,1,Koffel,1.0,43696.0,43814.0
,44533.0,,HFL 150-A0Z1,Planning Design Const I,3,1,1,1,1,Hoyt,1.0,43696.0,43814.0
,44886.0,,HFL 240-A0Z1,Maintenance and Operations II,3,1,1,1,1,77,1.0,43696.0,43814.0
,44535.0,,HFL 260-A0Z1,Healthcare Fac Leadrshp Cap I,3,1,1,1,1,77,1.0,43696.0,43814.0
,44813.0,,HFL 270-A0Z1,Helthcre Fac Ledrship Cap II,3,1,1,1,1,77,1.0,43696.0,43814.0
HISTORY,,,,,,,,,,,,,
,51389.0,0,HIS 101-A001,World Civilization I,3,0,10,20,59,78,2.0,43696.0,43814.0
,44650.0,0,HIS 104-A001,62,3,0,15,17,59,78,2.0,43696.0,43814.0
,44651.0,0,HIS 104-A0Z1,62,3,1,1,1,1,78,1.0,43696.0,43814.0
,44652.0,0,HIS 105-A001,63,3,2,5,24,59,78,2.0,43696.0,43814.0
,44979.0,0,HIS 105-A0Z1,63,3,1,1,1,1,78,1.0,43696.0,43814.0
,44653.0,0,HIS 108-A001,64,3,0,0,0,59,33,2.0,43696.0,43814.0
,44654.0,0,HIS 108-A002,64,3,2,19,23,59,71,2.0,43696.0,43814.0
,44823.0,0,HIS 108-A0E1,64,3,5,9,34,59,33,2.0,43696.0,43814.0
,44655.0,0,HIS 108-A0Z1,64,3,1,1,1,1,75,1.0,43696.0,43814.0
,44656.0,0,HIS 109-A001,65,3,0,5,24,59,78,2.0,43696.0,43814.0
,44657.0,0,HIS 109-A0Z1,65,3,1,1,1,1,75,1.0,43696.0,43814.0
,44658.0,0,HIS 120-A001,66,3,2,10,20,59,75,2.0,43696.0,43814.0
,44824.0,0,HIS 120-A0Z1,66,3,1,1,1,1,75,1.0,43696.0,43814.0
,44659.0,0,HIS 240-A0Z1,History of Kentucky,3,1,1,1,1,75,1.0,43696.0,43814.0
HUMAN SERVICES,,,,,,,,,,,,,
,44953.0,,HMS 101-A0Z1,Human Services Survey,3,1,1,1,1,Anderson,1.0,43696.0,43814.0
,44954.0,,HMS 102-A0Z1,Values of Human Services,3,1,1,1,1,79,1.0,43696.0,43814.0
INTERDISCIPLINARY EARLY CHILDHOOD EDUCATION,,,,,,,,,,,,,
,44663.0,,IEC 101-A0Z1,Orient to Early Childhood Ed,3,1,1,1,1,80,1.0,43696.0,43814.0
,54059.0,,IEC 102-A0Z1,Foundations/Early Childhood Ed,3,1,1,1,1,80,1.0,43696.0,43814.0
,44664.0,,IEC 130-A0Z1,Early Childhood Development,3,1,1,1,1,80,1.0,43696.0,43814.0
,44665.0,,IEC 170-A0Z1,Observation and Assessment,3,1,1,1,1,80,1.0,43696.0,43814.0
,44666.0,,IEC 216-A0Z1,Literacy and Language in IECE,3,1,1,1,1,80,1.0,43696.0,43814.0
,44893.0,,IEC 221-A0Z1,Creative Expressions in IECE,3,1,1,1,1,80,1.0,43696.0,43814.0
,44908.0,,IEC 235-A0Z1,Intro to Inclusive Education,3,1,1,1,1,80,1.0,43696.0,43814.0
,44952.0,,IEC 291-A001,IECE Practicum/Coop Education,3,4,1,1,4,80,2.0,43696.0,43814.0
,45022.0,,14,2,1,4,1,1,4,39,2.0,43696.0,43814.0
INDUSTRIAL CORE,,,,,,,,,,,,,
,45022.0,,14,2,1,4,1,1,4,39,2.0,43696.0,43814.0
INDUSTRIAL MANTIENENCE TECHNOLGOY,,,,,,,,,,,,,
,44443.0,,IMT 110-A086,Industrial Maint Electric Prin,3,0,26,32,60,52,2.0,43696.0,43814.0
,44444.0,,IMT 111-A086,Industrial Maint Electric Lab,2,0,10:15 AM,11:55 AM,60,52,2.0,43696.0,43814.0
,44472.0,,IMT 150-A001,Maintaining Industrial Equip I,3,2,3,3,49,40,2.0,43696.0,43814.0
,44473.0,,IMT 151-A001,Maintaining Indust Equip I Lab,2,2,8,21,50,40,2.0,43696.0,43814.0
,45000.0,,IMT 289-A001,Industrial Maint Tech Capstone,1,4,1,1,4,51,1.0,43696.0,43814.0
KINESIOLOGY AND HEALTH PROMOTION,,,,,,,,,,,,,
,45110.0,,KHP 100-A0BZ,67,1,1,1,1,1,73,1.0,43759.0,43814.0
,45096.0,,KHP 100-A0ZB,67,1,1,1,1,1,73,1.0,43696.0,43751.0
,45111.0,,KHP 136-A0ZB,Advanced Walking for Fitness,1,1,1,1,1,73,1.0,43759.0,43814.0
MATHEMATICS,,,,,,,,,,,,,
,45424.0,QE,MAT 116-A001,68,3,0,19,23,41,81,2.0,43696.0,43814.0
,45425.0,9,MAT 116-A0H1,68,3,2,19,23,41,81,2.0,43696.0,43814.0
,55574.0,,MAT 116S-A0H1,Co-req Remed for Tech Math,1,1,1,1,1,81,0.0,43696.0,43814.0
,44377.0,9,MAT 126-A001,69,3,0,5,24,61,82,2.0,43696.0,43814.0
,45061.0,9,MAT 126-A002,69,3,2,0,0,62,83,2.0,43696.0,43814.0
,45426.0,9,MAT 126-A003,69,3,2,19,23,SE241,83,2.0,43696.0,43814.0
,44863.0,9,MAT 126-A0H1,69,3,2,19,23,23,84,2.0,43696.0,43814.0
,55587.0,,MAT 126S-A0H1,70,2,2,27,44,23,84,2.0,43696.0,43814.0
,44867.0,9,MAT 126-A0H2,69,3,2,10,20,62,83,2.0,43696.0,43814.0
,55583.0,,MAT 126S-A0H2,70,2,2,30,45,62,83,2.0,43696.0,43814.0
,44802.0,9,MAT 126-A0M1,69,3,0,0,0,63,85,2.0,43696.0,43814.0
,55584.0,,MAT 126S-A0M1,70,2,0,31,32,63,85,2.0,43696.0,43814.0
,44803.0,9,MAT 126-A0M2,69,3,0,15,17,63,85,2.0,43696.0,43814.0
,55585.0,,MAT 126S-A0M2,70,2,0,32,46,63,85,2.0,43696.0,43814.0
,44805.0,9,MAT 126-A0ZH,69,3,1,1,1,1,82,1.0,43696.0,43814.0
,55586.0,,MAT 126S-A0ZH,70,2,1,1,1,1,82,1.0,43696.0,43814.0
,44381.0,9,MAT 126-A0Z1,69,3,1,1,1,1,85,1.0,43696.0,43814.0
,45427.0,9,MAT 141-A001,71,3,2,5,24,61,82,2.0,43696.0,43814.0
,45428.0,9,MAT 141-A0M1,71,3,2,5,24,63,85,2.0,43696.0,43814.0
,45430.0,,MAT 141S-A0M1,Coreq Remediation for Math,1,2,33,0.46527777777777773,63,85,2.0,43696.0,43814.0
,45429.0,9,MAT 141-A0Z1,71,3,1,1,1,1,85,1.0,43696.0,43814.0
,57272.0,,MAT100-A0H1,72,2,0,5,24,23,84,2.0,43696.0,43814.0
,57276.0,9,MAT 150-A0H1,73,3,0,33,11:45 AM,23,84,2.0,43696.0,43814.0
,44384.0,,MAT 100-A0H2,72,2,0,32,46,23,84,2.0,43696.0,43814.0
,44385.0,9,MAT 150-A0H2,73,3,0,15,17,23,84,2.0,43696.0,43814.0
,44387.0,,MAT 100-A0H3,72,2,0,30,45,41,81,2.0,43696.0,43814.0
,44386.0,9,MAT 150-A0H3,73,3,0,10,20,41,81,2.0,43696.0,43814.0
,44389.0,,MAT 100-A0H4,72,2,2,31,32,41,81,2.0,43696.0,43814.0
,44388.0,9,MAT 150-A0H4,73,3,2,0,0,41,81,2.0,43696.0,43814.0
,44393.0,,MAT 100-A0ZH,72,2,1,1,1,1,85,1.0,43696.0,43814.0
,44392.0,9,MAT 150-A0ZH,73,3,1,1,1,1,85,1.0,43696.0,43814.0
,44394.0,9,MAT 150-A001,73,3,0,0,0,61,81,2.0,43696.0,43814.0
,44395.0,9,MAT 150-A002,73,3,0,5,24,19,86,2.0,43696.0,43814.0
,44396.0,9,MAT 150-A003,73,3,0,19,23,61,85,2.0,43696.0,43814.0
,44397.0,9,MAT 150-A004,73,3,2,5,24,23,Lasley,2.0,43696.0,43814.0
,45431.0,9,MAT 150-A005,73,3,2,15,17,41,81,2.0,43696.0,43814.0
,45432.0,9,MAT 150-A006,73,3,2,10,20,41,81,2.0,43696.0,43814.0
,44879.0,9,MAT 150-A0E1,73,3,2,9,25,18,Hayden,2.0,43696.0,43814.0
,44399.0,9,MAT 150-A0Z1,73,3,1,1,1,1,82,1.0,43696.0,43814.0
,44400.0,9,MAT 155-A001,Trigonometry,3,0,0,0,19,86,2.0,43696.0,43814.0
,44401.0,,MAT 205-A001,Math Elem/Middle SchoolTeach I,3,0,15,17,61,82,2.0,43696.0,43814.0
MEDICAL ASSISTING,,,,,,,,,,,,,
,45019.0,,MAI 105-A001,Introduction Medical Assisting,3,2,0,0,64,47,2.0,43696.0,43814.0
,45020.0,,MAI 140-A001,74,4,2,5,24,64,47,2.0,43696.0,43814.0
,45052.0,,MAI 140-A0L1,74,,6,15,18,SE258,47,2.0,43696.0,43814.0
MEDICAL INFORMATION TECHNOLOGY,,,,,,,,,,,,,
,44667.0,,MIT 104-A0Z1,Medical Insurance,3,1,1,1,1,41,1.0,43696.0,43751.0
,44668.0,,MIT 204-A001,75,3,0,15,17,0,41,1.0,43696.0,43814.0
,55588.0,,MIT 204-A0Z1,75,3,1,1,1,1,41,1.0,43696.0,43814.0
,44978.0,,MIT 205-A0Z1,Advanced Medical Coding,3,1,1,1,1,87,1.0,43696.0,43814.0
,45021.0,,MIT 217-A001,76,3,2,23,30,64,47,2.0,43696.0,43814.0
,44669.0,,MIT 217-A0Z1,76,3,1,1,1,1,41,1.0,43759.0,43814.0
,44670.0,,MIT 224-A0Z1,Medical Practice Management,3,1,1,1,1,87,1.0,43696.0,43814.0
,58176.0,,MIT228-A0Z1,Electornic Medical Records,3,,1,,1,41,1.0,43696.0,43814.0
,44671.0,,MIT 295-A001,77,3,4,1,1,4,41,2.0,43696.0,43814.0
,45003.0,,MIT 295-A0L1,77,3,4,1,1,4,41,2.0,43696.0,43814.0
MUSIC,,,,,,,,,,,,,
,44585.0,,MUP 101-A001,78,0,4,1,1,HUMH0129,69,2.0,43696.0,43814.0
,44586.0,,MUP 102-A001,Voice,0,4,1,1,HUMH0131,88,2.0,43696.0,43814.0
,45001.0,,MUP 201-A001,78,0,4,1,1,38,69,2.0,43696.0,43814.0
,44579.0,0,MUS 100-A001,79,3,0,5,24,38,88,2.0,43696.0,43814.0
,44580.0,0,MUS 100-A0Z1,79,3,1,1,1,1,88,1.0,43696.0,43814.0
,44581.0,0,MUS 104-A0Z1,Introduction to Jazz History,3,1,1,1,1,69,1.0,43696.0,43814.0
,44582.0,,MUS 192-A0E1,University Chorus,1,3,12,16,38,88,2.0,43696.0,43814.0
,44940.0,0,MUS 222-A001,80,3,2,19,23,38,88,2.0,43696.0,43814.0
,44584.0,0,MUS 222-A0Z1,80,3,1,1,1,1,88,1.0,43696.0,43814.0
NURSING ASSISTANT,,,,,,,,,,,,,
,44700.0,,NAA 100-A001,81,3,0,16,31,65,89,2.0,43696.0,43814.0
,44701.0,,NAA 100-A002,81,3,0,15,11,65,89,2.0,43696.0,43814.0
,44702.0,,NAA 100-A0Y1,81,3,6,16,31,65,89,0.0,43696.0,43814.0
NUTRITION AND FOOD SCIENCE,,,,,,,,,,,,,
,44450.0,,NFS 101-A0Z1,Human Nutrition & Wellness,3,1,1,1,1,Foster,1.0,43696.0,43814.0
NURSING,,,,,,,,,,,,,
,44720.0,,NSG 101-A001,82,9,8,0,10,66,90,2.0,43696.0,43814.0
,44721.0,,NSG 101-A0L1,82,,8,7,30,67,90,2.0,43696.0,43814.0
,44722.0,,NSG 101-A0C1,82,,4,1,1,4,Ebelhar,2.0,43696.0,43814.0
,44733.0,,NSG 211-A001,83,3,6,26,4,68,91,2.0,43696.0,43814.0
,44734.0,,NSG 211-A0L1,83,,6,2,14,69,90,2.0,43696.0,43814.0
,44735.0,,NSG 211-A0C1,83,,4,1,1,70,91,2.0,43696.0,43814.0
,44736.0,,15,84,3,5,15,11,68,91,2.0,43696.0,43814.0
,44736.0,,15,84,,7,6,33,67,91,2.0,43696.0,43814.0
,44737.0,,NSG 213-A0L1,84,,7,7,3,69,91,2.0,43696.0,43814.0
,44738.0,,NSG 213-A0C1,84,,4,1,1,70,91,2.0,43696.0,43814.0
,44730.0,,NSG 220-A001,85,6,3,16,31,68,92,2.0,43696.0,43814.0
,44731.0,,NSG 220-A0L1,85,,3,15,11,ACA105,92,2.0,43696.0,43814.0
,44732.0,,NSG 220-A0C1,85,,4,1,1,70,92,2.0,43696.0,43814.0
,44742.0,,NSG 225-A001,Pharmacology II,1,5,25,22,67,93,2.0,43696.0,43814.0
,44739.0,,NSG 230-A001,86,6,7,6,33,68,93,2.0,43696.0,43814.0
,44740.0,,NSG 230-A0L1,86,,7,1,1,4,93,2.0,43696.0,43814.0
,44741.0,,NSG 230-A0C1,86,,1,1,1,4,93,2.0,43696.0,43814.0
OFFICE SYSTEMS TECHNOLOGY,,,,,,,,,,,,,
,44672.0,,OST 110-A0Z1,Doc. Format. & Intro  Wrd Proc,3,1,1,1,1,94,1.0,43696.0,43814.0
,44894.0,,OST 160-A001,Records & Database Mgmt.,3,2,19,23,27,5,2.0,43696.0,43814.0
,44833.0,,OST 210-A0Z1,Adv Word Proc Application,3,1,1,1,1,94,1.0,43696.0,43814.0
,44673.0,,OST 225-A0Z1,Intro to Desktop Publishing,3,1,1,1,1,94,1.0,43696.0,43814.0
,44895.0,,OST 295-A001,Administrative Office Technolo,0,1,1,1,4,41,2.0,43696.0,43814.0
PHILOSOPHY,,,,,,,,,,,,,
,44587.0,0,PHI 100-A001,Intro to Philosophy,3,2,15,17,55,95,2.0,43696.0,43814.0
,44588.0,0,PHI 110-A001,87,3,2,5,24,54,95,2.0,43696.0,43814.0
,44589.0,0,PHI 110-A0Z1,87,3,1,1,1,1,95,1.0,43696.0,43814.0
,44590.0,0,PHI 120-A001,Introductory Logic,3,0,5,24,55,95,2.0,43696.0,43814.0
PHYSICS,,,,,,,,,,,,,
,44872.0,1,PHY 201-A0E1,88,4,0,4,05:15 PM,12,16,2.0,43696.0,43814.0
,45002.0,,PHY 201-A0EL,88,,1,1,1,4,16,2.0,43696.0,43814.0
,44873.0,3,PHY 202-A0E1,College Physics I Laboratory,1,5,9,07:30 PM,22,16,2.0,43696.0,43814.0
POLITICAL SCIENCE,,,,,,,,,,,,,
,44674.0,5,POL 101-A001,89,3,0,15,17,41,74,2.0,43696.0,43814.0
,44926.0,5,POL 101-A002,89,3,0,0,0,41,74,2.0,43696.0,43814.0
,44675.0,5,POL 101-A0Z1,89,3,1,1,1,1,96,1.0,43696.0,43814.0
,44797.0,5,POL 255-A001,90,3,2,19,23,71,74,2.0,43696.0,43814.0
,45370.0,5,POL 255-A0Z1,90,3,1,1,1,1,96,2.0,43696.0,43814.0
PSYCHOLOGY,,,,,,,,,,,,,
,44676.0,5,PSY 110-A001,91,3,0,0,0,72,97,2.0,43696.0,43814.0
,44677.0,5,PSY 110-A002,91,3,0,5,24,72,98,2.0,43696.0,43814.0
,44678.0,5,PSY 110-A003,91,3,0,19,23,19,50,2.0,43696.0,43814.0
,44679.0,5,PSY 110-A004,91,3,0,15,17,72,98,2.0,43696.0,43814.0
,44680.0,5,PSY 110-A005,91,3,0,10,20,19,50,2.0,43696.0,43814.0
,44681.0,5,PSY 110-A006,91,3,2,5,24,72,98,2.0,43696.0,43814.0
,44682.0,5,PSY 110-A008,91,3,2,10,20,71,92,2.0,43696.0,43814.0
,44683.0,5,PSY 110-A0E1,91,3,7,9,34,66,9,2.0,43696.0,43814.0
,44772.0,5,PSY 110-A0Z1,91,3,1,1,1,1,92,1.0,43696.0,43814.0
,44684.0,5,PSY 110-A0Z2,91,3,1,1,1,1,97,1.0,43696.0,43814.0
,44685.0,5,PSY 110-A0Z3,91,3,1,1,1,1,99,1.0,43696.0,43814.0
,45085.0,5,PSY 110-A0ZB,91,3,1,1,1,1,99,1.0,43759.0,43814.0
,44691.0,5,PSY 185-A0Z1,Human Potential,3,1,1,1,1,97,1.0,43696.0,43814.0
,44686.0,,16,92,4,6,9,15,72,98,0.0,43696.0,43814.0
,44686.0,,16,92,,1,1,1,1,98,0.0,43696.0,43814.0
,44687.0,5,PSY 223-A001,93,3,0,5,24,17,97,2.0,43696.0,43814.0
,44688.0,5,PSY 223-A002,93,3,2,15,17,72,98,2.0,43696.0,43814.0
,44689.0,5,PSY 223-A0Z1,93,3,1,1,1,1,97,1.0,43696.0,43814.0
,44690.0,5,PSY 223-A0Z2,93,3,1,1,1,1,99,1.0,43696.0,43814.0
,44692.0,5,PSY 298-A0Z1,Essentials Abnormal Psychology,3,1,1,1,1,92,1.0,43696.0,43814.0
RADIOGRAPHY,,,,,,,,,,,,,
,44970.0,,DMI 102-A001,Med Term for Radiographers,1,M-F,26,10,73,12,2.0,43696.0,43814.0
,44971.0,,DMI 106-A001,94,3,3,26,4,73,100,2.0,43696.0,43814.0
,44972.0,,DMI 106-A0L1,94,,3,19,8,73,100,2.0,43696.0,43814.0
,44973.0,,DMI 108-A001,95,4,5,26,4,73,12,2.0,43696.0,43814.0
,44974.0,,DMI 108-A0L1,95,,5,19,30,73,100,2.0,43696.0,43814.0
,45108.0,,DMI 110-A0B2,Clinical Practicum I,1,4,1,1,4,12,2.0,43759.0,43814.0
,45371.0,,DMI 128-A001,96,3,7,26,4,73,12,2.0,43696.0,43814.0
,45372.0,,DMI 128-A0L1,96,,7,19,8,73,12,2.0,43696.0,43814.0
,45373.0,,DMI 214-A001,97,4,6,21,43,73,12,2.0,43696.0,43814.0
,45374.0,,DMI 214-A0L1,97,,6,3,11,73,12,2.0,43696.0,43814.0
,45375.0,,DMI 220-A0C1,Clinical Practicum IV,4,10,1,1,4,Henderson,2.0,43696.0,43814.0
,45369.0,,DMI 222-A001,Image Analysis,2,6,26,4,73,100,2.0,43696.0,43814.0
RELIGIOUS STUDIES,,,,,,,,,,,,,
,44591.0,7,REL 101-A0Z1,Intro to Religious Studies,3,1,1,1,1,101,1.0,43696.0,43814.0
,44592.0,0,REL 120-A0Z1,Introduction the Old Testament,3,1,1,1,1,68,1.0,43696.0,43814.0
,54102.0,0,REL 121-A001,Introduction the New Testament,3,0,19,23,56,7,2.0,43696.0,43814.0
,44593.0,10,REL 130-A001,98,3,0,5,24,56,Ramisch,2.0,43696.0,43814.0
,51390.0,10,REL 130-A002,98,3,2,5,24,56,7,2.0,43696.0,43814.0
,44595.0,10,REL 130-A0Z1,98,3,1,1,1,1,101,1.0,43696.0,43814.0
,44594.0,10,REL 130-A0Z2,98,3,1,1,1,1,68,1.0,43696.0,43814.0
,44964.0,CS,REL 160-A001,Rel Exp of Forgive & Justice,3,0,15,17,13,95,2.0,43696.0,43814.0
SOCIOLOGY,,,,,,,,,,,,,
,44693.0,5,SOC 101-A001,99,3,0,5,24,71,102,2.0,43696.0,43814.0
,44694.0,5,SOC 101-A002,99,3,0,19,23,71,102,2.0,43696.0,43814.0
,44695.0,5,SOC 101-A003,99,3,0,15,17,71,102,2.0,43696.0,43814.0
,44696.0,5,SOC 101-A004,99,3,2,5,24,71,102,2.0,43696.0,43814.0
,44697.0,5,SOC 101-A0Z1,99,3,1,1,1,1,102,1.0,43696.0,43814.0
,44698.0,5,SOC 101-A0Z2,99,3,1,1,1,1,Lovitt,1.0,43696.0,43814.0
,44699.0,5,SOC 235-A001,Inequality in Society,3,2,15,17,71,102,2.0,43696.0,43814.0
SPANISH LANGUAGE AND LITERATURE,,,,,,,,,,,,,
,44596.0,8,SPA 101-A001,100,4,0,3,20,54,5,2.0,43696.0,43814.0
